node_id,lat,lon
0,33.5930413,130.3849001
1,33.5918133,130.3865684
2,33.5918672,130.3875262
3,33.593606,130.3918048
4,33.5929294,130.3920442
5,33.5923555,130.3922381
6,33.587317,130.3939994
7,33.5918488,130.3967727
8,33.5885962,130.4025346
9,33.5893012,130.375256
10,33.5870811,130.3760843
11,33.5864038,130.376393
12,33.588273,130.3737683
13,33.588217,130.3737127
14,33.5864969,130.3744018
15,33.589121,130.3770647
16,33.583696,130.3786191
17,33.5920834,130.4021666
18,33.5913537,130.3988213
19,33.5841629,130.3238385
20,33.5840747,130.3253408
21,33.5874655,130.3256343
22,33.591268,130.3275248
23,33.5924968,130.3283193
24,33.5933456,130.3219396
25,33.5874466,130.3233458
26,33.5861897,130.3238251
27,33.5883354,130.3232682
28,33.591141,130.3241647
29,33.5918802,130.3251356
30,33.577642,130.3772597
31,33.5789212,130.3766297
32,33.5820646,130.3751602
33,33.5792672,130.3780778
34,33.5797037,130.3779668
35,33.5800049,130.3791101
36,33.5801639,130.3790812
37,33.5810959,130.3806564
38,33.5816305,130.3819204
39,33.5823253,130.3802729
40,33.5828335,130.3835122
41,33.5807475,130.3821469
42,33.5793669,130.3805797
43,33.5771148,130.3761001
44,33.5746505,130.3708604
45,33.5740677,130.3695674
46,33.5754251,130.3705797
47,33.5790321,130.3700778
48,33.579032,130.364188
49,33.5817539,130.3650656
50,33.5818658,130.3630835
51,33.5827666,130.3607697
52,33.5831623,130.3597558
53,33.5835778,130.3590987
54,33.5853456,130.3622786
55,33.5820059,130.3561485
56,33.5824608,130.3538753
57,33.5832065,130.3536834
58,33.5864447,130.3532989
59,33.5785111,130.3754879
60,33.5808454,130.3742327
61,33.5828729,130.371674
62,33.5757808,130.3744414
63,33.5855893,130.3763598
64,33.5862835,130.3762271
65,33.5878274,130.3757816
66,33.5877863,130.3756177
67,33.5946437,130.3524647
68,33.5953372,130.3563659
69,33.5957741,130.3577987
70,33.5826983,130.3733087
71,33.5681066,130.326156
72,33.5681413,130.3273462
73,33.5675155,130.3384651
74,33.5669371,130.3430825
75,33.5704378,130.3567
76,33.5730457,130.3669838
77,33.5903543,130.3323269
78,33.5875812,130.341494
79,33.5881241,130.3560852
80,33.5938831,130.3674633
81,33.5938143,130.320126
82,33.5705918,130.3461745
83,33.5831571,130.3241837
84,33.583089,130.3253418
85,33.5742805,130.3465715
86,33.5748047,130.3582272
87,33.574977,130.3622001
88,33.5840522,130.3881192
89,33.5864615,130.3974557
90,33.588888,130.3963369
91,33.5896385,130.3995872
92,33.5879027,130.4011593
93,33.6025965,130.4037235
94,33.566989,130.3952332
95,33.5696748,130.3976542
96,33.5717404,130.4002433
97,33.5721375,130.3756784
98,33.569048,130.3756632
99,33.568618,130.3755785
100,33.5676056,130.3752045
101,33.5757421,130.3739659
102,33.5761727,130.3742677
103,33.5800858,130.3766827
104,33.5819382,130.3761223
105,33.5876058,130.375988
106,33.5876564,130.3759128
107,33.5885411,130.4017232
108,33.5923372,130.4033979
109,33.5911612,130.4032804
110,33.5895946,130.4022961
111,33.5908637,130.4018912
112,33.5893343,130.3982774
113,33.5870159,130.3992089
114,33.5780882,130.3770298
115,33.5912508,130.3635665
116,33.5934174,130.3619696
117,33.5930916,130.3533394
118,33.5944401,130.3507016
119,33.5954782,130.3511166
120,33.5763466,130.3745241
121,33.5750669,130.3718131
122,33.5754237,130.3727346
123,33.5756761,130.3731181
124,33.5751986,130.3728505
125,33.5803041,130.3801036
126,33.5813003,130.3811361
127,33.582404,130.3809707
128,33.5827347,130.381666
129,33.5834421,130.3829997
130,33.5836345,130.3830255
131,33.5837004,130.3827655
132,33.5837589,130.3823345
133,33.5840228,130.3823784
134,33.5841786,130.3823803
135,33.5851214,130.3826304
136,33.5845718,130.3830326
137,33.5844382,130.3832159
138,33.5844729,130.3829638
139,33.5842662,130.3830462
140,33.5844895,130.3828168
141,33.5841184,130.38306
142,33.5841056,130.3829841
143,33.5847225,130.3825405
144,33.5842962,130.3814117
145,33.5854183,130.3815438
146,33.5851111,130.3790422
147,33.5866902,130.3761829
148,33.5829881,130.3753206
149,33.5827564,130.375996
150,33.5790681,130.3771548
151,33.5805339,130.3965207
152,33.5731892,130.3929689
153,33.5730456,130.3914531
154,33.5725496,130.3908782
155,33.5731012,130.3903014
156,33.5731604,130.3892385
157,33.5740518,130.3902328
158,33.5738745,130.390407
159,33.5743149,130.3903194
160,33.5737331,130.3898289
161,33.5743988,130.3900651
162,33.5742759,130.3897878
163,33.5731111,130.3891252
164,33.5719638,130.3884033
165,33.5720982,130.3873399
166,33.5720909,130.3897684
167,33.5727898,130.3904905
168,33.5733447,130.390027
169,33.5664316,130.3925092
170,33.5667088,130.3938298
171,33.5687126,130.3975934
172,33.5698607,130.3977814
173,33.570207,130.3980941
174,33.5603795,130.3884646
175,33.5616454,130.389312
176,33.5626453,130.3895495
177,33.5658369,130.3901872
178,33.5659965,130.3906051
179,33.5662428,130.3903153
180,33.572718,130.4018598
181,33.5731389,130.4029828
182,33.6032504,130.4046732
183,33.5817776,130.403953
184,33.581708,130.4019695
185,33.5822568,130.3967719
186,33.5819135,130.3977623
187,33.582485,130.3956797
188,33.5825065,130.3956015
189,33.5827645,130.3947106
190,33.5828952,130.3944062
191,33.5832323,130.3937428
192,33.584577,130.3916196
193,33.5852414,130.3915138
194,33.5882491,130.3908421
195,33.5891305,130.3962018
196,33.5861555,130.3913169
197,33.5869252,130.3952321
198,33.5857351,130.3953914
199,33.5783807,130.3788459
200,33.5899726,130.36939
201,33.5878581,130.3909668
202,33.5874235,130.3910513
203,33.5879481,130.393802
204,33.5864802,130.3953556
205,33.5857998,130.3955492
206,33.5868575,130.3988029
207,33.5842862,130.4004828
208,33.5845626,130.3937795
209,33.5849159,130.3951802
210,33.5835212,130.3941507
211,33.5852356,130.3933149
212,33.5859111,130.3931414
213,33.5878321,130.3980115
214,33.5872813,130.398231
215,33.5887989,130.4044192
216,33.5892283,130.4040187
217,33.6012597,130.4016806
218,33.6007255,130.4011775
219,33.5994028,130.4014368
220,33.5956958,130.3966813
221,33.5930081,130.372354
222,33.5932888,130.372267
223,33.592584,130.3894095
224,33.5902536,130.3901847
225,33.5942535,130.39331
226,33.5920039,130.3845833
227,33.5922276,130.3820956
228,33.5925653,130.3783044
229,33.5902705,130.3772426
230,33.5903723,130.3751996
231,33.588521,130.3870376
232,33.588737,130.3888146
233,33.5898046,130.3751346
234,33.5954976,130.4041779
235,33.5946864,130.4034127
236,33.594056,130.4026203
237,33.5936136,130.4017669
238,33.5904926,130.3957657
239,33.5913947,130.3955074
240,33.589551,130.3960768
241,33.5886048,130.3855632
242,33.6013253,130.4005345
243,33.6031665,130.4030325
244,33.6030695,130.3990383
245,33.5986226,130.4016295
246,33.5979488,130.4015769
247,33.5959535,130.3996235
248,33.5937941,130.3942832
249,33.5937611,130.394356
250,33.5937203,130.3944392
251,33.5939345,130.3944217
252,33.5936511,130.3943905
253,33.5935371,130.3943207
254,33.5934261,130.3942407
255,33.5932981,130.394133
256,33.5932146,130.3940894
257,33.5935103,130.3940927
258,33.5934029,130.3943584
259,33.5936648,130.393794
260,33.5938407,130.3941881
261,33.5911046,130.3941851
262,33.5921772,130.3937747
263,33.5928365,130.3933228
264,33.5908013,130.3928197
265,33.5930058,130.3936746
266,33.5935713,130.394628
267,33.5934985,130.3933554
268,33.5941169,130.3929726
269,33.5878812,130.3968863
270,33.597382,130.401108
271,33.6016096,130.3990232
272,33.6054704,130.3969536
273,33.6045799,130.3978275
274,33.6029247,130.3981882
275,33.6022599,130.394459
276,33.6046548,130.397707
277,33.5962377,130.3999375
278,33.598291,130.3981767
279,33.5958534,130.4020661
280,33.5939852,130.4024924
281,33.5951638,130.4038635
282,33.5895438,130.4039719
283,33.5912881,130.4036144
284,33.5950689,130.4040552
285,33.5938624,130.4026339
286,33.5929153,130.4044537
287,33.595408,130.4016045
288,33.5933426,130.4037877
289,33.5929607,130.4045208
290,33.5944532,130.4022492
291,33.5875928,130.400561
292,33.5899843,130.3980673
293,33.596989,130.3958575
294,33.6002852,130.3923139
295,33.5728702,130.3927099
296,33.5722536,130.3955551
297,33.5720659,130.3967169
