elapsed,lat,lon,elev,speed
2023-05-06 13:18:36.773000,33.59048461914062,130.3481110465995,25.99795150756836,0
2023-05-06 13:18:41.045000,33.5905074701026,130.3482143116466,35.39754867553711,8.339912254217333
2023-05-06 13:18:43.051000,33.59049896247088,130.3481415567271,30.60738754272461,12.21347260960975
2023-05-06 13:18:45.051000,33.59045604328134,130.3480533044463,24.61535751762259,17.03626001805993
2023-05-06 13:18:47.050000,33.59044782786437,130.3480046604462,27.34173374266996,8.272669040629024
2023-05-06 13:18:50.103000,33.59046910171225,130.3479847249029,24.53470894712083,3.537357705189136
2023-05-06 13:18:52.804000,33.59051394956482,130.3479034137675,5.706818946465257,12.03688203761363
2023-05-06 13:18:55.570000,33.59052838295101,130.347861789754,5.896404266357422,5.43504993249652
2023-05-06 13:18:58.073000,33.590550804542,130.3478377797923,6.22700424194336,4.804056364118202
2023-05-06 13:19:00.073000,33.5905637713462,130.3478266821525,6.574147796630859,3.183345332929291
2023-05-06 13:19:02.070000,33.5905724885255,130.3478190546207,6.732936859130859,2.1581003854118
2023-05-06 13:19:04.567000,33.59058414356186,130.3478109325565,6.795879364013672,2.155084871064974
2023-05-06 13:19:06.572000,33.59060000631361,130.3478061548717,6.925991058349609,3.261369652730288
2023-05-06 13:19:09.571000,33.59063067360184,130.3477923875957,7.384670257568359,4.370775577958738
2023-05-06 13:19:11.569000,33.59064609630368,130.3477743036396,7.624904632568359,4.319330490256788
2023-05-06 13:19:13.572000,33.59065359810702,130.3477516934558,8.010524749755859,4.048914109489229
2023-05-06 13:19:15.575000,33.59065319996662,130.3477269039772,8.539302825927734,4.12784037522317
2023-05-06 13:19:17.575000,33.59065074825994,130.3477021564081,8.923931121826172,4.152841953735533
2023-05-06 13:19:19.575000,33.59065235129892,130.3476756905488,9.025234222412109,4.423931323146216
2023-05-06 13:19:21.576000,33.59065716041587,130.3476479674041,9.024944305419922,4.722013755427358
2023-05-06 13:19:23.576000,33.59066196953281,130.3476213758163,9.039180755615234,4.537161580738267
2023-05-06 13:19:26.575000,33.59066716631278,130.3475784185625,9.204372406005859,4.825973743653222
2023-05-06 13:19:28.575000,33.59066778447814,130.3475455405473,9.404811859130859,5.485365061979456
2023-05-06 13:19:30.576000,33.59066892651244,130.3475124529845,9.651271820068359,5.52137989909337
2023-05-06 13:19:33.576000,33.59068118504583,130.3474715912066,10.18705368041992,4.827192189834617
2023-05-06 13:19:36.576000,33.59070278940126,130.3474421916812,11.25666427612305,4.358766195117147
2023-05-06 13:19:38.577000,33.59071371730752,130.3474308132477,11.6333122253418,2.893548004068555
2023-05-06 13:19:40.578000,33.59072627968489,130.3474193929046,11.6386833190918,3.149330258090681
2023-05-06 13:19:43.078000,33.59074846658259,130.3473953829429,11.65295639038086,4.78444378600112
2023-05-06 13:19:45.577000,33.5907703056313,130.3473658115886,11.71679306030273,5.272994375695108
2023-05-06 13:19:48.577000,33.59078617886043,130.3473209893614,11.77598190307617,5.413994312982831
2023-05-06 13:19:50.577000,33.5907927691318,130.3472885933056,11.88171005249023,5.565047240978298
2023-05-06 13:19:53.070000,33.59080119713544,130.3472470735482,12.09841537475586,5.716103184202082
2023-05-06 13:19:55.571000,33.59080763653255,130.3472067230664,12.20450973510742,5.478365402439778
2023-05-06 13:19:57.575000,33.59081126170567,130.3471766110792,12.28779220581055,5.064173224363678
2023-05-06 13:19:59.577000,33.59081779959015,130.3471493698939,12.4649772644043,4.721050105214468
2023-05-06 13:20:01.578000,33.59082726066335,130.3471214162468,12.38845443725586,5.030358257442542
2023-05-06 13:20:04.069000,33.59083428888916,130.347086174535,11.81788558959961,4.851279067373294
2023-05-06 13:20:06.570000,33.5908336623419,130.347064964129,11.45502853393555,2.830306907661732
2023-05-06 13:20:08.576000,33.59084207567721,130.3470463563039,11.43746566772461,3.519934538491958
2023-05-06 13:20:10.577000,33.5908648430217,130.3470160347692,11.6339225769043,6.80262084248831
2023-05-06 13:20:13.075000,33.5908951834157,130.3469889444582,11.76335678100586,6.062263106322948
2023-05-06 13:20:15.073000,33.59091891258358,130.3469717615567,11.67475814819336,5.553542038551843
2023-05-06 13:20:17.574000,33.59094299379139,130.3469444533161,11.55086898803711,5.298871274878012
2023-05-06 13:20:19.576000,33.59095196242779,130.3469123087175,11.51047897338867,5.646716267116582
2023-05-06 13:20:21.577000,33.59095976807512,130.3468756798006,11.4765739440918,6.301155960279978
2023-05-06 13:20:24.578000,33.59097397540099,130.3468199401445,11.25971603393555,6.476132062732883
2023-05-06 13:20:27.078000,33.59098072911947,130.3467738983504,11.24190902709961,6.235657719489645
2023-05-06 13:20:29.072000,33.59098469375967,130.346739046397,11.38120346069336,5.878467591194001
2023-05-06 13:20:31.064000,33.59098945468067,130.3467059881709,11.44366683959961,5.619304436541367
2023-05-06 13:20:33.741000,33.59099562264606,130.346661717927,11.44583572799889,5.594409854557091
2023-05-06 13:20:35.712000,33.59099904911831,130.3466298279377,11.53377815546319,5.438659293210513
2023-05-06 13:20:38.064000,33.59100738357156,130.3465975095801,11.58049545288086,4.797810958152343
2023-05-06 13:20:40.568000,33.59102381629273,130.3465744761101,11.6240348815918,4.037357053107396
2023-05-06 13:20:42.571000,33.59102820631451,130.3465516144692,11.64773178100586,3.905646553317994
2023-05-06 13:20:44.569000,33.59102221325374,130.3465174582138,11.66938400268555,5.823327469022044
2023-05-06 13:20:46.573000,33.5910187976282,130.3464833019584,11.81801986694336,5.721998548583731
2023-05-06 13:20:48.578000,33.5910198453661,130.3464510106764,11.97648239135742,5.371500952089597
2023-05-06 13:20:51.078000,33.59102686311453,130.3464128897808,12.12961654663086,5.209432519800599
2023-05-06 13:20:53.076000,33.59103672861456,130.3463855480126,12.28176498413086,4.979325652822634
2023-05-06 13:20:55.076000,33.59104698806404,130.3463603017203,12.49178695678711,4.682172460147288
2023-05-06 13:20:57.577000,33.59105409591793,130.3463260365001,12.77032089233398,4.70729683399862
2023-05-06 13:20:59.578000,33.5910550598368,130.3462913144662,12.9532585144043,5.787945302916853
