time,lat,lon,speed
2023-05-06 13:18:36.773000,33.59048461914062,130.3481110465995,25.99795150756836
2023-05-06 13:18:41.045000,33.5905074701026,130.3482143116466,35.39754867553711
2023-05-06 13:18:43.051000,33.59049896247088,130.3481415567271,30.60738754272461
2023-05-06 13:18:45.051000,33.59045604328134,130.3480533044463,24.61535751762259
2023-05-06 13:18:47.050000,33.59044782786437,130.3480046604462,27.34173374266996
2023-05-06 13:18:50.103000,33.59046910171225,130.3479847249029,24.53470894712083
2023-05-06 13:18:52.804000,33.59051394956482,130.3479034137675,5.706818946465257
2023-05-06 13:18:55.570000,33.59052838295101,130.347861789754,5.896404266357422
2023-05-06 13:18:58.073000,33.590550804542,130.3478377797923,6.22700424194336
2023-05-06 13:19:00.073000,33.5905637713462,130.3478266821525,6.574147796630859
2023-05-06 13:19:02.070000,33.5905724885255,130.3478190546207,6.732936859130859
2023-05-06 13:19:04.567000,33.59058414356186,130.3478109325565,6.795879364013672
2023-05-06 13:19:06.572000,33.59060000631361,130.3478061548717,6.925991058349609
2023-05-06 13:19:09.571000,33.59063067360184,130.3477923875957,7.384670257568359
2023-05-06 13:19:11.569000,33.59064609630368,130.3477743036396,7.624904632568359
2023-05-06 13:19:13.572000,33.59065359810702,130.3477516934558,8.010524749755859
2023-05-06 13:19:15.575000,33.59065319996662,130.3477269039772,8.539302825927734
2023-05-06 13:19:17.575000,33.59065074825994,130.3477021564081,8.923931121826172
2023-05-06 13:19:19.575000,33.59065235129892,130.3476756905488,9.025234222412109
2023-05-06 13:19:21.576000,33.59065716041587,130.3476479674041,9.024944305419922
2023-05-06 13:19:23.576000,33.59066196953281,130.3476213758163,9.039180755615234
2023-05-06 13:19:26.575000,33.59066716631278,130.3475784185625,9.204372406005859
2023-05-06 13:19:28.575000,33.59066778447814,130.3475455405473,9.404811859130859
2023-05-06 13:19:30.576000,33.59066892651244,130.3475124529845,9.651271820068359
2023-05-06 13:19:33.576000,33.59068118504583,130.3474715912066,10.18705368041992
2023-05-06 13:19:36.576000,33.59070278940126,130.3474421916812,11.25666427612305
2023-05-06 13:19:38.577000,33.59071371730752,130.3474308132477,11.6333122253418
2023-05-06 13:19:40.578000,33.59072627968489,130.3474193929046,11.6386833190918
2023-05-06 13:19:43.078000,33.59074846658259,130.3473953829429,11.65295639038086
2023-05-06 13:19:45.577000,33.5907703056313,130.3473658115886,11.71679306030273
2023-05-06 13:19:48.577000,33.59078617886043,130.3473209893614,11.77598190307617
2023-05-06 13:19:50.577000,33.5907927691318,130.3472885933056,11.88171005249023
2023-05-06 13:19:53.070000,33.59080119713544,130.3472470735482,12.09841537475586
2023-05-06 13:19:55.571000,33.59080763653255,130.3472067230664,12.20450973510742
2023-05-06 13:19:57.575000,33.59081126170567,130.3471766110792,12.28779220581055
2023-05-06 13:19:59.577000,33.59081779959015,130.3471493698939,12.4649772644043
2023-05-06 13:20:01.578000,33.59082726066335,130.3471214162468,12.38845443725586
2023-05-06 13:20:04.069000,33.59083428888916,130.347086174535,11.81788558959961
2023-05-06 13:20:06.570000,33.5908336623419,130.347064964129,11.45502853393555
2023-05-06 13:20:08.576000,33.59084207567721,130.3470463563039,11.43746566772461
2023-05-06 13:20:10.577000,33.5908648430217,130.3470160347692,11.6339225769043
