elapsed,lat,lon,elev,speed
2023-05-24 08:21:16.877000,33.65107672705087,130.6727024171141,24.75433540344238,0
2023-05-24 08:21:28.900000,33.65109816231556,130.6727007668377,25.9557056427002,0.7145856777586159
2023-05-24 08:21:36.110000,33.65122345310213,130.6727682005947,26.32622909545898,7.622663212646181
2023-05-24 08:21:38.259000,33.65119705414478,130.6727873355545,26.31808217366536,5.742010186702396
2023-05-24 08:21:45.051000,33.65084380380218,130.6732253731514,63.55166244506836,29.92531787611648
2023-05-24 08:21:47.556000,33.65083899468524,130.6732396223868,46.47127914428711,2.046076904429822
2023-05-24 08:21:49.556000,33.65082642183048,130.6732510217751,43.11458969116211,3.146365778863288
2023-05-24 08:21:51.559000,33.65081136583691,130.6732576015691,42.46357345581055,3.196425193095483
2023-05-24 08:21:53.563000,33.65079450773415,130.67326315458,41.6176750886281,3.492152811069565
2023-05-24 08:21:55.561000,33.65077718862672,130.6732695457811,41.09357742917935,3.631551576724547
2023-05-24 08:21:57.561000,33.65075867509809,130.673273883416,41.07134079537071,3.774574430541837
2023-05-24 08:22:00.565000,33.65073195778173,130.6732800860244,41.41297467247487,3.626379548007013
2023-05-24 08:22:02.568000,33.65071637791921,130.6732852199401,41.24582885052404,3.228804706266187
2023-05-24 08:22:05.065000,33.65069361686115,130.6732933839138,40.89966819167183,3.807612285533766
2023-05-24 08:22:07.060000,33.65067369307731,130.6733005923505,40.90649722946026,4.175417429635961
2023-05-24 08:22:09.058000,33.65065188336526,130.673304531845,41.22977785539651,4.4181642171908
2023-05-24 08:22:11.558000,33.6506257800233,130.6732934761147,41.085597264681,4.430038863137156
2023-05-24 08:22:13.559000,33.65061607797038,130.6732650195534,40.86882083217244,5.11658568303718
2023-05-24 08:22:15.564000,33.65061554362406,130.673230863298,40.80277597127618,5.677281322737383
2023-05-24 08:22:18.571000,33.65062123284083,130.6731794193673,39.67095832322529,5.751850965901119
2023-05-24 08:22:20.572000,33.65062228057873,130.6731458498451,39.77390829734638,5.594070385966608
2023-05-24 08:22:23.066000,33.65061487726275,130.6730993093277,42.75509240004222,6.331126248925574
2023-05-24 08:22:25.060000,33.65060684739952,130.6730605346437,44.45971243544457,6.676474002307382
2023-05-24 08:22:27.061000,33.65059974792753,130.6730230507727,45.01894956764382,6.402051073327836
2023-05-24 08:22:29.561000,33.65058981118132,130.6729803910765,44.97952744692762,5.904063793338874
2023-05-24 08:22:32.061000,33.65057477823798,130.6729432550545,44.85367222739012,5.505222047456507
2023-05-24 08:22:34.061000,33.65056801404212,130.672911353531,44.68383614237466,5.488593289534327
2023-05-24 08:22:36.060000,33.65056707526897,130.6728771218385,44.51291810969692,5.707630055856418
2023-05-24 08:22:38.058000,33.65056891928766,130.6728424039955,44.37723693343251,5.800660613228533
2023-05-24 08:22:40.561000,33.65057181104426,130.6727994467417,44.11347411268589,5.734903881269977
2023-05-24 08:22:43.062000,33.65056890252386,130.672759171697,43.95869452106183,5.38391674448274
2023-05-24 08:22:45.060000,33.65056105706249,130.6727279407258,43.93919217468456,5.438842691942492
2023-05-24 08:22:47.566000,33.65054640340027,130.6726916764217,43.8952505386962,5.358160203196806
2023-05-24 08:22:49.570000,33.65053185032089,130.6726685633237,43.79845900181781,4.818484720496511
2023-05-24 08:22:52.065000,33.65051072373394,130.6726404839481,43.79600555887785,5.054872293078239
2023-05-24 08:22:54.063000,33.65049472268079,130.6726203338529,43.85778672603021,4.64470584873436
2023-05-24 08:22:56.060000,33.65047847855244,130.6726054140653,43.88771156104352,4.095585145405451
2023-05-24 08:22:58.058000,33.65046051613395,130.6725925897534,43.70351085294266,4.182317477924078
2023-05-24 08:23:00.059000,33.65043967034076,130.6725778376038,43.54221077417149,4.83826552138964
2023-05-24 08:23:02.058000,33.65041853956286,130.6725614258374,43.37737309347933,5.038853600085079
2023-05-24 08:23:04.559000,33.65039311934602,130.6725341175969,43.28699714732214,5.458803512809526
2023-05-24 08:23:06.563000,33.65037181883459,130.6725122198748,43.23708170562356,5.602738903448274
2023-05-24 08:23:09.065000,33.65033752008681,130.672493247437,43.08895063947212,6.04442810018964
2023-05-24 08:23:11.062000,33.65030829239045,130.6724775900419,42.74488356184539,6.414688849047127
2023-05-24 08:23:13.560000,33.65027133029294,130.6724590366992,42.15517112310618,6.418283720124887
2023-05-24 08:23:15.561000,33.65024212983776,130.6724519330363,41.79562454797374,5.961376456767982
2023-05-24 08:23:18.560000,33.65020213768226,130.672436636063,41.10011469074325,5.603354377778589
2023-05-24 08:23:20.563000,33.65018683023159,130.6724240212987,40.89859817419246,3.715243997858864
2023-05-24 08:23:22.564000,33.65018343556081,130.6724197884376,40.70653235538182,0.9810885099083109
2023-05-24 08:23:25.562000,33.65018004089002,130.672430831595,40.45273462882868,1.309707851240973
2023-05-24 08:23:28.058000,33.65015115685169,130.6724339035626,40.25841771276053,4.648925412135894
2023-05-24 08:23:30.058000,33.6501207892165,130.6724289750035,39.96307762147215,6.133397352312324
2023-05-24 08:23:32.558000,33.65008245458235,130.672425550996,39.55157150523496,6.15485476001827
2023-05-24 08:23:34.558000,33.65005343224261,130.6724255300413,39.75917327378638,5.806989514890113
2023-05-24 08:23:36.564000,33.65002534238961,130.6724252995389,39.61812276944694,5.603598452244852
