latitude,longitude,elevation,time
33.592608575464375,130.35124777757255,5.863600185140967,2025-07-26T06:10:32+00:00
33.59253735639867,130.35133384128437,6.3899570582434535,2025-07-26T06:10:35+00:00
33.59255209307394,130.35145259107475,5.434868217896212,2025-07-26T06:10:45+00:00
33.59252156009744,130.35134931790742,5.802687036591473,2025-07-26T06:10:46+00:00
33.592579859123546,130.35153729816435,9.528943190332964,2025-07-26T06:10:48+00:00
33.59262016169298,130.3516612467669,3.5319200995658377,2025-07-26T06:10:48+00:00
33.59265858697103,130.35176733907244,6.041024048722421,2025-07-26T06:10:49+00:00
33.592683455503256,130.35180835977354,5.79665194164628,2025-07-26T06:10:51+00:00
33.59272134205018,130.3517056006274,6.5895884074270725,2025-07-26T06:11:00+00:00
33.59279638454857,130.35163490434456,7.277149259112775,2025-07-26T06:11:09+00:00
33.59287017745986,130.3515586766481,7.38490255177021,2025-07-26T06:11:18+00:00
33.59295251798957,130.35150506699398,6.648464295081794,2025-07-26T06:11:27+00:00
33.59303997039854,130.35145231898838,7.1098104538396,2025-07-26T06:11:35+00:00
33.59307547741608,130.35134728835288,8.974585658870637,2025-07-26T06:11:53+00:00
33.59315717633608,130.3512866609746,7.8323789201676846,2025-07-26T06:12:02+00:00
33.59323818978825,130.3512300648668,7.180184168741107,2025-07-26T06:12:14+00:00
33.59332945130043,130.35121541441282,7.770277675241232,2025-07-26T06:12:24+00:00
33.59342415547126,130.35118037221915,8.046775153838098,2025-07-26T06:12:34+00:00
33.59351510545039,130.35113746510288,7.873547670431435,2025-07-26T06:12:44+00:00
33.59360778750962,130.3511272959589,7.673226568847895,2025-07-26T06:12:53+00:00
33.593703455903125,130.35115197781784,6.739007911644876,2025-07-26T06:13:03+00:00
33.59374398522521,130.3512525471669,6.473346959799528,2025-07-26T06:13:10+00:00
33.59383582764403,130.3512669433622,2.914882658980787,2025-07-26T06:13:32+00:00
33.59392482308187,130.35124079646002,5.0641434993594885,2025-07-26T06:13:48+00:00
33.59402151659081,130.35124343918503,8.337453159503639,2025-07-26T06:13:56+00:00
33.59411910883514,130.3512350730126,6.5392380598932505,2025-07-26T06:14:05+00:00
33.59421495343556,130.35121201557408,6.889575274661183,2025-07-26T06:14:14+00:00
33.5942937974747,130.35114527585083,7.975651334039867,2025-07-26T06:14:25+00:00
33.59435752481266,130.3510688285684,8.374963702633977,2025-07-26T06:14:34+00:00
33.5944085605197,130.3509674101981,7.827725011855364,2025-07-26T06:14:45+00:00
33.5944226205514,130.35086010546252,8.31469151750207,2025-07-26T06:14:56+00:00
33.594400522234736,130.3507478978902,8.774110739119351,2025-07-26T06:15:07+00:00
33.59444385623691,130.35064787529413,5.392832178622484,2025-07-26T06:15:39+00:00
33.594463799140016,130.3505353189898,6.247622140683234,2025-07-26T06:15:47+00:00
33.59446313347084,130.35041632957922,6.4966113967821,2025-07-26T06:15:56+00:00
33.59444592569176,130.35030320579637,5.995309615507722,2025-07-26T06:16:05+00:00
33.594440459186615,130.35019211159894,5.265975282527506,2025-07-26T06:16:14+00:00
33.594435856156394,130.3500749880937,4.618555384688079,2025-07-26T06:16:23+00:00
33.59442560451643,130.34995720540655,4.501325591467321,2025-07-26T06:16:33+00:00
33.59441255158615,130.34984698766215,4.330746388994157,2025-07-26T06:16:42+00:00
33.59441499271675,130.34972964294798,4.320145924575627,2025-07-26T06:16:52+00:00
33.59437520702844,130.3496281916568,4.636363578028977,2025-07-26T06:17:01+00:00
33.594360000570006,130.3495177665772,3.9969198433682323,2025-07-26T06:17:10+00:00
33.59430313583137,130.34943305960854,4.683170140720904,2025-07-26T06:17:21+00:00
33.59421640958598,130.3493944373249,6.467575305141509,2025-07-26T06:17:31+00:00
33.59417018185848,130.34929878297723,6.113220405764878,2025-07-26T06:17:41+00:00
33.59415436630362,130.3491817354656,6.486849222332239,2025-07-26T06:17:53+00:00
33.59413982220539,130.34907532184835,6.492185388691723,2025-07-26T06:18:03+00:00
33.59412268887959,130.34896404162274,5.301569423638284,2025-07-26T06:18:12+00:00
33.59411610246638,130.34885545226712,5.629506956785917,2025-07-26T06:18:20+00:00
33.59413192014219,130.34874625740545,6.149717872962356,2025-07-26T06:18:28+00:00
