latitude,longitude,elevation,time
33.59130859375,130.3536662367455,8.11635971069336,2023-06-22T07:48:37.553000+00:00
33.59099320139139,130.3536915500931,9.69027328491211,2023-06-22T07:48:45+00:00
33.59097172695546,130.3536712658874,10.61100082397461,2023-06-22T07:48:47+00:00
33.59096004258244,130.353647930669,11.06139144897461,2023-06-22T07:48:49+00:00
33.59096166028975,130.3536171355567,11.14447250366211,2023-06-22T07:48:51+00:00
33.59096952251492,130.3535812107197,10.98736801147461,2023-06-22T07:48:53+00:00
33.59097934610544,130.3535504491351,10.73493881225586,2023-06-22T07:48:55+00:00
33.5909808213204,130.3535272983185,10.62330551147461,2023-06-22T07:48:57+00:00
33.59096795509903,130.3535072152785,10.59266586303711,2023-06-22T07:48:59+00:00
33.59094797264187,130.3534870484195,10.74730453491211,2023-06-22T07:49:01+00:00
33.59094158563165,130.3534567897491,10.80307846069336,2023-06-22T07:49:03+00:00
33.59095774594097,130.3534017038814,10.74494857788086,2023-06-22T07:49:05+00:00
33.59099612216227,130.3533160833853,10.8526239835299,2023-06-22T07:49:07.385000+00:00
33.59102346970103,130.3532539095546,11.08042068481445,2023-06-22T07:49:09.450000+00:00
33.59103856310837,130.3532051002466,10.96760538274592,2023-06-22T07:49:11.773000+00:00
33.5910307690814,130.3531713691823,11.34978256225586,2023-06-22T07:49:15+00:00
33.59101423158644,130.3531534654371,11.36301498413086,2023-06-22T07:49:17+00:00
33.59098968099205,130.3531413116775,10.99968490600586,2023-06-22T07:49:19+00:00
33.59096899445503,130.3531360310785,10.76985092163086,2023-06-22T07:49:21+00:00
33.59095879367887,130.3531364334098,10.64504623413086,2023-06-22T07:49:23+00:00
33.59095907028167,130.3531313036851,10.62317123413086,2023-06-22T07:49:25+00:00
33.59097113184033,130.3531183117352,10.43158187866211,2023-06-22T07:49:27+00:00
33.59098890147506,130.3530968205355,10.29421615600586,2023-06-22T07:49:29+00:00
33.59099341093896,130.3530695290587,10.30682601928711,2023-06-22T07:49:31+00:00
33.59098315148948,130.3530457915089,10.58980941772461,2023-06-22T07:49:33+00:00
33.59096421677022,130.3530293126873,10.83307113647461,2023-06-22T07:49:35+00:00
33.59094042892902,130.3530107719175,10.95061264038086,2023-06-22T07:49:37+00:00
33.59091768882571,130.35298770492,10.96399154663086,2023-06-22T07:49:39+00:00
33.59089950847773,130.3529663310669,10.93877182006836,2023-06-22T07:49:41+00:00
33.5908756284356,130.352945979806,10.92508773803711,2023-06-22T07:49:43+00:00
33.59084839563219,130.3529230804465,10.80976791381836,2023-06-22T07:49:45+00:00
33.59083132169543,130.3528937437854,10.67042465209961,2023-06-22T07:49:47+00:00
33.59083452358244,130.3528572154514,10.62174301147461,2023-06-22T07:49:49+00:00
33.59084827828555,130.3528222964428,10.62719955444336,2023-06-22T07:49:51+00:00
33.59086156360208,130.3527940326653,10.65097885131836,2023-06-22T07:49:53+00:00
33.59086489121763,130.3527658694706,10.68875961303711,2023-06-22T07:49:55+00:00
33.59086173124014,130.3527334482692,10.72441635131836,2023-06-22T07:49:57+00:00
33.59085737265049,130.3527073637865,10.78534164428711,2023-06-22T07:49:59+00:00
33.59084754067807,130.3526916393361,10.87145004272461,2023-06-22T07:50:01+00:00
33.59083125464021,130.3526794352851,11.11848373413086,2023-06-22T07:50:03+00:00
33.59081665336488,130.3526673150531,11.27690658569336,2023-06-22T07:50:05+00:00
33.59081344309597,130.3526549936555,11.30615463256836,2023-06-22T07:50:07+00:00
33.5908209281355,130.3526363690666,11.15725326538086,2023-06-22T07:50:09+00:00
33.59083306513129,130.3526172247998,10.97960433959961,2023-06-22T07:50:11+00:00
33.59084412924348,130.3525979967139,10.86235580444336,2023-06-22T07:50:13+00:00
33.59085195794104,130.3525747788421,10.80316390991211,2023-06-22T07:50:15+00:00
33.59086093495934,130.352544402825,10.72917709350586,2023-06-22T07:50:17+00:00
33.59087068311273,130.3525154517315,10.44474105834961,2023-06-22T07:50:19+00:00
33.59087625707834,130.3524899707458,10.19206771850586,2023-06-22T07:50:21+00:00
33.59087677675633,130.3524694183193,9.98104476928711,2023-06-22T07:50:23+00:00
33.59087268638758,130.3524530233167,9.87765121459961,2023-06-22T07:50:25+00:00
33.59086455594151,130.3524401487134,9.79840316772461,2023-06-22T07:50:27+00:00
33.59085205852388,130.3524295707516,9.65988998413086,2023-06-22T07:50:29+00:00
33.59084223493336,130.3524128907643,9.39902572631836,2023-06-22T07:50:31+00:00
33.59084296415894,130.352388331788,9.16375961303711,2023-06-22T07:50:33+00:00
33.59085259496568,130.3523635548822,8.979848480224609,2023-06-22T07:50:35+00:00
33.59086077570318,130.352343924465,9.05263900756836,2023-06-22T07:50:37+00:00
33.59085585552602,130.3523340673468,9.21299057006836,2023-06-22T07:50:39+00:00
33.59081663660108,130.3522198555342,8.85836410522461,2023-06-22T07:50:50+00:00
33.59081357720643,130.3521843162648,8.74032211303711,2023-06-22T07:50:54+00:00
33.59078868295401,130.352084403979,8.75216293334961,2023-06-22T07:51:01+00:00
33.59078854884355,130.35206908186,8.63550033569336,2023-06-22T07:51:03+00:00
