prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59337149936108, 130.3608957288138]","(10458, 10482)","(33.59336185755851, 130.3606841935091)","(33.59336185755851, 130.3606841935091)"
-117.74037413085216,"[33.59335378979667, 130.3608583287619]","(10458, 10482)","(33.59336185755851, 130.3606841935091)","(33.59334588587452, 130.3606849215002)"
-161.08643038937197,"[33.59333891890346, 130.3607447539739]","(10458, 10482)","(33.59334588587452, 130.3606849215002)","(33.59333621183097, 130.36068536244417)"
-171.03039347980064,"[33.59335249758659, 130.3606715799592]","(10458, 10482)","(33.59333621183097, 130.36068536244417)","(33.593353090727085, 130.36068459310223)"
-191.9755079342398,"[33.59332814815788, 130.360637661191]","(10458, 10482)","(33.593353090727085, 130.36068459310223)","(33.5933114923008, 130.36067742980126)"
-232.03107273142467,"[33.59323871325104, 130.3604481184206]","(10458, 10482)","(33.5933114923008, 130.36067742980126)","(33.59318891082907, 130.36046383710226)"
-269.2086633411284,"[33.59321876432149, 130.360382387536]","(10458, 10482)","(33.59318891082907, 130.36046383710226)","(33.59316823700438, 130.36039833500965)"
-311.9707231490172,"[33.59319186679421, 130.3602832296214]","(10458, 10482)","(33.59316823700438, 130.36039833500965)","(33.59313733919538, 130.36030043966727)"
-343.7507892404412,"[33.5931566795647, 130.3602007852218]","(10458, 10482)","(33.59313733919538, 130.36030043966727)","(33.59311048765363, 130.360215364351)"
-374.75569106108895,"[33.59311974889933, 130.3600983583651]","(10458, 10482)","(33.59311048765363, 130.360215364351)","(33.59307493455541, 130.36011537477052)"
-408.1189524776779,"[33.59308563455342, 130.3600022346995]","(10458, 10482)","(33.59307493455541, 130.36011537477052)","(33.59303873603724, 130.36002004248368)"
-431.10751303292807,"[33.59304041418581, 130.359910000237]","(10458, 10482)","(33.59303873603724, 130.36002004248368)","(33.59300249744394, 130.35992388505102)"
-450.7977930516864,"[33.59300138804464, 130.3598135748229]","(10458, 10482)","(33.59300249744394, 130.35992388505102)","(33.59296674783946, 130.35982625979483)"
-463.43377971666916,"[33.59296286481766, 130.3597355895958]","(10458, 10482)","(33.59296674783946, 130.35982625979483)","(33.59293701191194, 130.35974505672746)"
-482.2527791688783,"[33.59294652010648, 130.3596666400603]","(10458, 10482)","(33.59293701191194, 130.35974505672746)","(33.592912815957696, 130.35967898225573)"
-496.608155633875,"[33.59291711639016, 130.359591186168]","(10458, 10482)","(33.592912815957696, 130.35967898225573)","(33.592888388904434, 130.3595996067475)"
-507.03357678162,"[33.59288415874689, 130.3595000581167]","(10458, 10482)","(33.592888388904434, 130.3595996067475)","(33.59286118330742, 130.35950679266065)"
-512.848761167132,"[33.59284115958362, 130.3594022413067]","(10458, 10482)","(33.59286118330742, 130.35950679266065)","(33.59282877706766, 130.35940688187856)"
-531.4983130926906,"[33.59283452111631, 130.3593206183336]","(10458, 10482)","(33.59282877706766, 130.35940688187856)","(33.592801137070424, 130.3593331296087)"
-545.9747255762368,"[33.59280550296753, 130.3592582905016]","(10458, 10482)","(33.592801137070424, 130.3593331296087)","(33.59277708157737, 130.35926894193167)"
-553.4221282900862,"[33.5927596958667, 130.3591716886781]","(10458, 10477)","(33.59277708157737, 130.35926894193167)","(33.59274297200624, 130.35917796032558)"
-571.6280315133447,"[33.592742529729, 130.3590764870218]","(10458, 10477)","(33.59274297200624, 130.35917796032558)","(33.59270955558878, 130.3590888527184)"
-589.4645426785819,"[33.59271284102797, 130.3589985017947]","(10458, 10477)","(33.59270955558878, 130.3590888527184)","(33.59268025553917, 130.35901072174238)"
-598.2593345568835,"[33.59268580100834, 130.3589678910843]","(10458, 10477)","(33.59268025553917, 130.35901072174238)","(33.59266685761506, 130.35897499508312)"
-617.4663413637846,"[33.59268875143825, 130.3589304575048]","(10458, 10477)","(33.59266685761506, 130.35897499508312)","(33.59265491416132, 130.35894314688798)"
-651.9365233028433,"[33.59267518951892, 130.3588517681978]","(10458, 10477)","(33.59265491416132, 130.35894314688798)","(33.59262737097228, 130.3588697007242)"
-679.1143871643408,"[33.59263378291725, 130.3587598354838]","(10458, 10477)","(33.59262737097228, 130.3588697007242)","(33.59259204058404, 130.35877548935753)"
-701.5504475773268,"[33.59259933329522, 130.3586813138149]","(10458, 10477)","(33.59259204058404, 130.35877548935753)","(33.592561977170114, 130.3586953228082)"
-723.7785263884384,"[33.59256357609629, 130.3585863636158]","(10458, 10477)","(33.592561977170114, 130.3586953228082)","(33.59252635124879, 130.35860032337843)"
-750.3751673894569,"[33.59253102078437, 130.3584872057013]","(10458, 10477)","(33.59252635124879, 130.35860032337843)","(33.59248973671101, 130.3585026877221)"
-777.501775281245,"[33.59249481934457, 130.3583891374342]","(10458, 10477)","(33.59248973671101, 130.3585026877221)","(33.592453030874346, 130.35840480860986)"
-798.7843582889079,"[33.59244619592427, 130.358276534947]","(10458, 10477)","(33.592453030874346, 130.35840480860986)","(33.592410014986626, 130.35829010323096)"
-823.8535174743879,"[33.59240692670792, 130.3581996561311]","(10477, 10479)","(33.592410014986626, 130.35829010323096)","(33.59237, 130.3581834)"
-852.8112401822713,"[33.59238751422017, 130.3581050076805]","(9563, 10479)","(33.59237, 130.3581834)","(33.59234641524653, 130.35812042498173)"
-900.3726287389567,"[33.59237443006932, 130.3580216915629]","(9563, 10479)","(33.59234641524653, 130.35812042498173)","(33.5923174026364, 130.35804308404633)"
-945.427234740187,"[33.59233692105262, 130.3579267413638]","(9563, 10479)","(33.5923174026364, 130.35804308404633)","(33.592281551091475, 130.35794751208616)"
-971.5745618312643,"[33.59228661286978, 130.3578375411502]","(9563, 10479)","(33.592281551091475, 130.35794751208616)","(33.59224601152144, 130.35785277177914)"
-1028.8999880741176,"[33.59227145000695, 130.3577289787404]","(9563, 10479)","(33.59224601152144, 130.35785277177914)","(33.59220844022566, 130.35775261535935)"
-1074.7333712303225,"[33.59222196325062, 130.357629720243]","(9563, 10479)","(33.59220844022566, 130.35775261535935)","(33.59217008182079, 130.35766021634254)"
-1116.1105126790417,"[33.59217138684689, 130.3575486001841]","(9563, 10479)","(33.59217008182079, 130.35766021634254)","(33.592121656067064, 130.35757783212344)"
-1132.761637658444,"[33.59210986367761, 130.3574926425985]","(9563, 10479)","(33.592121656067064, 130.35757783212344)","(33.59208141183343, 130.35750936669947)"
