prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.58819973099379, 130.3607074712686]","(1609, 6358)","(33.5882098, 130.3607206)","(33.5882098, 130.3607206)"
-8.83533057552566,"[33.58834022007285, 130.3606644553415]","(1609, 6358)","(33.5882098, 130.3607206)","(33.58832776408574, 130.36064501541125)"
-12.775286129947734,"[33.58838827352373, 130.3606141974501]","(1609, 6358)","(33.58832776408574, 130.36064501541125)","(33.58838466087529, 130.36060855922707)"
-20.48046614391557,"[33.58848277948199, 130.3605697901271]","(1609, 6358)","(33.58838466087529, 130.36060855922707)","(33.58847183222175, 130.3605527048513)"
-142.3694593404457,"[33.58859319701659, 130.3606110668092]","(1609, 6358)","(33.58847183222175, 130.3605527048513)","(33.58853136202778, 130.36051456158185)"
-162.53499244777532,"[33.58866363580672, 130.3604781759254]","(1609, 6358)","(33.58853136202778, 130.36051456158185)","(33.58864166476313, 130.36044388594496)"
-166.16180575997544,"[33.5887555517569, 130.3603663781009]","(1609, 6358)","(33.58864166476313, 130.36044388594496)","(33.58875761206167, 130.36036959359726)"
-186.40540720277588,"[33.5888578109756, 130.3603526150159]","(1609, 6358)","(33.58875761206167, 130.36036959359726)","(33.58883635988909, 130.3603191365271)"
-197.1075719141527,"[33.58894433736204, 130.3602822070293]","(1609, 6358)","(33.58883635988909, 130.3603191365271)","(33.588929684970125, 130.3602593391928)"
-200.7187313830829,"[33.58904098908751, 130.3601886482261]","(1609, 6358)","(33.588929684970125, 130.3602593391928)","(33.58904070459174, 130.3601882042165)"
-208.1317234333537,"[33.58913880589752, 130.3601017949454]","(1609, 6358)","(33.58904070459174, 130.3601882042165)","(33.58914950420974, 130.3601184916906)"
-226.1559136064742,"[33.58922324519007, 130.3601131440423]","(1609, 6358)","(33.58914950420974, 130.3601184916906)","(33.58920421152376, 130.36008343839617)"
-232.7326184528785,"[33.58924496270119, 130.3600398862086]","(1609, 6358)","(33.58920421152376, 130.36008343839617)","(33.58925288535381, 130.3600522510106)"
-242.17443559966813,"[33.58928320932536, 130.3599176948241]","(1609, 6358)","(33.58925288535381, 130.3600522510106)","(33.58929971825063, 130.35990970303965)"
-255.91719717869205,"[33.5892167073056, 130.3598057964168]","(1609, 6358)","(33.58929971825063, 130.35990970303965)","(33.589243208003346, 130.35979296772803)"
-267.380580558654,"[33.58916550225912, 130.3596925904326]","(1609, 6358)","(33.589243208003346, 130.35979296772803)","(33.58918908910191, 130.35968117230811)"
-326.461334208027,"[33.58919962498693, 130.3595483211152]","(1609, 6358)","(33.58918908910191, 130.35968117230811)","(33.58913898729048, 130.3595776751399)"
-348.3811309129051,"[33.58911935150026, 130.3594476376943]","(1609, 6358)","(33.58913898729048, 130.3595776751399)","(33.58908426084141, 130.35946462468632)"
-362.16795617132453,"[33.58901757005005, 130.3593846225462]","(1609, 6358)","(33.58908426084141, 130.35946462468632)","(33.589040223950285, 130.3593736560487)"
-369.70338878488576,"[33.58899619619696, 130.3593255301289]","(1609, 6358)","(33.589040223950285, 130.3593736560487)","(33.589012991007834, 130.35931739995044)"
-395.30845052194815,"[33.58906963005064, 130.3592690025739]","(6358, 10111)","(33.589012991007834, 130.35931739995044)","(33.589043991929536, 130.35923210968332)"
-399.5510406231082,"[33.5890343590021, 130.3591283542387]","(10111, 10515)","(33.589043991929536, 130.35923210968332)","(33.589041320559325, 130.35912496919272)"
-407.1951348816104,"[33.58901036161332, 130.3590178472272]","(10111, 10515)","(33.589041320559325, 130.35912496919272)","(33.588993273052694, 130.35902615651227)"
-428.2024290156197,"[33.58898369039743, 130.3589177505396]","(10111, 10515)","(33.588993273052694, 130.35902615651227)","(33.588948808266785, 130.3589347119194)"
-459.0137159020688,"[33.58893116101025, 130.3587877136938]","(10111, 10515)","(33.588948808266785, 130.3589347119194)","(33.588887624322, 130.3588088833383)"
-464.304618739419,"[33.58884082923977, 130.3586995360724]","(10111, 10515)","(33.588887624322, 130.3588088833383)","(33.58883567341942, 130.35870204308173)"
-467.8407257031481,"[33.58879398278295, 130.3586117440186]","(10111, 10515)","(33.58883567341942, 130.35870204308173)","(33.58879211993274, 130.35861265210502)"
-482.9581064030666,"[33.58878327071069, 130.3585212027005]","(10111, 10515)","(33.58879211993274, 130.35861265210502)","(33.58875454043472, 130.35853404322413)"
-500.68265420829874,"[33.58873693554996, 130.3584092204742]","(10111, 10515)","(33.58875454043472, 130.35853404322413)","(33.58870511008568, 130.35842344434127)"
-518.8570189967854,"[33.58868356797247, 130.3582883701942]","(10111, 10515)","(33.58870511008568, 130.35842344434127)","(33.58865120534222, 130.35830283413875)"
-533.385180575097,"[33.58863451707511, 130.358182523521]","(10111, 10515)","(33.58865120534222, 130.35830283413875)","(33.58860616540511, 130.35819400861232)"
-538.285716024452,"[33.58857746984212, 130.3580985871426]","(10111, 10515)","(33.58860616540511, 130.35819400861232)","(33.588569175398796, 130.3581016964998)"
-556.3335831482559,"[33.58849106080233, 130.3579854817412]","(10111, 10515)","(33.588569175398796, 130.3581016964998)","(33.588522531017524, 130.3579744598534)"
-568.4784066994351,"[33.58845828756093, 130.3578724936865]","(10111, 10515)","(33.588522531017524, 130.3579744598534)","(33.58848370178817, 130.35786359280166)"
-572.4302252450043,"[33.58845940235405, 130.3577815165094]","(10111, 10515)","(33.58848370178817, 130.35786359280166)","(33.58845544182385, 130.35778290361523)"
-575.8924588097204,"[33.58842970527111, 130.3576899190716]","(10111, 10515)","(33.58845544182385, 130.35778290361523)","(33.588428250875474, 130.35769034413602)"
-668.4561418572154,"[33.58849836982189, 130.3575939965717]","(989, 10515)","(33.588428250875474, 130.35769034413602)","(33.5884351, 130.3575326)"
-787.0497836529748,"[33.58851790803818, 130.3574823328576]","(10110, 10515)","(33.5884351, 130.3575326)","(33.58837897101306, 130.3575236577163)"
-904.2099546979306,"[33.58850743065922, 130.3573749942056]","(10110, 10515)","(33.58837897101306, 130.3575236577163)","(33.588349896803194, 130.35741424480972)"
-1020.8147721615375,"[33.58847230016875, 130.3572578435688]","(10110, 10515)","(33.588349896803194, 130.35741424480972)","(33.58832036065446, 130.3572957003056)"
