prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.5916978009358, 130.3456828260146]","(6590, 10552)","(33.59174462681303, 130.34547499204837)","(33.59174462681303, 130.34547499204837)"
-68.8765827721848,"[33.59174292072057, 130.3455561754576]","(6590, 10552)","(33.59174462681303, 130.34547499204837)","(33.59176041047771, 130.3454785481752)"
-77.4860020608116,"[33.59184996600597, 130.3455189765714]","(6590, 10552)","(33.59176041047771, 130.3454785481752)","(33.59185430825595, 130.34549970374434)"
-91.61283138018703,"[33.59195260241031, 130.3455576339088]","(6590, 10552)","(33.59185430825595, 130.34549970374434)","(33.59196027522673, 130.3455235785539)"
-96.19066118437179,"[33.59208350259214, 130.3455609699062]","(6590, 10552)","(33.59196027522673, 130.3455235785539)","(33.59208556696286, 130.34555180731536)"
-126.47132162831642,"[33.59216113577931, 130.3456249908827]","(6590, 10552)","(33.59208556696286, 130.34555180731536)","(33.59217317708292, 130.34557154624832)"
-134.21934177115426,"[33.59227637018412, 130.3456157707892]","(6590, 10552)","(33.59217317708292, 130.34557154624832)","(33.59228086757577, 130.34559580937474)"
-189.13284316585847,"[33.59233082740902, 130.3455331252239]","(6590, 10552)","(33.59228086757577, 130.34559580937474)","(33.59231497313629, 130.3456034935027)"
-194.86288698096902,"[33.592473227562, 130.3456240018181]","(6590, 10552)","(33.59231497313629, 130.3456034935027)","(33.592469979726964, 130.34563841714737)"
-220.58844161283832,"[33.59258190731853, 130.3456127365402]","(6590, 10552)","(33.592469979726964, 130.34563841714737)","(33.592570993696505, 130.34566117602466)"
-237.26819039454867,"[33.59268823176026, 130.3456477728955]","(6590, 10552)","(33.592570993696505, 130.34566117602466)","(33.59267969412613, 130.34568566669415)"
-241.17562162951867,"[33.59279518484473, 130.3457049039475]","(6590, 6627)","(33.59267969412613, 130.34568566669415)","(33.59279379501321, 130.34571125994208)"
-246.69154190353515,"[33.59292202818542, 130.3457550780199]","(6590, 6627)","(33.59279379501321, 130.34571125994208)","(33.592925320843456, 130.34574001999582)"
-256.09417468032,"[33.59302183988839, 130.3457364701949]","(6590, 6627)","(33.592925320843456, 130.34574001999582)","(33.59301669470052, 130.3457600002311)"
-264.91863894407237,"[33.59312799669205, 130.3457589169315]","(6590, 6627)","(33.59301669470052, 130.3457600002311)","(33.59312269164886, 130.34578317802)"
-268.9138644852775,"[33.59325918185859, 130.345805017399]","(6590, 6627)","(33.59312269164886, 130.34578317802)","(33.59325751107086, 130.34581265826594)"
-272.90997352961296,"[33.59336010835468, 130.3458268103472]","(6590, 6627)","(33.59325751107086, 130.34581265826594)","(33.59335837994613, 130.34583471472638)"
-276.4300196126892,"[33.59349003623574, 130.3458606229446]","(6590, 6627)","(33.59335837994613, 130.34583471472638)","(33.59348943514302, 130.3458633718692)"
-280.5132981383037,"[33.5936342133522, 130.3458864559702]","(6590, 6627)","(33.59348943514302, 130.3458633718692)","(33.59363242412012, 130.34589463850827)"
-285.0607315334848,"[33.59376118242144, 130.3459112999312]","(6590, 6627)","(33.59363242412012, 130.34589463850827)","(33.593758783889484, 130.34592226892693)"
-290.6386007841946,"[33.59386824447065, 130.34593027656]","(6590, 6627)","(33.593758783889484, 130.34592226892693)","(33.59386492061025, 130.34594547727914)"
-296.0383959053877,"[33.59396339583545, 130.3459516336493]","(6590, 6627)","(33.59386492061025, 130.34594547727914)","(33.593960186929266, 130.3459663086584)"
-308.34832920027293,"[33.59402761797755, 130.3459514324836]","(6627, 6648)","(33.593960186929266, 130.3459663086584)","(33.594019350693266, 130.34598124315426)"
-311.9819397352539,"[33.59413576129227, 130.3460173980615]","(6627, 6648)","(33.594019350693266, 130.34598124315426)","(33.59413675820075, 130.346013803349)"
-319.9326056123705,"[33.59422004971056, 130.3460603469334]","(6627, 6648)","(33.59413675820075, 130.346013803349)","(33.59422608718901, 130.34603857663066)"
-335.19520364574936,"[33.5943266423732, 130.3461043351612]","(6627, 6648)","(33.59422608718901, 130.34603857663066)","(33.59433639517014, 130.3460691679397)"
-356.8333844562112,"[33.59439454417079, 130.3462139033995]","(6627, 6648)","(33.59433639517014, 130.3460691679397)","(33.594356973239734, 130.34621113865293)"
-383.377280914949,"[33.59439024425446, 130.3463487346939]","(6627, 6648)","(33.594356973239734, 130.34621113865293)","(33.59434708163692, 130.34634555846972)"
-410.1859527860456,"[33.59438296876251, 130.3464509771488]","(6627, 6648)","(33.59434708163692, 130.34634555846972)","(33.59433955921915, 130.346447782754)"
-429.79976411678496,"[33.59436847645193, 130.346575616049]","(6646, 6648)","(33.59433955921915, 130.346447782754)","(33.59433252475947, 130.34657502135934)"
-465.73684452436777,"[33.59438105768859, 130.3467376717649]","(6646, 6648)","(33.59433252475947, 130.34657502135934)","(33.59432984831336, 130.34673682469253)"
-548.0972631252006,"[33.59440802227109, 130.3468242903523]","(6646, 6648)","(33.59432984831336, 130.34673682469253)","(33.59432842329255, 130.34682297367746)"
-599.7067574883886,"[33.59438855111002, 130.3469564394377]","(6646, 6648)","(33.59432842329255, 130.34682297367746)","(33.5943262326396, 130.34695540860585)"
-606.7273097197871,"[33.59433804176151, 130.3470815602973]","(6646, 6648)","(33.5943262326396, 130.34695540860585)","(33.59432414972098, 130.34708133050415)"
-610.9639275313292,"[33.59431590305976, 130.347183211828]","(6646, 6648)","(33.59432414972098, 130.34708133050415)","(33.59432246267119, 130.34718332033285)"
-630.2153854130113,"[33.59428461551069, 130.3473339435927]","(6646, 6648)","(33.59432246267119, 130.34718332033285)","(33.59431996148738, 130.347334528263)"
-688.051437683942,"[33.59425202667116, 130.3474503347001]","(6646, 6648)","(33.59431996148738, 130.347334528263)","(33.59431802783318, 130.34745142644866)"
-704.3692542953404,"[33.59428352586328, 130.3476179895274]","(6646, 6648)","(33.59431802783318, 130.34745142644866)","(33.59431526397037, 130.34761851451864)"
-738.6638318392639,"[33.59436042144298, 130.3478043527625]","(6646, 6648)","(33.59431526397037, 130.34761851451864)","(33.594312203147624, 130.34780355516662)"
-752.0190802370305,"[33.59433726224452, 130.3479887546323]","(6646, 6648)","(33.594312203147624, 130.34780355516662)","(33.5943091473905, 130.34798828957457)"
-763.2078043635096,"[33.59419945537447, 130.3479352613262]","(6636, 6646)","(33.5943091473905, 130.34798828957457)","(33.59421966542558, 130.347926518776)"
-805.1399895387855,"[33.59416606187224, 130.347940994548]","(6636, 6646)","(33.59421966542558, 130.347926518776)","(33.59421649071106, 130.3479191798256)"
-905.5366111747594,"[33.59416265043765, 130.3480233718924]","(6636, 6646)","(33.59421649071106, 130.3479191798256)","(33.5942412, 130.3479763)"
-1032.4435831696662,"[33.59417910411357, 130.3481744137875]","(6646, 6649)","(33.5942412, 130.3479763)","(33.594309, 130.3481744137875)"
-1149.4841108303783,"[33.59416106625795, 130.348283965262]","(6646, 6649)","(33.594309, 130.3481744137875)","(33.59431039160449, 130.34828059138388)"
-1246.5145474431467,"[33.59413695990443, 130.348420472937]","(6635, 6649)","(33.59431039160449, 130.34828059138388)","(33.5941468, 130.3485023)"
-1262.3065435836063,"[33.59412406853735, 130.3485589922688]","(6635, 6638)","(33.5941468, 130.3485023)","(33.59414383104876, 130.34856000898964)"
-1270.5322477192467,"[33.59411847780793, 130.3486987688861]","(6635, 6638)","(33.59414383104876, 130.34856000898964)","(33.59413812790604, 130.3486995011879)"
-1285.8037810996134,"[33.59410489912479, 130.3487645835898]","(6635, 6638)","(33.59413812790604, 130.3486995011879)","(33.59413565975347, 130.34876572994864)"
-1290.079551922973,"[33.59414263445287, 130.3489022479675]","(6635, 6638)","(33.59413565975347, 130.34876572994864)","(33.59413985293314, 130.3489023717204)"
-1309.2343585209821,"[33.59418029434382, 130.3490240705482]","(6635, 6638)","(33.59413985293314, 130.3489023717204)","(33.594145336647756, 130.3490256258553)"
-1324.870834785051,"[33.59418425060212, 130.3491929323695]","(6635, 6638)","(33.594145336647756, 130.3490256258553)","(33.59415284247323, 130.34919432975235)"
-1341.3097210692106,"[33.59420186936259, 130.3493525908611]","(6638, 6640)","(33.59415284247323, 130.34919432975235)","(33.594171233058674, 130.34936090328065)"
-1349.7458958205304,"[33.5942719420731, 130.3494158071748]","(6640, 6651)","(33.594171233058674, 130.34936090328065)","(33.59427116689624, 130.34942153306102)"
