prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59166856485754, 130.3455639706276]","(6590, 10552)","(33.59169131816424, 130.3454629813829)","(33.59169131816424, 130.3454629813829)"
-12.833092330026876,"[33.59175790756344, 130.3455078956954]","(6590, 10552)","(33.59169131816424, 130.3454629813829)","(33.59176432117006, 130.34547942927085)"
-18.489302120076864,"[33.5918616671428, 130.3455170822612]","(6590, 10552)","(33.59176432117006, 130.34547942927085)","(33.59186503793649, 130.34550212118702)"
-23.28066321398959,"[33.5919684442073, 130.3455381208382]","(6590, 10552)","(33.59186503793649, 130.34550212118702)","(33.59197116772098, 130.3455260326792)"
-39.46621342022543,"[33.59207700661718, 130.345588948699]","(6590, 10552)","(33.59197116772098, 130.3455260326792)","(33.592085384015775, 130.3455517660966)"
-46.186260000739146,"[33.59216213322579, 130.3455879428707]","(6590, 10552)","(33.592085384015775, 130.3455517660966)","(33.592166182513026, 130.34556997034196)"
-56.01810118695997,"[33.59225020188241, 130.3456165586881]","(6590, 10552)","(33.592166182513026, 130.34556997034196)","(33.592256132398305, 130.34559023643396)"
-62.98559200848331,"[33.59235333281904, 130.3456325513593]","(6590, 10552)","(33.592256132398305, 130.34559023643396)","(33.59235771025581, 130.34561312235763)"
-78.08999415451758,"[33.59243996817022, 130.3456690796934]","(6590, 10552)","(33.59235771025581, 130.34561312235763)","(33.59244799267906, 130.34563346337188)"
-105.36521992652362,"[33.59252482655793, 130.3457042501591]","(6590, 10552)","(33.59244799267906, 130.34563346337188)","(33.59253629282945, 130.3456533577716)"
-132.7442678373719,"[33.59262665829956, 130.3457273171566]","(6590, 10552)","(33.59253629282945, 130.3456533577716)","(33.592638151131844, 130.3456763068807)"
-152.38301457028334,"[33.59273052684366, 130.3457410802416]","(6590, 10552)","(33.592638151131844, 130.3456763068807)","(33.59273995289563, 130.3456992432514)"
-160.59414728512064,"[33.59280365894883, 130.3457363360844]","(6590, 6627)","(33.59273995289563, 130.3456992432514)","(33.59280844188635, 130.34571446269592)"
-164.41306708310242,"[33.59291419948786, 130.3457359840445]","(6590, 6627)","(33.59280844188635, 130.34571446269592)","(33.59291386473309, 130.3457375149491)"
-169.22257015386862,"[33.59301726336925, 130.3457477857641]","(6590, 6627)","(33.59291386473309, 130.3457375149491)","(33.59301468842525, 130.34575956152958)"
-173.04757889214832,"[33.59311269971877, 130.3457879183165]","(6590, 6627)","(33.59301468842525, 130.34575956152958)","(33.59311414491003, 130.3457813091501)"
-189.02577389283476,"[33.59319661931765, 130.3458378308735]","(6590, 6627)","(33.59311414491003, 130.3457813091501)","(33.593204651135636, 130.34580109966507)"
