prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59767081219107, 130.3617869095228]","(8892, 8894)","(33.5976237, 130.3619283)","(33.5976237, 130.3619283)"
-38.33863939400581,"[33.59764621968716, 130.3618792110406]","(8892, 8894)","(33.5976237, 130.3619283)","(33.5976237, 130.3619283)"
-83.6085920245228,"[33.59765614386052, 130.361977514001]","(8892, 8894)","(33.5976237, 130.3619283)","(33.59761273051034, 130.3619415367684)"
-95.23540104819004,"[33.59756152265109, 130.3620438441917]","(8892, 8894)","(33.59761273051034, 130.3619415367684)","(33.59754161728929, 130.36202734834816)"
-108.01454977381627,"[33.59749657337889, 130.3621276422687]","(8892, 8894)","(33.59754161728929, 130.36202734834816)","(33.59747400295789, 130.3621089378544)"
-114.31699642737603,"[33.59742190109901, 130.3621556797348]","(8892, 8894)","(33.59747400295789, 130.3621089378544)","(33.59742982527259, 130.362162246605)"
-138.49712432191876,"[33.59734912522472, 130.3621930630229]","(8892, 8894)","(33.59742982527259, 130.362162246605)","(33.59738182807613, 130.36222016431978)"
-150.94922278671172,"[33.59726158672347, 130.3623204679511]","(8892, 8894)","(33.59738182807613, 130.36222016431978)","(33.5972835923648, 130.3623387043248)"
-171.89917576168216,"[33.59721795472651, 130.3624802605532]","(8892, 8894)","(33.5972835923648, 130.3623387043248)","(33.59718732100256, 130.36245487397034)"
-208.70609580495562,"[33.5971856927812, 130.3625437786154]","(8892, 8894)","(33.59718732100256, 130.36245487397034)","(33.59714294164378, 130.3625084993373)"
-225.44806062898246,"[33.59713535945266, 130.3625711036198]","(8892, 8894)","(33.59714294164378, 130.3625084993373)","(33.59710913666167, 130.3625494639351)"
-237.98869476203663,"[33.59709179031997, 130.3626157791637]","(8892, 8894)","(33.59710913666167, 130.3625494639351)","(33.59706955432665, 130.36259742948135)"
-257.25932442179186,"[33.59703814613967, 130.3626953569524]","(8892, 8894)","(33.59706955432665, 130.36259742948135)","(33.59700875643999, 130.36267110385762)"
-267.59616127883805,"[33.59697801436632, 130.3627469894759]","(8892, 8894)","(33.59700875643999, 130.36267110385762)","(33.596959049062775, 130.3627313388463)"
-283.9875254597632,"[33.59691706116646, 130.3628363070361]","(8892, 8894)","(33.596959049062775, 130.3627313388463)","(33.596890508796186, 130.36281439537456)"
-288.8409980514241,"[33.59684309925287, 130.3628821560465]","(8892, 8894)","(33.596890508796186, 130.36281439537456)","(33.5968380378399, 130.36287797924547)"
-292.8215895228201,"[33.5967733953461, 130.3629675005845]","(8892, 8894)","(33.5968380378399, 130.36287797924547)","(33.59676790294969, 130.36296296812543)"
-298.10504873004385,"[33.59669685180634, 130.3630315047972]","(8892, 8894)","(33.59676790294969, 130.36296296812543)","(33.59670547349405, 130.36303861962352)"
-307.34865763304555,"[33.59662705569863, 130.3630981073998]","(8892, 8894)","(33.59670547349405, 130.36303861962352)","(33.5966445019332, 130.36311250445675)"
-350.19874187301565,"[33.5965685751602, 130.3631119207762]","(8892, 8894)","(33.5966445019332, 130.36311250445675)","(33.5966140294493, 130.36314943076076)"
-404.54305686249717,"[33.59650924804955, 130.3631689177178]","(8892, 8894)","(33.5966140294493, 130.36314943076076)","(33.5965620145837, 130.36321246194476)"
-428.4823784384555,"[33.59644869718104, 130.3632817213706]","(8892, 8894)","(33.5965620145837, 130.36321246194476)","(33.59648210765209, 130.3633092925037)"
-449.10752191406726,"[33.59638936168849, 130.3633591701559]","(8892, 8894)","(33.59648210765209, 130.3633092925037)","(33.5964200492914, 130.36338449431196)"
-479.82907885739405,"[33.59632441032081, 130.3634218667917]","(8892, 8894)","(33.5964200492914, 130.36338449431196)","(33.59636295789835, 130.36345367718994)"
-507.2141751565857,"[33.59625960144549, 130.3635050990902]","(8892, 8894)","(33.59636295789835, 130.36345367718994)","(33.5962958429836, 130.36353500648863)"
-510.91685609455976,"[33.59620683736502, 130.3636357897244]","(8892, 8894)","(33.5962958429836, 130.36353500648863)","(33.59621030961886, 130.3636386551127)"
-518.6718870205143,"[33.59615909404456, 130.3637316116415]","(8892, 8894)","(33.59621030961886, 130.3636386551127)","(33.59614392778239, 130.3637190960732)"
-545.9367460975106,"[33.59608331325799, 130.3637254257969]","(8892, 8894)","(33.59614392778239, 130.3637190960732)","(33.59611626462127, 130.36375261806307)"
-631.6132682121083,"[33.5959987901464, 130.3637596071981]","(8892, 8894)","(33.59611626462127, 130.36375261806307)","(33.59606524296719, 130.36381444568156)"
-781.4087215973886,"[33.59592369667589, 130.363836050155]","(8892, 8893)","(33.59606524296719, 130.36381444568156)","(33.5957851, 130.3639954)"
