prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59117571733295, 130.3635751718007]","(10522, 10531)","(33.5910855, 130.3635374)","(33.5910855, 130.3635374)"
-59.01505559736309,"[33.59110054213888, 130.3636291554481]","(10522, 10531)","(33.5910855, 130.3635374)","(33.59105474011581, 130.36357436626682)"
-69.79690083116269,"[33.59100540753789, 130.3637184646263]","(1657, 10531)","(33.59105474011581, 130.36357436626682)","(33.5910142185533, 130.36371310307058)"
-128.24756119872075,"[33.59087797117754, 130.3637999367252]","(10531, 10532)","(33.5910142185533, 130.36371310307058)","(33.590835705441116, 130.3637485427785)"
-143.84070914630692,"[33.59074542185626, 130.3638659651674]","(10531, 10532)","(33.590835705441116, 130.3637485427785)","(33.59072424094766, 130.3638402097783)"
-148.18642455770117,"[33.5906428483162, 130.3639171366863]","(10531, 10532)","(33.59072424094766, 130.3638402097783)","(33.59064013438936, 130.36391417430136)"
-161.58531617357605,"[33.590565347144, 130.3640245088659]","(10531, 10532)","(33.59064013438936, 130.36391417430136)","(33.5905445123935, 130.36400189252151)"
-166.94949535176596,"[33.59046156870536, 130.3640944977574]","(10531, 10532)","(33.5905445123935, 130.36400189252151)","(33.59045349818466, 130.36408573712092)"
-177.17074355573894,"[33.59037923746146, 130.3641930060744]","(10532, 10533)","(33.59045349818466, 130.36408573712092)","(33.59036156569353, 130.36417533430645)"
-198.35157841851037,"[33.59031476176678, 130.3642800898574]","(10532, 10533)","(33.59036156569353, 130.36417533430645)","(33.590285785954684, 130.36425111404532)"
-233.79927773761722,"[33.59024996755979, 130.3643639968991]","(10532, 10533)","(33.590285785954684, 130.36425111404532)","(33.59020937549715, 130.3643279150657)"
-239.59468553785078,"[33.59012006901539, 130.364416467613]","(10533, 10534)","(33.59020937549715, 130.3643279150657)","(33.59012085032267, 130.3644172253821)"
-243.21074836174657,"[33.59000255473293, 130.3645338771216]","(10533, 10534)","(33.59012085032267, 130.3644172253821)","(33.59000521269145, 130.3645364550047)"
-251.15717138692605,"[33.58994761135764, 130.3646250931829]","(10533, 10534)","(33.59000521269145, 130.3645364550047)","(33.589932994394864, 130.36461091658052)"
-265.2539637836976,"[33.58988789029754, 130.364702730561]","(10533, 10534)","(33.589932994394864, 130.36461091658052)","(33.589865498479355, 130.36468009482323)"
-283.12085227416543,"[33.58981302942484, 130.3647841397956]","(10533, 10534)","(33.589865498479355, 130.36468009482323)","(33.589786960296315, 130.36475778668964)"
-288.0439962175036,"[33.58967873357305, 130.3648572587173]","(10533, 10534)","(33.589786960296315, 130.36475778668964)","(33.58968162635114, 130.3648602784954)"
-291.8283178750981,"[33.58957959213198, 130.3649645547809]","(10533, 10534)","(33.58968162635114, 130.3648602784954)","(33.5895763588679, 130.36496121191465)"
-295.6932945604654,"[33.58948916316366, 130.3650543513991]","(10525, 10534)","(33.5895763588679, 130.36496121191465)","(33.58948484858802, 130.36504991983168)"
-335.351691001244,"[33.58942187114953, 130.3651935329012]","(10525, 10534)","(33.58948484858802, 130.36504991983168)","(33.58938073676609, 130.36515128313943)"
-418.149856939502,"[33.5893770761635, 130.3652765975617]","(10525, 10534)","(33.58938073676609, 130.36515128313943)","(33.589316222715006, 130.36521409404307)"
-451.88007423753635,"[33.58929714004843, 130.3653063030265]","(10525, 10534)","(33.589316222715006, 130.36521409404307)","(33.58926033817438, 130.36526850325217)"
-458.57659814306714,"[33.58918590590692, 130.3653303465157]","(10525, 10534)","(33.58926033817438, 130.36526850325217)","(33.58919121601592, 130.3653358006108)"
-463.120140330874,"[33.5890866956055, 130.3654233982138]","(10525, 10534)","(33.58919121601592, 130.3653358006108)","(33.58909377482504, 130.36543066938975)"
-487.4387096187807,"[33.58897962517439, 130.3654746954612]","(10525, 10534)","(33.58909377482504, 130.36543066938975)","(33.58900910186166, 130.3655073108698)"
-499.8105049560235,"[33.5889012709107, 130.3655671763688]","(10525, 10534)","(33.58900910186166, 130.3655073108698)","(33.58892160889985, 130.3655881589066)"
-514.0387311485504,"[33.58882316856979, 130.3656388298891]","(10525, 10534)","(33.58892160889985, 130.3655881589066)","(33.58884553039714, 130.3656619004043)"
-520.418706742365,"[33.58875596247016, 130.3657259513907]","(10525, 10534)","(33.58884553039714, 130.3656619004043)","(33.5887673397136, 130.3657376892001)"
-524.43142794054,"[33.5886852359712, 130.365803836035]","(10525, 10534)","(33.5887673397136, 130.3657376892001)","(33.5886892511845, 130.36580846897343)"
-529.39802851245,"[33.58859412468372, 130.3658608832679]","(5340, 10525)","(33.5886892511845, 130.36580846897343)","(33.58859451262658, 130.3658606601447)"
-542.3800869768662,"[33.58856134306042, 130.3659496979139]","(10525, 10535)","(33.58859451262658, 130.3658606601447)","(33.58854163791561, 130.36592868604342)"
-551.6168383836508,"[33.58847086041568, 130.3659689762912]","(10525, 10535)","(33.58854163791561, 130.36592868604342)","(33.588483876380444, 130.3659828553958)"
-558.1543998340107,"[33.58842745053916, 130.3660594002627]","(10525, 10535)","(33.588483876380444, 130.3659828553958)","(33.58841566077907, 130.36604682867727)"
-637.094883150473,"[33.58842604237942, 130.3661526573173]","(10525, 10535)","(33.58841566077907, 130.36604682867727)","(33.58836837897799, 130.3660911700289)"
-653.1358241744999,"[33.58827085982411, 130.3662142978333]","(10525, 10535)","(33.58836837897799, 130.3660911700289)","(33.5882605, 130.366184)"
-668.6788794183719,"[33.58819959283917, 130.3661497035614]","(10525, 10535)","(33.5882605, 130.366184)","(33.58818962130286, 130.36618181373794)"
-774.7344937137229,"[33.58818739433754, 130.3660403024496]","(10525, 10535)","(33.58818962130286, 130.36618181373794)","(33.58810707960553, 130.36608923168316)"
-783.8345814656344,"[33.58804238590746, 130.3659931497]","(10525, 10535)","(33.58810707960553, 130.36608923168316)","(33.588046877591516, 130.36599041328225)"
-788.2656607490371,"[33.5880393348947, 130.3659612817041]","(10525, 10535)","(33.588046877591516, 130.36599041328225)","(33.58803189236561, 130.36596581583171)"
-799.4944636373395,"[33.58792896199374, 130.3657471576057]","(10525, 10535)","(33.58803189236561, 130.36596581583171)","(33.587906878080275, 130.36576061153792)"
-805.4648406268605,"[33.58786564509718, 130.365711031603]","(10525, 10535)","(33.587906878080275, 130.36576061153792)","(33.58787368796818, 130.3657061317359)"
-810.1768725375814,"[33.58783353402613, 130.3656205238126]","(10525, 10535)","(33.58787368796818, 130.3657061317359)","(33.587824782229895, 130.3656258555702)"
-832.3642333332648,"[33.58781050893812, 130.3655243330918]","(10525, 10535)","(33.587824782229895, 130.3656258555702)","(33.58777581091992, 130.36554547177204)"
-853.6601030694624,"[33.58779618433145, 130.365502642736]","(10525, 10535)","(33.58777581091992, 130.36554547177204)","(33.58776229617304, 130.36552328803452)"
-859.7458722212397,"[33.58770959082393, 130.3654119485341]","(10525, 10535)","(33.58776229617304, 130.36552328803452)","(33.587698560096946, 130.36541866865883)"
-876.6242459165826,"[33.58764479033051, 130.3652646952592]","(10525, 10535)","(33.587698560096946, 130.36541866865883)","(33.587615593102896, 130.36528248275516)"
-886.5305999497749,"[33.58755575775503, 130.3651564345978]","(10130, 10535)","(33.587615593102896, 130.36528248275516)","(33.58753755658988, 130.36517099645712)"
-893.0303685792226,"[33.58749165295957, 130.3650873844795]","(10130, 10535)","(33.58753755658988, 130.36517099645712)","(33.5874788546864, 130.36509762375002)"
-898.726155669257,"[33.58741045746355, 130.3649891988657]","(10130, 10535)","(33.5874788546864, 130.36509762375002)","(33.58739927008785, 130.36499814933615)"
-905.4007024009906,"[33.58732274922876, 130.364925898733]","(10130, 10535)","(33.58739927008785, 130.36499814933615)","(33.58733416128104, 130.3649167685098)"
-923.0884323890485,"[33.58730055394916, 130.3648177554182]","(10130, 10535)","(33.58733416128104, 130.3649167685098)","(33.587272745462144, 130.36484000362444)"
-948.5371513677637,"[33.58725643161087, 130.3647478000544]","(10130, 10535)","(33.587272745462144, 130.36484000362444)","(33.58722140060695, 130.3647758266421)"
-958.5831471221599,"[33.58718575540333, 130.3646938038341]","(10130, 10535)","(33.58722140060695, 130.3647758266421)","(33.587167477518335, 130.3647084270732)"
-963.1034516979861,"[33.58711335252373, 130.3646280394219]","(10130, 10535)","(33.587167477518335, 130.3647084270732)","(33.58710713989251, 130.36463300984335)"
-970.96066630198,"[33.58704636435358, 130.3645253108166]","(10130, 10535)","(33.58710713989251, 130.36463300984335)","(33.58703088392242, 130.36453769595013)"
-990.1222432678766,"[33.5869930219218, 130.3644298367485]","(10130, 10535)","(33.58703088392242, 130.36453769595013)","(33.58696349238014, 130.36445346188614)"
-998.248760087526,"[33.58691464425673, 130.3643139717086]","(5326, 10130)","(33.58696349238014, 130.36445346188614)","(33.58691947618418, 130.36432141154162)"
-1034.8563850133637,"[33.58680142209268, 130.3641708359405]","(10130, 10524)","(33.58691947618418, 130.36432141154162)","(33.58676258909858, 130.36420159108766)"
-1054.275679958568,"[33.58671014316714, 130.3640741925969]","(10130, 10524)","(33.58676258909858, 130.36420159108766)","(33.586680367748826, 130.36409777428028)"
-1070.4691192375967,"[33.58662505637257, 130.3639729811161]","(10130, 10524)","(33.586680367748826, 130.36409777428028)","(33.58659830990129, 130.363994163919)"
-1092.1901717631044,"[33.58656161584294, 130.3638820374667]","(10130, 10524)","(33.58659830990129, 130.363994163919)","(33.58652959327735, 130.36390739885695)"
-1115.1983267486798,"[33.58649231845847, 130.3637921206005]","(10130, 10524)","(33.58652959327735, 130.36390739885695)","(33.58645911879499, 130.36381841423454)"
-1139.38626402924,"[33.58641484662293, 130.363692266988]","(10130, 10524)","(33.58645911879499, 130.36381841423454)","(33.586380657109586, 130.36371934456827)"
-1176.7266646796008,"[33.58632763136465, 130.3635627927172]","(10130, 10524)","(33.586380657109586, 130.36371934456827)","(33.586284023194615, 130.36359732973187)"
-1233.5723474975694,"[33.58625676852456, 130.3634503735876]","(10130, 10524)","(33.586284023194615, 130.36359732973187)","(33.58620199333705, 130.36349375471212)"
-1262.750847174021,"[33.58613997887223, 130.3633347452901]","(10130, 10524)","(33.58620199333705, 130.36349375471212)","(33.58610184577428, 130.36336397522538)"
-1270.5044775575464,"[33.58605600896625, 130.3632756696366]","(10130, 10524)","(33.58610184577428, 130.36336397522538)","(33.586042244724794, 130.3632862202582)"
-1289.4368515220845,"[33.58602655495851, 130.3632012551002]","(10130, 10524)","(33.586042244724794, 130.3632862202582)","(33.58599600982897, 130.36322217949564)"
-1339.916440479659,"[33.58599526531397, 130.3631067575238]","(10130, 10524)","(33.58599600982897, 130.36322217949564)","(33.585940648995766, 130.3631406421891)"
-1353.358122583971,"[33.58592886136248, 130.3629854952734]","(1660, 10524)","(33.585940648995766, 130.3631406421891)","(33.58591999512923, 130.36297390549254)"
-1422.6947774178007,"[33.58586798611431, 130.3628699519954]","(10523, 10524)","(33.58591999512923, 130.36297390549254)","(33.585805848344066, 130.36290691762812)"
-1472.2207873856144,"[33.58579813971518, 130.3627696876697]","(10523, 10524)","(33.585805848344066, 130.36290691762812)","(33.5857435352409, 130.36280217176002)"
-1513.1281866896622,"[33.5857395334482, 130.362683354067]","(10523, 10524)","(33.5857435352409, 130.36280217176002)","(33.58569028133654, 130.36271265404773)"
-1572.306111205353,"[33.58576068098991, 130.3626333308689]","(1618, 10523)","(33.58569028133654, 130.36271265404773)","(33.58572073208118, 130.36258164182274)"
-1631.8198766768878,"[33.58585980118586, 130.3625686678387]","(1618, 10523)","(33.58572073208118, 130.36258164182274)","(33.585814073157906, 130.36250950131267)"
-1676.9865707204813,"[33.58593986931591, 130.3624938224725]","(1618, 10523)","(33.585814073157906, 130.36250950131267)","(33.585900413515056, 130.36244277144817)"
-1702.306832203522,"[33.58600941396652, 130.3624174633346]","(1618, 10523)","(33.585900413515056, 130.36244277144817)","(33.58598089813601, 130.362380567306)"
-1743.0965380462042,"[33.58607894185333, 130.3623816893719]","(1618, 10523)","(33.58598089813601, 130.362380567306)","(33.5860417350537, 130.36233354828255)"
-1811.9417982938357,"[33.58618395033626, 130.362325497093]","(1618, 10523)","(33.5860417350537, 130.36233354828255)","(33.58613466387827, 130.3622617263898)"
-1872.1899515877021,"[33.58626822199075, 130.3622537312381]","(1618, 10523)","(33.58613466387827, 130.3622617263898)","(33.586222145806154, 130.36219411423957)"
-1946.3102349983326,"[33.58634903191923, 130.3622021992974]","(1618, 10523)","(33.586222145806154, 130.36219411423957)","(33.58629767032098, 130.3621357436142)"
-1979.1247108839957,"[33.58639722786246, 130.3621273153744]","(1618, 10523)","(33.58629767032098, 130.3621357436142)","(33.58636407589373, 130.36208442074482)"
-2006.6978687654755,"[33.58651799851431, 130.3620274785258]","(1618, 10523)","(33.58636407589373, 130.36208442074482)","(33.58648799005552, 130.36198865121708)"
-2045.2128625236662,"[33.58666022683828, 130.3619302065395]","(1618, 10523)","(33.58648799005552, 130.36198865121708)","(33.58662409668394, 130.3618834584987)"
-2081.735947837245,"[33.58674023210405, 130.3618664034925]","(1618, 10523)","(33.58662409668394, 130.3618834584987)","(33.586705054839626, 130.36182088837577)"
