prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59035317602902, 130.3479080536685]","(2184, 10499)","(33.5903116, 130.3478259)","(33.5903116, 130.3478259)"
-45.48868740184024,"[33.59037398162668, 130.3477457714401]","(2184, 10499)","(33.5903116, 130.3478259)","(33.59032033054155, 130.34774029947562)"
-69.54585825773228,"[33.59037657619312, 130.3475919012319]","(2184, 10499)","(33.59032033054155, 130.34774029947562)","(33.59033588916699, 130.34758775149362)"
-86.00848161118267,"[33.59038149009793, 130.3474612186014]","(2184, 10499)","(33.59033588916699, 130.34758775149362)","(33.59034913107797, 130.3474579182505)"
-128.43471358526577,"[33.59046828880359, 130.3473776781565]","(2184, 10499)","(33.59034913107797, 130.3474579182505)","(33.590434, 130.3473276)"
-173.5822238695648,"[33.59052321969866, 130.3472313155703]","(2184, 10499)","(33.590434, 130.3473276)","(33.5905055, 130.3471667)"
-196.38610849347168,"[33.59054999149739, 130.3470997196905]","(2184, 10499)","(33.5905055, 130.3471667)","(33.590517056931496, 130.3470944514528)"
-221.61286800953232,"[33.59058295752256, 130.3469495159856]","(2181, 10499)","(33.590517056931496, 130.3470944514528)","(33.590541364143775, 130.3469427711134)"
-307.8529595637265,"[33.59059522862881, 130.3468135615162]","(2181, 2200)","(33.590541364143775, 130.3469427711134)","(33.590581534716904, 130.34690732677407)"
-434.03540948717523,"[33.59062010447237, 130.3466432080608]","(2200, 9683)","(33.590581534716904, 130.34690732677407)","(33.5906021, 130.3468602)"
-463.6945996690805,"[33.59066560308784, 130.3464685623817]","(2187, 9683)","(33.5906021, 130.3468602)","(33.590643179888005, 130.3464662243122)"
-476.40655046943493,"[33.59069897982626, 130.3462976386122]","(2187, 9683)","(33.590643179888005, 130.3464662243122)","(33.59067197664573, 130.34629305817094)"
-482.08920667336236,"[33.59070446159094, 130.3461712395124]","(2187, 9683)","(33.59067197664573, 130.34629305817094)","(33.5906913318932, 130.346169896845)"
-486.08149504509396,"[33.59070705998092, 130.3460827433787]","(2187, 9683)","(33.5906913318932, 130.346169896845)","(33.59070031490592, 130.34608205361474)"
-493.00268351966764,"[33.59073145970105, 130.3459411059789]","(2187, 9683)","(33.59070031490592, 130.34608205361474)","(33.590714901630136, 130.34593941271967)"
-500.1977446430558,"[33.59073943927287, 130.3458476980499]","(2187, 9683)","(33.590714901630136, 130.34593941271967)","(33.590722225509204, 130.34584708712302)"
-536.6008284772599,"[33.59077170960008, 130.3458224014662]","(2187, 9683)","(33.590722225509204, 130.34584708712302)","(33.5907228, 130.3458309)"
-662.3727566344664,"[33.59084028194993, 130.3457660750769]","(2187, 9683)","(33.5907228, 130.3458309)","(33.5907228, 130.3458309)"
-788.2381228872474,"[33.5909181582123, 130.3458036427669]","(2187, 9683)","(33.5907228, 130.3458309)","(33.5907228, 130.3458309)"
Path2
1,"[33.59035317602902, 130.3479080536685]","(2184, 10499)","(33.5903116, 130.3478259)","(33.5903116, 130.3478259)"
-45.48868740184024,"[33.59037398162668, 130.3477457714401]","(2184, 10499)","(33.5903116, 130.3478259)","(33.59032033054155, 130.34774029947562)"
-69.54585825773228,"[33.59037657619312, 130.3475919012319]","(2184, 10499)","(33.59032033054155, 130.34774029947562)","(33.59033588916699, 130.34758775149362)"
-86.00848161118267,"[33.59038149009793, 130.3474612186014]","(2184, 10499)","(33.59033588916699, 130.34758775149362)","(33.59034913107797, 130.3474579182505)"
-128.43471358526577,"[33.59046828880359, 130.3473776781565]","(2184, 10499)","(33.59034913107797, 130.3474579182505)","(33.590434, 130.3473276)"
-173.5822238695648,"[33.59052321969866, 130.3472313155703]","(2184, 10499)","(33.590434, 130.3473276)","(33.5905055, 130.3471667)"
-196.38610849347168,"[33.59054999149739, 130.3470997196905]","(2184, 10499)","(33.5905055, 130.3471667)","(33.590517056931496, 130.3470944514528)"
-204.1349992829493,"[33.59058295752256, 130.3469495159856]","(10499, 10500)","(33.590517056931496, 130.3470944514528)","(33.590582325954735, 130.34695399616984)"
-306.7427683807072,"[33.59059522862881, 130.3468135615162]","(2181, 10499)","(33.590582325954735, 130.34695399616984)","(33.5905478, 130.3469024)"
-430.9503855594185,"[33.59062010447237, 130.3466432080608]","(10499, 10500)","(33.5905478, 130.3469024)","(33.590576410486634, 130.34695316227126)"
-562.649594244466,"[33.59066560308784, 130.3464685623817]","(10499, 10500)","(33.590576410486634, 130.34695316227126)","(33.59059233198507, 130.34695546790573)"
-694.6048616200007,"[33.59069897982626, 130.3462976386122]","(10499, 10500)","(33.59059233198507, 130.34695546790573)","(33.59059981804395, 130.34695659443184)"
-821.3778772219664,"[33.59070446159094, 130.3461712395124]","(10499, 10500)","(33.59059981804395, 130.34695659443184)","(33.59058657867532, 130.34695460212924)"
-945.8469129426339,"[33.59070705998092, 130.3460827433787]","(10499, 10500)","(33.59058657867532, 130.34695460212924)","(33.59058420290453, 130.3469542607619)"
-1075.5868162583188,"[33.59073145970105, 130.3459411059789]","(10499, 10500)","(33.59058420290453, 130.3469542607619)","(33.5905859, 130.3469545)"
-1200.5442883973901,"[33.59073943927287, 130.3458476980499]","(10499, 10500)","(33.5905859, 130.3469545)","(33.590583462761465, 130.34695415642454)"
-1319.3970766107825,"[33.59077170960008, 130.3458224014662]","(10499, 10500)","(33.590583462761465, 130.34695415642454)","(33.59060100571486, 130.34695677315636)"
-1438.58343910025,"[33.59084028194993, 130.3457660750769]","(10499, 10500)","(33.59060100571486, 130.34695677315636)","(33.59065977113489, 130.346965616365)"
-1555.2953199887781,"[33.5909181582123, 130.3458036427669]","(10499, 10500)","(33.59065977113489, 130.346965616365)","(33.5907414510461, 130.34697790781965)"
Path3
1,"[33.59035317602902, 130.3479080536685]","(2184, 10499)","(33.5903116, 130.3478259)","(33.5903116, 130.3478259)"
-45.48868740184024,"[33.59037398162668, 130.3477457714401]","(2184, 10499)","(33.5903116, 130.3478259)","(33.59032033054155, 130.34774029947562)"
-69.54585825773228,"[33.59037657619312, 130.3475919012319]","(2184, 10499)","(33.59032033054155, 130.34774029947562)","(33.59033588916699, 130.34758775149362)"
-86.00848161118267,"[33.59038149009793, 130.3474612186014]","(2184, 10499)","(33.59033588916699, 130.34758775149362)","(33.59034913107797, 130.3474579182505)"
-128.43471358526577,"[33.59046828880359, 130.3473776781565]","(2184, 10499)","(33.59034913107797, 130.3474579182505)","(33.590434, 130.3473276)"
-173.5822238695648,"[33.59052321969866, 130.3472313155703]","(2184, 10499)","(33.590434, 130.3473276)","(33.5905055, 130.3471667)"
-196.38610849347168,"[33.59054999149739, 130.3470997196905]","(2184, 10499)","(33.5905055, 130.3471667)","(33.590517056931496, 130.3470944514528)"
-204.1349992829493,"[33.59058295752256, 130.3469495159856]","(10499, 10500)","(33.590517056931496, 130.3470944514528)","(33.590582325954735, 130.34695399616984)"
-306.7427683807072,"[33.59059522862881, 130.3468135615162]","(2181, 10499)","(33.590582325954735, 130.34695399616984)","(33.5905478, 130.3469024)"
-435.5192466348966,"[33.59062010447237, 130.3466432080608]","(2181, 2200)","(33.5905478, 130.3469024)","(33.590581531424235, 130.3469073262932)"
-567.257769426408,"[33.59066560308784, 130.3464685623817]","(2181, 2200)","(33.590581531424235, 130.3469073262932)","(33.5905971, 130.3469096)"
-700.0519643987294,"[33.59069897982626, 130.3462976386122]","(2181, 2200)","(33.5905971, 130.3469096)","(33.5905971, 130.3469096)"
-828.2568883630767,"[33.59070446159094, 130.3461712395124]","(2181, 2200)","(33.5905971, 130.3469096)","(33.59059663786744, 130.34690953250802)"
-951.8594735194434,"[33.59070705998092, 130.3460827433787]","(2181, 2200)","(33.59059663786744, 130.34690953250802)","(33.590586527516784, 130.34690805594565)"
-1081.382009582248,"[33.59073145970105, 130.3459411059789]","(2181, 2200)","(33.590586527516784, 130.34690805594565)","(33.590590164287214, 130.34690858707643)"
-1205.9913523703901,"[33.59073943927287, 130.3458476980499]","(2181, 2200)","(33.590590164287214, 130.34690858707643)","(33.59058462037929, 130.3469077774185)"
-1325.411927495373,"[33.59077170960008, 130.3458224014662]","(2181, 2200)","(33.59058462037929, 130.3469077774185)","(33.5905971, 130.3469096)"
-1451.1838556525795,"[33.59084028194993, 130.3457660750769]","(2181, 2200)","(33.5905971, 130.3469096)","(33.5905971, 130.3469096)"
-1577.0492219053604,"[33.5909181582123, 130.3458036427669]","(2181, 2200)","(33.5905971, 130.3469096)","(33.5905971, 130.3469096)"
Path4
1,"[33.59035317602902, 130.3479080536685]","(2184, 10499)","(33.5903116, 130.3478259)","(33.5903116, 130.3478259)"
-45.48868740184024,"[33.59037398162668, 130.3477457714401]","(2184, 10499)","(33.5903116, 130.3478259)","(33.59032033054155, 130.34774029947562)"
-69.54585825773228,"[33.59037657619312, 130.3475919012319]","(2184, 10499)","(33.59032033054155, 130.34774029947562)","(33.59033588916699, 130.34758775149362)"
-86.00848161118267,"[33.59038149009793, 130.3474612186014]","(2184, 10499)","(33.59033588916699, 130.34758775149362)","(33.59034913107797, 130.3474579182505)"
-128.43471358526577,"[33.59046828880359, 130.3473776781565]","(2184, 10499)","(33.59034913107797, 130.3474579182505)","(33.590434, 130.3473276)"
-173.5822238695648,"[33.59052321969866, 130.3472313155703]","(2184, 10499)","(33.590434, 130.3473276)","(33.5905055, 130.3471667)"
-196.38610849347168,"[33.59054999149739, 130.3470997196905]","(2184, 10499)","(33.5905055, 130.3471667)","(33.590517056931496, 130.3470944514528)"
-204.1349992829493,"[33.59058295752256, 130.3469495159856]","(10499, 10500)","(33.590517056931496, 130.3470944514528)","(33.590582325954735, 130.34695399616984)"
-306.7427683807072,"[33.59059522862881, 130.3468135615162]","(2181, 10499)","(33.590582325954735, 130.34695399616984)","(33.5905478, 130.3469024)"
-434.9686449925837,"[33.59062010447237, 130.3466432080608]","(10498, 10499)","(33.5905478, 130.3469024)","(33.5905405, 130.3469481)"
-568.4510806747003,"[33.59066560308784, 130.3464685623817]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-701.2452756470217,"[33.59069897982626, 130.3462976386122]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-829.5019653559928,"[33.59070446159094, 130.3461712395124]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-954.2370607118949,"[33.59070705998092, 130.3460827433787]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1084.1669693520416,"[33.59073145970105, 130.3459411059789]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1209.3973125864761,"[33.59073943927287, 130.3458476980499]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1330.2157915252183,"[33.59077170960008, 130.3458224014662]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1455.9877196824248,"[33.59084028194993, 130.3457660750769]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1581.8530859352056,"[33.5909181582123, 130.3458036427669]","(10498, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
Path5
1,"[33.59035317602902, 130.3479080536685]","(2184, 10499)","(33.5903116, 130.3478259)","(33.5903116, 130.3478259)"
-45.48868740184024,"[33.59037398162668, 130.3477457714401]","(2184, 10499)","(33.5903116, 130.3478259)","(33.59032033054155, 130.34774029947562)"
-69.54585825773228,"[33.59037657619312, 130.3475919012319]","(2184, 10499)","(33.59032033054155, 130.34774029947562)","(33.59033588916699, 130.34758775149362)"
-86.00848161118267,"[33.59038149009793, 130.3474612186014]","(2184, 10499)","(33.59033588916699, 130.34758775149362)","(33.59034913107797, 130.3474579182505)"
-128.43471358526577,"[33.59046828880359, 130.3473776781565]","(2184, 10499)","(33.59034913107797, 130.3474579182505)","(33.590434, 130.3473276)"
-173.5822238695648,"[33.59052321969866, 130.3472313155703]","(2184, 10499)","(33.590434, 130.3473276)","(33.5905055, 130.3471667)"
-196.38610849347168,"[33.59054999149739, 130.3470997196905]","(2184, 10499)","(33.5905055, 130.3471667)","(33.590517056931496, 130.3470944514528)"
-204.1349992829493,"[33.59058295752256, 130.3469495159856]","(10499, 10500)","(33.590517056931496, 130.3470944514528)","(33.590582325954735, 130.34695399616984)"
-306.7427683807072,"[33.59059522862881, 130.3468135615162]","(2181, 10499)","(33.590582325954735, 130.34695399616984)","(33.5905478, 130.3469024)"
-434.9686449925837,"[33.59062010447237, 130.3466432080608]","(2184, 10499)","(33.5905478, 130.3469024)","(33.5905405, 130.3469481)"
-568.4510806747003,"[33.59066560308784, 130.3464685623817]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-701.2452756470217,"[33.59069897982626, 130.3462976386122]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-829.5019653559928,"[33.59070446159094, 130.3461712395124]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-954.2370607118949,"[33.59070705998092, 130.3460827433787]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1084.1669693520416,"[33.59073145970105, 130.3459411059789]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1209.3973125864761,"[33.59073943927287, 130.3458476980499]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1330.2157915252183,"[33.59077170960008, 130.3458224014662]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1455.9877196824248,"[33.59084028194993, 130.3457660750769]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
-1581.8530859352056,"[33.5909181582123, 130.3458036427669]","(2184, 10499)","(33.5905405, 130.3469481)","(33.5905405, 130.3469481)"
Path6
1,"[33.59035317602902, 130.3479080536685]","(2184, 10499)","(33.5903116, 130.3478259)","(33.5903116, 130.3478259)"
-45.48868740184024,"[33.59037398162668, 130.3477457714401]","(2184, 10499)","(33.5903116, 130.3478259)","(33.59032033054155, 130.34774029947562)"
-69.54585825773228,"[33.59037657619312, 130.3475919012319]","(2184, 10499)","(33.59032033054155, 130.34774029947562)","(33.59033588916699, 130.34758775149362)"
-86.00848161118267,"[33.59038149009793, 130.3474612186014]","(2184, 10499)","(33.59033588916699, 130.34758775149362)","(33.59034913107797, 130.3474579182505)"
-128.43471358526577,"[33.59046828880359, 130.3473776781565]","(2184, 10499)","(33.59034913107797, 130.3474579182505)","(33.590434, 130.3473276)"
-173.5822238695648,"[33.59052321969866, 130.3472313155703]","(2184, 10499)","(33.590434, 130.3473276)","(33.5905055, 130.3471667)"
-196.38610849347168,"[33.59054999149739, 130.3470997196905]","(2184, 10499)","(33.5905055, 130.3471667)","(33.590517056931496, 130.3470944514528)"
-221.61286800953232,"[33.59058295752256, 130.3469495159856]","(2181, 10499)","(33.590517056931496, 130.3470944514528)","(33.590541364143775, 130.3469427711134)"
-307.8529595637265,"[33.59059522862881, 130.3468135615162]","(2181, 2200)","(33.590541364143775, 130.3469427711134)","(33.590581534716904, 130.34690732677407)"
-436.6290691937397,"[33.59062010447237, 130.3466432080608]","(2181, 2201)","(33.590581534716904, 130.34690732677407)","(33.5905478, 130.3469024)"
-570.1115048758563,"[33.59066560308784, 130.3464685623817]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-702.9056998481777,"[33.59069897982626, 130.3462976386122]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-831.1623895571488,"[33.59070446159094, 130.3461712395124]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-955.8974849130509,"[33.59070705998092, 130.3460827433787]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1085.8273935531977,"[33.59073145970105, 130.3459411059789]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1211.0577367876322,"[33.59073943927287, 130.3458476980499]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1331.8762157263743,"[33.59077170960008, 130.3458224014662]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1457.6481438835808,"[33.59084028194993, 130.3457660750769]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1583.5135101363617,"[33.5909181582123, 130.3458036427669]","(2181, 2201)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
Path7
1,"[33.59035317602902, 130.3479080536685]","(2184, 10499)","(33.5903116, 130.3478259)","(33.5903116, 130.3478259)"
-45.48868740184024,"[33.59037398162668, 130.3477457714401]","(2184, 10499)","(33.5903116, 130.3478259)","(33.59032033054155, 130.34774029947562)"
-69.54585825773228,"[33.59037657619312, 130.3475919012319]","(2184, 10499)","(33.59032033054155, 130.34774029947562)","(33.59033588916699, 130.34758775149362)"
-86.00848161118267,"[33.59038149009793, 130.3474612186014]","(2184, 10499)","(33.59033588916699, 130.34758775149362)","(33.59034913107797, 130.3474579182505)"
-128.43471358526577,"[33.59046828880359, 130.3473776781565]","(2184, 10499)","(33.59034913107797, 130.3474579182505)","(33.590434, 130.3473276)"
-173.5822238695648,"[33.59052321969866, 130.3472313155703]","(2184, 10499)","(33.590434, 130.3473276)","(33.5905055, 130.3471667)"
-196.38610849347168,"[33.59054999149739, 130.3470997196905]","(2184, 10499)","(33.5905055, 130.3471667)","(33.590517056931496, 130.3470944514528)"
-221.61286800953232,"[33.59058295752256, 130.3469495159856]","(2181, 10499)","(33.590517056931496, 130.3470944514528)","(33.590541364143775, 130.3469427711134)"
-307.8529595637265,"[33.59059522862881, 130.3468135615162]","(2181, 2200)","(33.590541364143775, 130.3469427711134)","(33.590581534716904, 130.34690732677407)"
-436.6290691937397,"[33.59062010447237, 130.3466432080608]","(2181, 10499)","(33.590581534716904, 130.34690732677407)","(33.5905478, 130.3469024)"
-570.1115048758563,"[33.59066560308784, 130.3464685623817]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-702.9056998481777,"[33.59069897982626, 130.3462976386122]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-831.1623895571488,"[33.59070446159094, 130.3461712395124]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-955.8974849130509,"[33.59070705998092, 130.3460827433787]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1085.8273935531977,"[33.59073145970105, 130.3459411059789]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1211.0577367876322,"[33.59073943927287, 130.3458476980499]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1331.8762157263743,"[33.59077170960008, 130.3458224014662]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1457.6481438835808,"[33.59084028194993, 130.3457660750769]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
-1583.5135101363617,"[33.5909181582123, 130.3458036427669]","(2181, 10499)","(33.5905478, 130.3469024)","(33.5905478, 130.3469024)"
