prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59191146402954, 130.353596080216]","(10469, 10473)","(33.59189078355719, 130.35363591398735)","(33.59189078355719, 130.35363591398735)"
-17.77434467088252,"[33.59190255406646, 130.3536907286666]","(10469, 10473)","(33.59189078355719, 130.35363591398735)","(33.59192981504554, 130.35367250710468)"
-55.04712601783997,"[33.59191386963575, 130.3538190053127]","(10469, 10473)","(33.59192981504554, 130.35367250710468)","(33.591964669935706, 130.35381276125096)"
-81.76145479066184,"[33.59201793934552, 130.3539237958662]","(10469, 10473)","(33.591964669935706, 130.35381276125096)","(33.59197890731937, 130.35392859344378)"
-110.7254039601653,"[33.59194370921104, 130.3539697957508]","(10469, 10473)","(33.59197890731937, 130.35392859344378)","(33.591983372429794, 130.3539649205909)"
-233.14599658435768,"[33.59185811321585, 130.354043439152]","(10469, 10473)","(33.591983372429794, 130.3539649205909)","(33.59199101558524, 130.3540271036068)"
-351.4106971616328,"[33.59180527369826, 130.3542123680286]","(10469, 10473)","(33.59199101558524, 130.3540271036068)","(33.59201068385344, 130.35418712027047)"
-468.3323258588678,"[33.59183171022086, 130.3542792220883]","(10469, 10473)","(33.59201068385344, 130.35418712027047)","(33.59201917230127, 130.35425618039758)"
-584.92842477799,"[33.59183067924677, 130.3544096612654]","(10469, 10473)","(33.59201917230127, 130.35425618039758)","(33.59203495112655, 130.3543845534171)"
-705.3514757420917,"[33.59190630077718, 130.3544649147711]","(10469, 10473)","(33.59203495112655, 130.3543845534171)","(33.592042766945575, 130.35444814118554)"
-793.82635536583,"[33.59197033851741, 130.354529757174]","(10469, 10473)","(33.592042766945575, 130.35444814118554)","(33.59205157143069, 130.35451977252185)"
-831.7358109936961,"[33.59200156948864, 130.3547000271551]","(10468, 10469)","(33.59205157143069, 130.35451977252185)","(33.59198567419497, 130.35464181841206)"
-896.0277049802255,"[33.59203725963233, 130.3548471463195]","(10469, 10476)","(33.59198567419497, 130.35464181841206)","(33.59209699469314, 130.35483233634588)"
-909.4601318994397,"[33.59215629942118, 130.3549608719818]","(10469, 10476)","(33.59209699469314, 130.35483233634588)","(33.59213446560569, 130.35496808824286)"
-930.9714347175291,"[33.59219762220381, 130.3550349344782]","(10469, 10476)","(33.59213446560569, 130.35496808824286)","(33.592161310080805, 130.35504833043012)"
-980.5986063879293,"[33.59214621599166, 130.3551807125382]","(10469, 10476)","(33.592161310080805, 130.35504833043012)","(33.59220248884956, 130.35515995284595)"
-1033.8920778152021,"[33.59218354898839, 130.3552954775564]","(10469, 10476)","(33.59220248884956, 130.35515995284595)","(33.59224422738557, 130.355273092611)"
-1084.3357993624638,"[33.59226239755152, 130.3555038349054]","(10469, 10476)","(33.59224422738557, 130.355273092611)","(33.59232133033323, 130.3554820939372)"
-1110.8848324848339,"[33.59242121785282, 130.3556382806323]","(10469, 10476)","(33.59232133033323, 130.3554820939372)","(33.59238401280798, 130.35565200599316)"
-1164.353115684256,"[33.59246132525949, 130.3557005749367]","(10469, 10476)","(33.59238401280798, 130.35565200599316)","(33.5923998, 130.3556948)"
Path2
1,"[33.59191146402954, 130.353596080216]","(10469, 10473)","(33.59189078355719, 130.35363591398735)","(33.59189078355719, 130.35363591398735)"
-17.77434467088252,"[33.59190255406646, 130.3536907286666]","(10469, 10473)","(33.59189078355719, 130.35363591398735)","(33.59192981504554, 130.35367250710468)"
-55.04712601783997,"[33.59191386963575, 130.3538190053127]","(10469, 10473)","(33.59192981504554, 130.35367250710468)","(33.591964669935706, 130.35381276125096)"
-81.76145479066184,"[33.59201793934552, 130.3539237958662]","(10469, 10473)","(33.591964669935706, 130.35381276125096)","(33.59197890731937, 130.35392859344378)"
-110.7254039601653,"[33.59194370921104, 130.3539697957508]","(10469, 10473)","(33.59197890731937, 130.35392859344378)","(33.591983372429794, 130.3539649205909)"
-233.14599658435768,"[33.59185811321585, 130.354043439152]","(10469, 10473)","(33.591983372429794, 130.3539649205909)","(33.59199101558524, 130.3540271036068)"
-351.4106971616328,"[33.59180527369826, 130.3542123680286]","(10469, 10473)","(33.59199101558524, 130.3540271036068)","(33.59201068385344, 130.35418712027047)"
-468.3323258588678,"[33.59183171022086, 130.3542792220883]","(10469, 10473)","(33.59201068385344, 130.35418712027047)","(33.59201917230127, 130.35425618039758)"
-584.92842477799,"[33.59183067924677, 130.3544096612654]","(10469, 10473)","(33.59201917230127, 130.35425618039758)","(33.59203495112655, 130.3543845534171)"
-713.7866124557822,"[33.59190630077718, 130.3544649147711]","(10469, 10476)","(33.59203495112655, 130.3543845534171)","(33.5920645, 130.3546203)"
-799.7961878588002,"[33.59197033851741, 130.354529757174]","(10469, 10473)","(33.5920645, 130.3546203)","(33.59205157143069, 130.35451977252185)"
-837.7056434866663,"[33.59200156948864, 130.3547000271551]","(10468, 10469)","(33.59205157143069, 130.35451977252185)","(33.59198567419497, 130.35464181841206)"
-901.9975374731957,"[33.59203725963233, 130.3548471463195]","(10469, 10476)","(33.59198567419497, 130.35464181841206)","(33.59209699469314, 130.35483233634588)"
-915.4299643924099,"[33.59215629942118, 130.3549608719818]","(10469, 10476)","(33.59209699469314, 130.35483233634588)","(33.59213446560569, 130.35496808824286)"
-936.9412672104993,"[33.59219762220381, 130.3550349344782]","(10469, 10476)","(33.59213446560569, 130.35496808824286)","(33.592161310080805, 130.35504833043012)"
-986.5684388808995,"[33.59214621599166, 130.3551807125382]","(10469, 10476)","(33.592161310080805, 130.35504833043012)","(33.59220248884956, 130.35515995284595)"
-1039.8619103081724,"[33.59218354898839, 130.3552954775564]","(10469, 10476)","(33.59220248884956, 130.35515995284595)","(33.59224422738557, 130.355273092611)"
-1090.305631855434,"[33.59226239755152, 130.3555038349054]","(10469, 10476)","(33.59224422738557, 130.355273092611)","(33.59232133033323, 130.3554820939372)"
-1116.854664977804,"[33.59242121785282, 130.3556382806323]","(10469, 10476)","(33.59232133033323, 130.3554820939372)","(33.59238401280798, 130.35565200599316)"
-1170.3229481772262,"[33.59246132525949, 130.3557005749367]","(10469, 10476)","(33.59238401280798, 130.35565200599316)","(33.5923998, 130.3556948)"
Path3
1,"[33.59191146402954, 130.353596080216]","(10469, 10473)","(33.59189078355719, 130.35363591398735)","(33.59189078355719, 130.35363591398735)"
-17.77434467088252,"[33.59190255406646, 130.3536907286666]","(10469, 10473)","(33.59189078355719, 130.35363591398735)","(33.59192981504554, 130.35367250710468)"
-55.04712601783997,"[33.59191386963575, 130.3538190053127]","(10469, 10473)","(33.59192981504554, 130.35367250710468)","(33.591964669935706, 130.35381276125096)"
-81.76145479066184,"[33.59201793934552, 130.3539237958662]","(10469, 10473)","(33.591964669935706, 130.35381276125096)","(33.59197890731937, 130.35392859344378)"
-110.7254039601653,"[33.59194370921104, 130.3539697957508]","(10469, 10473)","(33.59197890731937, 130.35392859344378)","(33.591983372429794, 130.3539649205909)"
-233.14599658435768,"[33.59185811321585, 130.354043439152]","(10469, 10473)","(33.591983372429794, 130.3539649205909)","(33.59199101558524, 130.3540271036068)"
-351.4106971616328,"[33.59180527369826, 130.3542123680286]","(10469, 10473)","(33.59199101558524, 130.3540271036068)","(33.59201068385344, 130.35418712027047)"
-468.3323258588678,"[33.59183171022086, 130.3542792220883]","(10469, 10473)","(33.59201068385344, 130.35418712027047)","(33.59201917230127, 130.35425618039758)"
-584.92842477799,"[33.59183067924677, 130.3544096612654]","(10469, 10473)","(33.59201917230127, 130.35425618039758)","(33.59203495112655, 130.3543845534171)"
-705.3514757420917,"[33.59190630077718, 130.3544649147711]","(10469, 10473)","(33.59203495112655, 130.3543845534171)","(33.592042766945575, 130.35444814118554)"
