prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.58837409134357, 130.3561458886884]","(9435, 9436)","(33.58834583697214, 130.35595161714093)","(33.58834583697214, 130.35595161714093)"
-116.47906635192362,"[33.5884658731833, 130.3560747430942]","(9435, 9436)","(33.58834583697214, 130.35595161714093)","(33.58844585055596, 130.35593707141368)"
-233.016251687795,"[33.58856830004005, 130.3560588845334]","(9435, 9436)","(33.58844585055596, 130.35593707141368)","(33.58854841440458, 130.3559221547822)"
-349.54921574441516,"[33.58862085457294, 130.3560444508962]","(9435, 9436)","(33.58854841440458, 130.3559221547822)","(33.58860193603644, 130.35591437072898)"
-466.0855606139246,"[33.58872385978101, 130.356028709682]","(9435, 9436)","(33.58860193603644, 130.35591437072898)","(33.58870504954338, 130.3558993741566)"
-577.8315535492961,"[33.58884103878735, 130.355992617207]","(9435, 9436)","(33.58870504954338, 130.3558993741566)","(33.58882494178051, 130.35588193732735)"
-655.8899551423619,"[33.58894480674861, 130.3559583016954]","(9435, 9436)","(33.58882494178051, 130.35588193732735)","(33.58893144768409, 130.35586644737322)"
-726.1438597245257,"[33.58902460246681, 130.3559416719995]","(9435, 9436)","(33.58893144768409, 130.35586644737322)","(33.58901195900282, 130.35585473800697)"
-791.7362665998284,"[33.58908973823635, 130.3559281436078]","(9435, 9566)","(33.58901195900282, 130.35585473800697)","(33.58907553921408, 130.35584490183982)"
-858.1497146103707,"[33.58917365785091, 130.3559158892653]","(9435, 9566)","(33.58907553921408, 130.35584490183982)","(33.589161147236915, 130.35583166832777)"
-920.7861473412836,"[33.58925098928957, 130.3559019920699]","(9416, 9566)","(33.589161147236915, 130.35583166832777)","(33.58923881510162, 130.35582021328585)"
-1004.123026754815,"[33.58931301537304, 130.3559058980368]","(9414, 9416)","(33.58923881510162, 130.35582021328585)","(33.589297622669015, 130.35581137042806)"
-1013.5616982878595,"[33.58926097213624, 130.3558163793109]","(9416, 9566)","(33.589297622669015, 130.35581137042806)","(33.58926105012874, 130.3558169032171)"
-1094.6122898185263,"[33.58918978463261, 130.3557413277499]","(9435, 9566)","(33.58926105012874, 130.3558169032171)","(33.5891643, 130.3558312)"
-1139.6819067217514,"[33.58914264480917, 130.3556644321702]","(9428, 9435)","(33.5891643, 130.3558312)","(33.589103192068784, 130.3556695013205)"
-1167.9449032344403,"[33.58913196626453, 130.3555409332089]","(9428, 9435)","(33.589103192068784, 130.3556695013205)","(33.58908740838123, 130.35554665830193)"
-1172.484149466212,"[33.58907141539602, 130.3554109466545]","(9428, 9435)","(33.58908740838123, 130.35554665830193)","(33.58906999470071, 130.3554111291949)"
-1292.826744131123,"[33.58894156295209, 130.3552286570243]","(7183, 9428)","(33.58906999470071, 130.3554111291949)","(33.58904677743523, 130.35521520666623)"
-1306.4585314291344,"[33.58901274207382, 130.3551288788489]","(7183, 9428)","(33.58904677743523, 130.35521520666623)","(33.589035371678854, 130.3551259859364)"
-1367.5596663835388,"[33.58909253779201, 130.3550596108011]","(7183, 9428)","(33.589035371678854, 130.3551259859364)","(33.58902794209713, 130.35506786855422)"
-1470.9470991781363,"[33.58910766712724, 130.3549821117244]","(7183, 9428)","(33.58902794209713, 130.35506786855422)","(33.589018437387914, 130.35499351863254)"
-1545.834131373534,"[33.58907773535101, 130.3548228388003]","(7183, 9428)","(33.589018437387914, 130.35499351863254)","(33.5890020023367, 130.3548290156064)"
-1581.828368985918,"[33.58904345336704, 130.3547093981228]","(7183, 9428)","(33.5890020023367, 130.3548290156064)","(33.588992584683346, 130.35471354698706)"
-1629.78042211367,"[33.58905316090044, 130.3545839016895]","(7183, 9428)","(33.588992584683346, 130.35471354698706)","(33.588994874397336, 130.35457244125524)"
-1635.7039631767996,"[33.58904906924217, 130.354433935257]","(7183, 9428)","(33.588994874397336, 130.35457244125524)","(33.58903590757101, 130.3544289897551)"
-1717.2150330499935,"[33.58919278535394, 130.3543222212515]","(7183, 7185)","(33.58903590757101, 130.3544289897551)","(33.58913242245582, 130.35426030365386)"
