prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59285229913293, 130.3517568727306]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263824150721, 130.3517663650032)"
-115.96086809262025,"[33.59275148998348, 130.3517556992642]","(6580, 6584)","(33.59263824150721, 130.3517663650032)","(33.5926327, 130.3516414)"
-131.97616844782164,"[33.5926659023702, 130.3517884054504]","(6584, 6585)","(33.5926327, 130.3516414)","(33.59263927124753, 130.3517895863935)"
-144.10735125975137,"[33.5926214765492, 130.3519532416459]","(6584, 6585)","(33.59263927124753, 130.3517895863935)","(33.59264647928726, 130.35195213291266)"
-276.6674844168894,"[33.59247861712574, 130.3519795128427]","(6584, 6585)","(33.59264647928726, 130.35195213291266)","(33.5926465, 130.3519526)"
Path2
1,"[33.59285229913293, 130.3517568727306]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263824150721, 130.3517663650032)"
-122.6557693002286,"[33.59275148998348, 130.3517556992642]","(6584, 6591)","(33.59263824150721, 130.3517663650032)","(33.592689127741124, 130.3516161782723)"
-145.36597086303837,"[33.5926659023702, 130.3517884054504]","(6584, 6585)","(33.592689127741124, 130.3516161782723)","(33.59263927124753, 130.3517895863935)"
-157.4971536749681,"[33.5926214765492, 130.3519532416459]","(6584, 6585)","(33.59263927124753, 130.3517895863935)","(33.59264647928726, 130.35195213291266)"
-290.0572868321061,"[33.59247861712574, 130.3519795128427]","(6584, 6585)","(33.59264647928726, 130.35195213291266)","(33.5926465, 130.3519526)"
Path3
1,"[33.59285229913293, 130.3517568727306]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263824150721, 130.3517663650032)"
-126.22043904140463,"[33.59275148998348, 130.3517556992642]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263799172727, 130.35176073228456)"
-145.73365706811842,"[33.5926659023702, 130.3517884054504]","(6584, 6585)","(33.59263799172727, 130.35176073228456)","(33.59263927124753, 130.3517895863935)"
-157.86483988004815,"[33.5926214765492, 130.3519532416459]","(6584, 6585)","(33.59263927124753, 130.3517895863935)","(33.59264647928726, 130.35195213291266)"
-290.4249730371862,"[33.59247861712574, 130.3519795128427]","(6584, 6585)","(33.59264647928726, 130.35195213291266)","(33.5926465, 130.3519526)"
Path4
1,"[33.59285229913293, 130.3517568727306]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263824150721, 130.3517663650032)"
-115.96086809262025,"[33.59275148998348, 130.3517556992642]","(6580, 6584)","(33.59263824150721, 130.3517663650032)","(33.5926327, 130.3516414)"
-131.97616844782164,"[33.5926659023702, 130.3517884054504]","(6584, 6585)","(33.5926327, 130.3516414)","(33.59263927124753, 130.3517895863935)"
-251.03971889391408,"[33.5926214765492, 130.3519532416459]","(6580, 6584)","(33.59263927124753, 130.3517895863935)","(33.5925901, 130.3516483)"
-369.5007910407149,"[33.59247861712574, 130.3519795128427]","(6564, 6580)","(33.5925901, 130.3516483)","(33.59242957490524, 130.35167407445184)"
Path5
1,"[33.59285229913293, 130.3517568727306]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263824150721, 130.3517663650032)"
-115.96086809262025,"[33.59275148998348, 130.3517556992642]","(6580, 6584)","(33.59263824150721, 130.3517663650032)","(33.5926327, 130.3516414)"
-131.97616844782164,"[33.5926659023702, 130.3517884054504]","(6584, 6585)","(33.5926327, 130.3516414)","(33.59263927124753, 130.3517895863935)"
-250.75564718479038,"[33.5926214765492, 130.3519532416459]","(6584, 6591)","(33.59263927124753, 130.3517895863935)","(33.5926327, 130.3516414)"
-380.2000074718011,"[33.59247861712574, 130.3519795128427]","(6584, 6585)","(33.5926327, 130.3516414)","(33.5926465, 130.3519526)"
Path6
1,"[33.59285229913293, 130.3517568727306]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263824150721, 130.3517663650032)"
-122.6557693002286,"[33.59275148998348, 130.3517556992642]","(6584, 6591)","(33.59263824150721, 130.3517663650032)","(33.592689127741124, 130.3516161782723)"
-145.36597086303837,"[33.5926659023702, 130.3517884054504]","(6584, 6585)","(33.592689127741124, 130.3516161782723)","(33.59263927124753, 130.3517895863935)"
-264.4295213091308,"[33.5926214765492, 130.3519532416459]","(6580, 6584)","(33.59263927124753, 130.3517895863935)","(33.5925901, 130.3516483)"
-382.8905934559316,"[33.59247861712574, 130.3519795128427]","(6564, 6580)","(33.5925901, 130.3516483)","(33.59242957490524, 130.35167407445184)"
Path7
1,"[33.59285229913293, 130.3517568727306]","(6584, 6585)","(33.59263824150721, 130.3517663650032)","(33.59263824150721, 130.3517663650032)"
-115.96086809262025,"[33.59275148998348, 130.3517556992642]","(6580, 6584)","(33.59263824150721, 130.3517663650032)","(33.5926327, 130.3516414)"
-131.97616844782164,"[33.5926659023702, 130.3517884054504]","(6584, 6585)","(33.5926327, 130.3516414)","(33.59263927124753, 130.3517895863935)"
-251.03971889391408,"[33.5926214765492, 130.3519532416459]","(6580, 6584)","(33.59263927124753, 130.3517895863935)","(33.5925901, 130.3516483)"
-385.2613130656724,"[33.59247861712574, 130.3519795128427]","(6584, 6585)","(33.5925901, 130.3516483)","(33.5926465, 130.3519526)"
