prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.58917711119501, 130.3555082102589]","(7180, 9428)","(33.5891087, 130.3553819)","(33.5891087, 130.3553819)"
-40.37100228614919,"[33.58915470636784, 130.3553897236756]","(7180, 9428)","(33.5891087, 130.3553819)","(33.5891087, 130.3553819)"
-76.31543645216169,"[33.58910637631415, 130.3552925941817]","(7183, 9428)","(33.5891087, 130.3553819)","(33.58905746971557, 130.3552988462797)"
-111.77085334222085,"[33.58909182533024, 130.3551652395449]","(7183, 9428)","(33.58905746971557, 130.3552988462797)","(33.58904121682852, 130.35517170921)"
-143.9319075444252,"[33.58907208594827, 130.3550321516863]","(7183, 9428)","(33.58904121682852, 130.35517170921)","(33.58902415937813, 130.3550382784999)"
-209.94517778499363,"[33.58908016610293, 130.3549120557777]","(7183, 9428)","(33.58902415937813, 130.3550382784999)","(33.58900924687698, 130.3549178399699)"
-312.18145151319425,"[33.5890855926697, 130.3547535086038]","(7183, 9428)","(33.58900924687698, 130.3549178399699)","(33.588996437034545, 130.3547607801627)"
-377.1531816112308,"[33.58906271801397, 130.3546146503666]","(7183, 9428)","(33.588996437034545, 130.3547607801627)","(33.588992443617315, 130.35461406081632)"
-410.1925478652189,"[33.5890552383229, 130.3545165975861]","(7183, 9428)","(33.588992443617315, 130.35461406081632)","(33.58900769264956, 130.35450724903995)"
-452.0940861780523,"[33.58910789343862, 130.3544016984574]","(7183, 7185)","(33.58900769264956, 130.35450724903995)","(33.58905723740956, 130.35437632978795)"
-478.9316151626327,"[33.58915538530199, 130.3543027584724]","(7183, 7185)","(33.58905723740956, 130.35437632978795)","(33.589119787744714, 130.3542749414257)"
-561.1618921658143,"[33.5892510731086, 130.3542653751842]","(7183, 7185)","(33.589119787744714, 130.3542749414257)","(33.58919072114184, 130.35420346879948)"
-623.7649108760022,"[33.58936743068843, 130.3541835678093]","(7183, 7185)","(33.58919072114184, 130.35420346879948)","(33.589345327191545, 130.35410814447343)"
-629.578945156193,"[33.58945492099373, 130.3540897743128]","(7183, 7185)","(33.589345327191545, 130.35410814447343)","(33.589451551415515, 130.35407716326458)"
-635.3008615529178,"[33.58954603228121, 130.3540685178063]","(7183, 7185)","(33.589451551415515, 130.35407716326458)","(33.589541892654054, 130.3540530247581)"
