prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59331149374613, 130.3458833039448]","(6590, 6627)","(33.59332377318801, 130.34582714745065)","(33.59332377318801, 130.34582714745065)"
-36.93840748626744,"[33.5934017098356, 130.3459084500841]","(6590, 6627)","(33.59332377318801, 130.34582714745065)","(33.59341512016355, 130.3458471218079)"
-80.95961347498988,"[33.5934913647674, 130.3459334910198]","(6590, 6627)","(33.59341512016355, 130.3458471218079)","(33.5935059096338, 130.34586697425848)"
-116.28881665359884,"[33.593580516785, 130.3459450161367]","(6590, 6627)","(33.5935059096338, 130.34586697425848)","(33.59359339857018, 130.34588610499884)"
-175.5789772734214,"[33.59367025553583, 130.3459846834935]","(6590, 6627)","(33.59359339857018, 130.34588610499884)","(33.59368732037113, 130.3459066423795)"
-292.7510586439357,"[33.59378980242982, 130.346073364029]","(6590, 6627)","(33.59368732037113, 130.3459066423795)","(33.593819918487604, 130.34593563690433)"
-380.240859107399,"[33.59390313833355, 130.3460750823192]","(6627, 6641)","(33.593819918487604, 130.34593563690433)","(33.59397676523419, 130.34608315371742)"
-411.49689474825755,"[33.5940119566075, 130.3461006716359]","(6627, 6641)","(33.59397676523419, 130.34608315371742)","(33.59397528552592, 130.34609665154406)"
-546.3723778195229,"[33.59414504844099, 130.3461555066801]","(6627, 6648)","(33.59397528552592, 130.34609665154406)","(33.59418094788354, 130.34602605831213)"
-675.8900343916241,"[33.5942481626138, 130.3461755478106]","(6627, 6648)","(33.59418094788354, 130.34602605831213)","(33.59435899212352, 130.3461837034644)"
-693.4820769312998,"[33.59436917214989, 130.3461936527214]","(6627, 6648)","(33.59435899212352, 130.3461837034644)","(33.59435831875596, 130.34619285404852)"
-743.0803765420894,"[33.59441379740237, 130.3462517896018]","(6627, 6648)","(33.59435831875596, 130.34619285404852)","(33.59435430400559, 130.3462474116383)"
-749.5046058958704,"[33.59435251730829, 130.3463094403319]","(6627, 6648)","(33.59435430400559, 130.3462474116383)","(33.59434975443747, 130.34630923701945)"
-761.1880577945855,"[33.5943176653549, 130.3464054634146]","(6627, 6648)","(33.59434975443747, 130.34630923701945)","(33.594342538696964, 130.3464072937788)"
-783.966568192579,"[33.59426671176552, 130.3465032299332]","(6641, 6648)","(33.594342538696964, 130.3464072937788)","(33.59429595937355, 130.3464896777721)"
-828.9580374822792,"[33.59427608901969, 130.3466202203467]","(6646, 6648)","(33.59429595937355, 130.3464896777721)","(33.594331761874045, 130.34662114125106)"
-838.4046456418012,"[33.59430842849761, 130.3467587438695]","(6646, 6648)","(33.594331761874045, 130.34662114125106)","(33.59432947998047, 130.3467590920895)"
-844.829464834682,"[33.59431217520832, 130.3468652275673]","(6646, 6648)","(33.59432947998047, 130.3467590920895)","(33.5943277201027, 130.34686548470088)"
-861.2559852278927,"[33.59429350032806, 130.3469856084607]","(6646, 6648)","(33.5943277201027, 130.34686548470088)","(33.59432572427613, 130.3469861414884)"
-899.3033840616417,"[33.59437410070895, 130.3471088056735]","(6646, 6648)","(33.59432572427613, 130.3469861414884)","(33.59432370903249, 130.347107972127)"
-975.837796614947,"[33.59439829926341, 130.3472375349424]","(6646, 6648)","(33.59432370903249, 130.347107972127)","(33.59432158687794, 130.34723626601573)"
-1016.0664301381601,"[33.59437398336231, 130.3473544122002]","(6646, 6648)","(33.59432158687794, 130.34723626601573)","(33.59431964744734, 130.3473535134106)"
-1061.4000307417027,"[33.59437586929052, 130.3474748098574]","(6646, 6648)","(33.59431964744734, 130.3473535134106)","(33.5943176569678, 130.3474738469468)"
