prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59169413804411, 130.3454511753566]","(6590, 10552)","(33.591691470369874, 130.34546301567548)","(33.591691470369874, 130.34546301567548)"
-13.95780357796616,"[33.59183852470814, 130.3454594818226]","(6590, 10552)","(33.591691470369874, 130.34546301567548)","(33.5918306628274, 130.34549437632862)"
-21.000475052162933,"[33.59195066619068, 130.3455006704948]","(6590, 10552)","(33.5918306628274, 130.34549437632862)","(33.591946218457295, 130.3455204115039)"
-24.577265601958736,"[33.59204833212643, 130.3455393613599]","(6590, 10552)","(33.591946218457295, 130.3455204115039)","(33.59204746227039, 130.34554322216596)"
-28.26404813547033,"[33.59216286454684, 130.3455744312427]","(6590, 10552)","(33.59204746227039, 130.34554322216596)","(33.5921639813426, 130.34556947440888)"
-34.83577702992433,"[33.59227288750335, 130.345575709483]","(6590, 10552)","(33.5921639813426, 130.34556947440888)","(33.592268963202095, 130.34559312726867)"
-41.14109089721278,"[33.59237757328301, 130.3455990069828]","(6590, 10552)","(33.592268963202095, 130.34559312726867)","(33.59237358708904, 130.34561669947573)"
-47.434060341698185,"[33.59248263205736, 130.345622711005]","(6590, 10552)","(33.59237358708904, 130.34561669947573)","(33.592478653117894, 130.34564037129925)"
-52.7179506404306,"[33.59257857551201, 130.3456480243526]","(6590, 10552)","(33.592478653117894, 130.34564037129925)","(33.592575389256844, 130.34566216636313)"
-56.77329246056218,"[33.59265357259064, 130.3456712422244]","(6590, 10552)","(33.592575389256844, 130.34566216636313)","(33.592651741621474, 130.34567936887586)"
-60.76377969296409,"[33.59280617561526, 130.345721910829]","(6590, 6627)","(33.592651741621474, 130.34567936887586)","(33.59280783335535, 130.34571432963168)"
-76.74913077702016,"[33.59293161079622, 130.3457801021918]","(6590, 6627)","(33.59280783335535, 130.34571432963168)","(33.592939688383765, 130.34574316166942)"
-81.33394032090678,"[33.59303899797732, 130.3457600919438]","(6590, 6627)","(33.592939688383765, 130.34574316166942)","(33.59303799936523, 130.34576465880883)"
-85.88080592412796,"[33.59315657059997, 130.3457792849563]","(6590, 6627)","(33.59303799936523, 130.34576465880883)","(33.59315421219347, 130.34579007044985)"
-89.34123889527164,"[33.59324768188744, 130.3458094598077]","(6590, 6627)","(33.59315421219347, 130.34579007044985)","(33.5932474629413, 130.34581046109489)"
-92.77509831952597,"[33.59336741737425, 130.3458355065718]","(6590, 6627)","(33.5932474629413, 130.34581046109489)","(33.59336717022247, 130.34583663684936)"
-96.97950455068799,"[33.59348192464895, 130.3458711715698]","(6590, 6627)","(33.59336717022247, 130.34583663684936)","(33.59348389506273, 130.34586216044931)"
-106.2507371682255,"[33.59359740003347, 130.3459133786432]","(6590, 6627)","(33.59348389506273, 130.34586216044931)","(33.593602909078456, 130.3458881846111)"
-111.37103000668611,"[33.59371461256742, 130.3459262700103]","(6590, 6627)","(33.593602909078456, 130.3458881846111)","(33.5937174631814, 130.3459132335475)"
-124.3661605158324,"[33.5938314500112, 130.3459719849102]","(6590, 6627)","(33.5937174631814, 130.3459132335475)","(33.593838509138415, 130.34593970202306)"
-134.2674731170977,"[33.59392774760126, 130.3459869466073]","(6590, 6627)","(33.593838509138415, 130.34593970202306)","(33.59393353474575, 130.3459604807672)"
-158.56639775091594,"[33.59401072844266, 130.3461147496759]","(6627, 6641)","(33.59393353474575, 130.3459604807672)","(33.5939737459538, 130.34611069544584)"
-173.89206370752672,"[33.59402036763131, 130.3461843488089]","(6627, 6641)","(33.5939737459538, 130.34611069544584)","(33.59399494208999, 130.34619927136586)"
-181.74886441098334,"[33.59410050910301, 130.346340767695]","(6627, 6641)","(33.59399494208999, 130.34619927136586)","(33.594083758129734, 130.34635059904335)"
-205.74532228930414,"[33.59417629198506, 130.3464454995751]","(6627, 6641)","(33.594083758129734, 130.34635059904335)","(33.594138678710586, 130.34646143338745)"
-218.27217963666152,"[33.59422509560187, 130.3464880957013]","(6641, 6648)","(33.594138678710586, 130.34646143338745)","(33.59421116876037, 130.3464708919559)"
-222.92128496427685,"[33.59425594101995, 130.3464484122864]","(6641, 6648)","(33.59421116876037, 130.3464708919559)","(33.59424920959391, 130.34644009699542)"
-239.66432551321978,"[33.59430692266443, 130.3465593988011]","(6641, 6648)","(33.59424920959391, 130.34644009699542)","(33.59432863831461, 130.3465307430978)"
-252.3322657873675,"[33.59435571709982, 130.3466731311105]","(6646, 6648)","(33.59432863831461, 130.3465307430978)","(33.594330908679396, 130.34667272074563)"
-269.19046176839544,"[33.5943618568439, 130.3467927408687]","(6646, 6648)","(33.594330908679396, 130.34667272074563)","(33.5943289323928, 130.34679219625372)"
-323.75182092440906,"[33.59439081631935, 130.3469217383585]","(6646, 6648)","(33.5943289323928, 130.34679219625372)","(33.594326807105034, 130.34692067955947)"
-379.8121551086871,"[33.59438995088785, 130.3470486068449]","(6646, 6648)","(33.594326807105034, 130.34692067955947)","(33.594324708865884, 130.34704752765356)"
-389.0818015228983,"[33.59434055633246, 130.3471015301816]","(6646, 6648)","(33.594324708865884, 130.34704752765356)","(33.594323820170274, 130.34710125334283)"
-393.9946060409248,"[33.59433242588639, 130.3472406069099]","(6646, 6648)","(33.594323820170274, 130.34710125334283)","(33.59432151805823, 130.34724042647966)"
-398.6896224183234,"[33.59432946707457, 130.3473734055928]","(6646, 6648)","(33.59432151805823, 130.34724042647966)","(33.59431932117981, 130.34737323776596)"
-410.4955179887748,"[33.59434297032058, 130.347507566335]","(6646, 6648)","(33.59431932117981, 130.34737323776596)","(33.59431710628031, 130.34750713850877)"
-415.42637172383513,"[33.59432575389146, 130.3476179224722]","(6646, 6648)","(33.59431710628031, 130.34750713850877)","(33.59431527663037, 130.34761774916413)"
-434.38664491787756,"[33.59434888794421, 130.3476959747545]","(6646, 6648)","(33.59431527663037, 130.34761774916413)","(33.59431399222128, 130.347695397532)"
-467.70078452391823,"[33.59436234928071, 130.3477102239899]","(6646, 6648)","(33.59431399222128, 130.347695397532)","(33.594313760266346, 130.34770942026185)"
-499.2032020194785,"[33.59436142727136, 130.3477079944036]","(6646, 6648)","(33.594313760266346, 130.34770942026185)","(33.59431379688443, 130.34770720653253)"
-528.4332556122125,"[33.5943591641575, 130.3477262501887]","(6646, 6648)","(33.59431379688443, 130.34770720653253)","(33.59431349437258, 130.34772549474866)"
-541.7201678274953,"[33.59433980196118, 130.3477413208506]","(6646, 6648)","(33.59431349437258, 130.34772549474866)","(33.59431323985526, 130.34774088147742)"
-570.4584070064748,"[33.59435555155724, 130.347912429022]","(6646, 6648)","(33.59431323985526, 130.34774088147742)","(33.594310414576924, 130.34791168239525)"
-587.9379511365103,"[33.59434271886348, 130.3480133471362]","(6646, 6649)","(33.594310414576924, 130.34791168239525)","(33.594309, 130.3480133471362)"
-610.4479979337679,"[33.59434826768338, 130.3481001501254]","(6646, 6649)","(33.594309, 130.3480133471362)","(33.594309, 130.3481001501254)"
-632.6103088753082,"[33.59434793240725, 130.3481927701555]","(6646, 6649)","(33.594309, 130.3481001501254)","(33.594309, 130.3481927701555)"
