prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59039329181759, 130.3485489004574]","(9433, 9434)","(33.59037286250048, 130.34855259250264)","(33.59037286250048, 130.34855259250264)"
-9.81926540885824,"[33.59036412279455, 130.3486465663932]","(9433, 9434)","(33.59037286250048, 130.34855259250264)","(33.590387433994074, 130.34864749524561)"
-17.139490867956138,"[33.59036434072404, 130.3487812971048]","(9433, 9434)","(33.590387433994074, 130.34864749524561)","(33.59038207440204, 130.34878200371665)"
-33.51972363640863,"[33.59035798724143, 130.3488879819683]","(9433, 9434)","(33.59038207440204, 130.34878200371665)","(33.59038903508496, 130.34888139691122)"
-67.18334996024443,"[33.59036243803202, 130.3489970305286]","(9433, 9434)","(33.59038903508496, 130.34888139691122)","(33.590411235925814, 130.34898749496003)"
-83.55048564354296,"[33.59039777613579, 130.3490860295765]","(9433, 9434)","(33.590411235925814, 130.34898749496003)","(33.590429287271164, 130.34907987200353)"
-92.05667937764763,"[33.5904654683858, 130.3492023871563]","(9433, 9434)","(33.590429287271164, 130.34907987200353)","(33.59044831734101, 130.3492045030622)"
-102.7968866682688,"[33.5904720733255, 130.3493319043241]","(9433, 9434)","(33.59044831734101, 130.3492045030622)","(33.59044795793827, 130.3493329822468)"
-109.3835333729469,"[33.59046708609311, 130.3494051621578]","(9433, 9434)","(33.59044795793827, 130.3493329822468)","(33.590451215983094, 130.34940587152863)"
-118.75433492267541,"[33.59049513194113, 130.349524520459]","(9433, 9434)","(33.590451215983094, 130.34940587152863)","(33.590474653126535, 130.34953105725873)"
-122.24383008619178,"[33.59051285128443, 130.3496742044858]","(9433, 9434)","(33.590474653126535, 130.34953105725873)","(33.59051367527148, 130.3496741250497)"
-128.71140304936637,"[33.59054050318299, 130.349794082465]","(9433, 9434)","(33.59051367527148, 130.3496741250497)","(33.59052538026613, 130.3497955403835)"
-132.451521381953,"[33.59053063768296, 130.3498849422953]","(9433, 9434)","(33.59052538026613, 130.3497955403835)","(33.59053396806809, 130.3498846212309)"
-136.80207461660692,"[33.5905275782883, 130.3500123807512]","(9433, 9434)","(33.59053396806809, 130.3498846212309)","(33.590536150453666, 130.35001230984827)"
-140.83132051899264,"[33.5905418526694, 130.3501173389427]","(9433, 9434)","(33.590536150453666, 130.35001230984827)","(33.59054822048777, 130.3501165599449)"
-144.8394850110214,"[33.59055410701184, 130.3502214421801]","(9433, 9434)","(33.59054822048777, 130.3501165599449)","(33.59056094871433, 130.35022060521035)"
-149.04298790265727,"[33.59056347797959, 130.3503067531906]","(9433, 9434)","(33.59056094871433, 130.35022060521035)","(33.59057136940339, 130.35030578780473)"
-152.8551462783884,"[33.59059219953795, 130.3504386817674]","(9433, 9434)","(33.59057136940339, 130.35030578780473)","(33.59058769421782, 130.3504392329192)"
-174.68064507387675,"[33.59064034003168, 130.3505575564973]","(9433, 9434)","(33.59058769421782, 130.3504392329192)","(33.59060273198416, 130.35056215722324)"
-216.44399691991583,"[33.59067069928496, 130.3506661691985]","(9433, 9434)","(33.59060273198416, 130.35056215722324)","(33.59061547167911, 130.35067184622613)"
