prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59352840858846, 130.3621249013863]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.59349439606036, 130.36214510676373)"
-2.6634819120889186,"[33.59355513035501, 130.3622535518769]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.5935578565466, 130.36225193236393)"
-6.306535413702279,"[33.59362795207053, 130.3623640873752]","(8413, 8875)","(33.5935578565466, 130.36225193236393)","(33.5936253879084, 130.36236561063342)"
-16.90880721475911,"[33.59366348295807, 130.362478634464]","(8413, 8875)","(33.5936253879084, 130.36236561063342)","(33.59368495347366, 130.3624658797558)"
-83.6862183460325,"[33.59368386774658, 130.3625970707558]","(8413, 8875)","(33.59368495347366, 130.3624658797558)","(33.5937215, 130.3625274)"
-282.3188243529824,"[33.59371232430785, 130.3627151550077]","(8875, 8876)","(33.5937215, 130.3625274)","(33.5938651942749, 130.36283928746147)"
-389.58465574486934,"[33.59377987406551, 130.362804204347]","(8875, 8876)","(33.5938651942749, 130.36283928746147)","(33.5938595, 130.3628463)"
-400.1758661929197,"[33.59384838774204, 130.3628727683149]","(8875, 8876)","(33.5938595, 130.3628463)","(33.59384763098623, 130.36287242450183)"
-511.272124242842,"[33.5939097638285, 130.3629615822716]","(8875, 8876)","(33.59384763098623, 130.36287242450183)","(33.593824685502554, 130.36292292906288)"
-634.077613175465,"[33.59397591839879, 130.363080689805]","(8875, 8876)","(33.593824685502554, 130.36292292906288)","(33.59379386443206, 130.3629886669028)"
Path2
1,"[33.59352840858846, 130.3621249013863]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.59349439606036, 130.36214510676373)"
-2.6634819120889186,"[33.59355513035501, 130.3622535518769]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.5935578565466, 130.36225193236393)"
-6.306535413702279,"[33.59362795207053, 130.3623640873752]","(8413, 8875)","(33.5935578565466, 130.36225193236393)","(33.5936253879084, 130.36236561063342)"
-16.90880721475911,"[33.59366348295807, 130.362478634464]","(8413, 8875)","(33.5936253879084, 130.36236561063342)","(33.59368495347366, 130.3624658797558)"
-83.6862183460325,"[33.59368386774658, 130.3625970707558]","(8413, 8875)","(33.59368495347366, 130.3624658797558)","(33.5937215, 130.3625274)"
-211.6050106319266,"[33.59371232430785, 130.3627151550077]","(8413, 8875)","(33.5937215, 130.3625274)","(33.5937215, 130.3625274)"
-391.8608946616883,"[33.59377987406551, 130.362804204347]","(8875, 8876)","(33.5937215, 130.3625274)","(33.5938595, 130.3628463)"
-402.4521051097387,"[33.59384838774204, 130.3628727683149]","(8875, 8876)","(33.5938595, 130.3628463)","(33.59384763098623, 130.36287242450183)"
-513.548363159661,"[33.5939097638285, 130.3629615822716]","(8875, 8876)","(33.59384763098623, 130.36287242450183)","(33.593824685502554, 130.36292292906288)"
-636.353852092284,"[33.59397591839879, 130.363080689805]","(8875, 8876)","(33.593824685502554, 130.36292292906288)","(33.59379386443206, 130.3629886669028)"
Path3
1,"[33.59352840858846, 130.3621249013863]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.59349439606036, 130.36214510676373)"
-2.6634819120889186,"[33.59355513035501, 130.3622535518769]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.5935578565466, 130.36225193236393)"
-6.306535413702279,"[33.59362795207053, 130.3623640873752]","(8413, 8875)","(33.5935578565466, 130.36225193236393)","(33.5936253879084, 130.36236561063342)"
-16.90880721475911,"[33.59366348295807, 130.362478634464]","(8413, 8875)","(33.5936253879084, 130.36236561063342)","(33.59368495347366, 130.3624658797558)"
-83.6862183460325,"[33.59368386774658, 130.3625970707558]","(8413, 8875)","(33.59368495347366, 130.3624658797558)","(33.5937215, 130.3625274)"
-211.6050106319266,"[33.59371232430785, 130.3627151550077]","(8413, 8875)","(33.5937215, 130.3625274)","(33.5937215, 130.3625274)"
-338.89506273064126,"[33.59377987406551, 130.362804204347]","(8413, 8875)","(33.5937215, 130.3625274)","(33.59372503619529, 130.3625267012064)"
-429.16658982542253,"[33.59384838774204, 130.3628727683149]","(8875, 8876)","(33.59372503619529, 130.3625267012064)","(33.59384763098623, 130.36287242450183)"
-540.2628478753448,"[33.5939097638285, 130.3629615822716]","(8875, 8876)","(33.59384763098623, 130.36287242450183)","(33.593824685502554, 130.36292292906288)"
-663.0683368079679,"[33.59397591839879, 130.363080689805]","(8875, 8876)","(33.593824685502554, 130.36292292906288)","(33.59379386443206, 130.3629886669028)"
Path4
1,"[33.59352840858846, 130.3621249013863]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.59349439606036, 130.36214510676373)"
-2.6634819120889186,"[33.59355513035501, 130.3622535518769]","(8413, 8875)","(33.59349439606036, 130.36214510676373)","(33.5935578565466, 130.36225193236393)"
-6.306535413702279,"[33.59362795207053, 130.3623640873752]","(8413, 8875)","(33.5935578565466, 130.36225193236393)","(33.5936253879084, 130.36236561063342)"
-16.90880721475911,"[33.59366348295807, 130.362478634464]","(8413, 8875)","(33.5936253879084, 130.36236561063342)","(33.59368495347366, 130.3624658797558)"
