prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.591796875, 130.3564845678679]","(9413, 9563)","(33.591729473864724, 130.3565258981072)","(33.591729473864724, 130.3565258981072)"
-88.22104693297757,"[33.59176584522574, 130.356900327029]","(9413, 9563)","(33.591729473864724, 130.3565258981072)","(33.591843140216476, 130.35687056330457)"
-95.22972319310936,"[33.59188998121171, 130.3570005075357]","(9413, 9563)","(33.591843140216476, 130.35687056330457)","(33.59189276468516, 130.35699943571285)"
-99.58865187812769,"[33.59193449749945, 130.3570936137162]","(9563, 10479)","(33.59189276468516, 130.35699943571285)","(33.591926941137, 130.3570962004642)"
-103.37243172057448,"[33.59196414429097, 130.3572077920012]","(9563, 10479)","(33.591926941137, 130.3570962004642)","(33.59195903695441, 130.3572091417662)"
-112.28266824451762,"[33.59196814245878, 130.3573065643481]","(9563, 10479)","(33.59195903695441, 130.3572091417662)","(33.5919880091751, 130.3572995516219)"
-123.16147523271573,"[33.59199690915047, 130.3573951778285]","(9563, 10479)","(33.5919880091751, 130.3572995516219)","(33.59201981218482, 130.35738522211977)"
-132.13043858819458,"[33.59204229715614, 130.3574850988857]","(9563, 10479)","(33.59201981218482, 130.35738522211977)","(33.59206076591884, 130.35747424287754)"
-137.6180354137909,"[33.59208608421831, 130.35754254845]","(9563, 10479)","(33.59206076591884, 130.35747424287754)","(33.59209710750086, 130.35753606892308)"
-143.54359728188302,"[33.59214120361356, 130.3576401640944]","(9563, 10479)","(33.59209710750086, 130.35753606892308)","(33.592153906141945, 130.35763269750043)"
-170.62249669963475,"[33.59216506689189, 130.3577627410463]","(9563, 10479)","(33.592153906141945, 130.35763269750043)","(33.59220641950983, 130.35774722859642)"
-188.50708899528476,"[33.59221719394772, 130.3578746394537]","(9563, 10479)","(33.59220641950983, 130.35774722859642)","(33.59224964776834, 130.35786246517577)"
-195.16722118024813,"[33.59228180165736, 130.3579920028619]","(9563, 10479)","(33.59224964776834, 130.35786246517577)","(33.59229621281356, 130.35798659685983)"
-199.94042989736516,"[33.59232464156448, 130.3580918145649]","(9563, 10479)","(33.59229621281356, 130.35798659685983)","(33.592334320687165, 130.35808818367252)"
-203.59949241094316,"[33.59236586376428, 130.3581825905762]","(10477, 10479)","(33.592334320687165, 130.35808818367252)","(33.592369234353185, 130.3581813386432)"
-207.29121400990368,"[33.59241371604949, 130.3582889401636]","(10458, 10477)","(33.592369234353185, 130.3581813386432)","(33.59241008892005, 130.35829030038047)"
