prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59038838002234, 130.3479635586313]","(9555, 10508)","(33.59044978661183, 130.3479668098217)","(33.59044978661183, 130.3479668098217)"
-7.67430387399925,"[33.59043716688975, 130.3478651006057]","(9555, 10508)","(33.59044978661183, 130.3479668098217)","(33.59045512130702, 130.34786605120775)"
-13.62544714747084,"[33.59055394775569, 130.3478366021349]","(2203, 9555)","(33.59045512130702, 130.34786605120775)","(33.59055217667591, 130.3478525418529)"
-17.102374778666793,"[33.59068649707697, 130.3478689143717]","(2186, 2203)","(33.59055217667591, 130.3478525418529)","(33.59068667576232, 130.34786723047503)"
-90.91497862050159,"[33.59072011898606, 130.347682857076]","(2203, 10500)","(33.59068667576232, 130.34786723047503)","(33.59064762436774, 130.34767807306642)"
-99.32731555112336,"[33.59067518360316, 130.3475286384396]","(2203, 10500)","(33.59064762436774, 130.34767807306642)","(33.59065756248095, 130.34752747559995)"
-111.80804902669814,"[33.59070955778807, 130.3473988781966]","(2203, 10500)","(33.59065756248095, 130.34752747559995)","(33.590730708441704, 130.3474180170914)"
-115.25094439093368,"[33.59081185891628, 130.3472600319705]","(2203, 10500)","(33.590730708441704, 130.3474180170914)","(33.59081109152632, 130.34725993076603)"
-171.17038912731644,"[33.59088951928535, 130.3471536037938]","(2203, 10500)","(33.59081109152632, 130.34725993076603)","(33.59082621511043, 130.34714525514883)"
-177.1994303206125,"[33.59086446583606, 130.3469455848731]","(2199, 10500)","(33.59082621511043, 130.34714525514883)","(33.5908524, 130.3469469)"
-219.19417717997445,"[33.59093862472437, 130.3468929046116]","(2197, 2199)","(33.5908524, 130.3469469)","(33.590929111816415, 130.3469580942937)"
-340.20019154590767,"[33.59099614553488, 130.34676839144]","(2197, 9680)","(33.590929111816415, 130.3469580942937)","(33.5909678, 130.3469118)"
-394.6678488338755,"[33.59105370825491, 130.346644695504]","(9680, 9681)","(33.5909678, 130.3469118)","(33.59099805067333, 130.34663906377415)"
-401.4187697872929,"[33.59103720638304, 130.3464886286579]","(9680, 9681)","(33.59099805067333, 130.34663906377415)","(33.59102122005561, 130.34648420306445)"
-405.4008123843963,"[33.5910437547449, 130.346308644051]","(9680, 9681)","(33.59102122005561, 130.34648420306445)","(33.5910492574095, 130.34630923549386)"
-436.9178834960639,"[33.59111040896701, 130.3461755715512]","(9680, 9681)","(33.5910492574095, 130.34630923549386)","(33.591064158325025, 130.34617060039378)"
-442.8229072775493,"[33.59109142891466, 130.3460384701661]","(9680, 9681)","(33.591064158325025, 130.34617060039378)","(33.59107850933207, 130.34603708153068)"
-447.1454139252545,"[33.59109846761785, 130.3459305992633]","(9680, 9681)","(33.59107850933207, 130.34603708153068)","(33.5910899707585, 130.34592973431356)"
-487.12482062079505,"[33.59120289984494, 130.3458449655495]","(9680, 9681)","(33.5910899707585, 130.34592973431356)","(33.59119350832404, 130.34590708508696)"
-539.1978657371543,"[33.59134473841041, 130.3458542401254]","(9680, 9681)","(33.59119350832404, 130.34590708508696)","(33.59133354819963, 130.34592825696737)"
-614.3717779254031,"[33.59144048069938, 130.3458572366557]","(9680, 9681)","(33.59133354819963, 130.34592825696737)","(33.59141549828995, 130.34594265270317)"
-737.8268676730409,"[33.59152302149086, 130.3458350246123]","(9680, 9681)","(33.59141549828995, 130.34594265270317)","(33.5914372, 130.345949)"
Path2
1,"[33.59038838002234, 130.3479635586313]","(9555, 10508)","(33.59044978661183, 130.3479668098217)","(33.59044978661183, 130.3479668098217)"
-10.753381093083046,"[33.59043716688975, 130.3478651006057]","(2184, 9555)","(33.59044978661183, 130.3479668098217)","(33.59043993156623, 130.34784008028356)"
-17.117253182609247,"[33.59055394775569, 130.3478366021349]","(2203, 9555)","(33.59043993156623, 130.34784008028356)","(33.59055217667591, 130.3478525418529)"
-20.5941808138052,"[33.59068649707697, 130.3478689143717]","(2186, 2203)","(33.59055217667591, 130.3478525418529)","(33.59068667576232, 130.34786723047503)"
-94.40678465563998,"[33.59072011898606, 130.347682857076]","(2203, 10500)","(33.59068667576232, 130.34786723047503)","(33.59064762436774, 130.34767807306642)"
-102.81912158626176,"[33.59067518360316, 130.3475286384396]","(2203, 10500)","(33.59064762436774, 130.34767807306642)","(33.59065756248095, 130.34752747559995)"
-115.29985506183654,"[33.59070955778807, 130.3473988781966]","(2203, 10500)","(33.59065756248095, 130.34752747559995)","(33.590730708441704, 130.3474180170914)"
