prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59183894608928, 130.3556024982877]","(10467, 10476)","(33.59190010295475, 130.3555794666694)","(33.59190010295475, 130.3555794666694)"
-5.057268541327384,"[33.59197283946777, 130.3558684623617]","(10467, 10476)","(33.59190010295475, 130.3555794666694)","(33.59196828637211, 130.3558597927686)"
-63.262418344456385,"[33.59203716743141, 130.3557601080026]","(10467, 10476)","(33.59196828637211, 130.3558597927686)","(33.59197670719669, 130.35578287727043)"
-185.9857536074358,"[33.59214173167347, 130.3557841760389]","(10467, 10476)","(33.59197670719669, 130.35578287727043)","(33.591997633326976, 130.3558384433413)"
-242.8071421815264,"[33.59187268934546, 130.3560842649362]","(10469, 10476)","(33.591997633326976, 130.3558384433413)","(33.59185238392657, 130.35604581627894)"
-246.63440874926775,"[33.59198330322615, 130.3559829319179]","(10469, 10476)","(33.59185238392657, 130.35604581627894)","(33.59198071966293, 130.35597803989685)"
-250.21166962214357,"[33.59208459852598, 130.3559274018093]","(10469, 10476)","(33.59198071966293, 130.35597803989685)","(33.59208285499914, 130.35592410041147)"
-254.1893062951498,"[33.59213499262331, 130.3559047748617]","(10469, 10476)","(33.59208285499914, 130.35592410041147)","(33.592131602658974, 130.35589835590636)"
-273.8778235134728,"[33.59221272639333, 130.3559009638898]","(10469, 10476)","(33.592131602658974, 130.35589835590636)","(33.59219395772185, 130.35586542509)"
-311.36191917383866,"[33.59231288175432, 130.355735695111]","(10469, 10476)","(33.59219395772185, 130.35586542509)","(33.5923405176654, 130.35578802418036)"
-332.6705149239583,"[33.59235488347112, 130.3557283525638]","(10469, 10476)","(33.5923405176654, 130.35578802418036)","(33.59238730422231, 130.35574768200894)"
-342.2286312697324,"[33.59237084051929, 130.3557379498429]","(10469, 10476)","(33.59238730422231, 130.35574768200894)","(33.59238726745405, 130.35574774367936)"
-443.67963814209116,"[33.59247679825275, 130.3557608072929]","(10469, 10476)","(33.59238726745405, 130.35574774367936)","(33.5923957, 130.3557336)"
