edge_id,start,end,length,linestring,highway,oneway,reversed,lanes,name
13480,4356,4429,28.977,LINESTRING (131.6766738 32.5452458 131.6763771 32.5451726),tertiary,False,False,nan,nan
13481,4356,656,54.569,LINESTRING (131.6766738 32.5452458 131.6765079 32.5457162),tertiary,False,False,nan,nan
13482,4356,4670,150.016,LINESTRING (131.6766738 32.5452458 131.6767764 32.5448833 131.6768283 32.5445807 131.6768446 32.5443396 131.6768333 32.5441266 131.6768113 32.5439114),tertiary,False,True,nan,nan
13483,4357,4663,23.065,LINESTRING (131.6603525 32.5513882 131.6603258 32.5515944),residential,False,False,nan,nan
13484,4357,4664,37.714,LINESTRING (131.6603525 32.5513882 131.6601434 32.5513786 131.660066 32.5513688 131.6599837 32.5513502 131.6599562 32.5513412),unclassified,False,False,nan,nan
13485,4357,792,139.832,LINESTRING (131.6603525 32.5513882 131.6605537 32.5514107 131.6611806 32.5513941 131.6612169 32.5513646 131.6612438 32.551237 131.6613148 32.550856),unclassified,False,True,nan,nan
13486,4357,4659,228.78099999999995,LINESTRING (131.6603525 32.5513882 131.6604063 32.5512527 131.6604117 32.5511905 131.6603889 32.5510472 131.6603915 32.5508924 131.6603473 32.550656 131.6603591 32.5504639 131.6603553 32.5504275 131.6602883 32.5502596 131.6602764 32.5501813 131.6603186 32.5499135 131.6603354 32.5498604 131.6603985 32.5497523 131.6604253 32.5496505 131.6604146 32.5495669 131.6603368 32.5494448 131.6603207 32.5493905),residential,False,True,nan,nan
13487,4358,849,30.599,LINESTRING (131.666109 32.553287 131.6664143 32.5533845),residential,False,False,nan,nan
13488,4358,4560,74.046,LINESTRING (131.666109 32.553287 131.6663499 32.5526528),residential,False,True,nan,nan
13489,4358,3208,80.045,LINESTRING (131.666109 32.553287 131.6659178 32.553226 131.6658723 32.5526798),residential,False,True,nan,nan
13490,4359,800,85.13,LINESTRING (131.6690153 32.5502707 131.6689647 32.5510351),residential,False,False,nan,nan
13491,4359,763,85.669,LINESTRING (131.6690153 32.5502707 131.669073 32.5495018),residential,False,True,nan,nan
13492,4359,3840,32.619,LINESTRING (131.6690153 32.5502707 131.6686678 32.5502547),residential,False,False,nan,nan
13493,4359,3803,118.229,LINESTRING (131.6690153 32.5502707 131.6693519 32.5502846 131.6693376 32.5505529 131.6693436 32.5507211 131.6693985 32.5510603),residential,False,True,nan,nan
13494,4360,3215,39.857,LINESTRING (131.6660947 32.5487673 131.6660516 32.5491239),residential,False,True,nan,nan
13495,4360,4360,197.153,LINESTRING (131.6660947 32.5487673 131.6661515 32.5482036 131.6657856 32.5481716 131.6657173 32.5487472 131.6660947 32.5487673),residential,False,[False True],nan,nan
13496,4360,4360,197.153,LINESTRING (131.6660947 32.5487673 131.6657173 32.5487472 131.6657856 32.5481716 131.6661515 32.5482036 131.6660947 32.5487673),residential,False,[False True],nan,nan
13497,4360,750,99.692,LINESTRING (131.6660947 32.5487673 131.6665764 32.5487916 131.6666114 32.5488196 131.6665838 32.5492681),residential,False,True,nan,nan
13498,4361,4578,3.709,LINESTRING (131.6683458 32.5538164 131.6683066 32.5538118),unclassified,False,False,nan,nan
13499,4361,4580,75.375,LINESTRING (131.6683458 32.5538164 131.668656 32.5538807 131.6691284 32.5539724),unclassified,False,True,nan,nan
13500,4361,4577,124.01,LINESTRING (131.6683458 32.5538164 131.6682691 32.5542675 131.6682396 32.5542855 131.668076 32.5542686 131.6680532 32.5542471 131.6681473 32.5537929),residential,False,True,nan,nan
13501,4362,4584,8.802,LINESTRING (131.6710758 32.5550081 131.6709987 32.5549629),unclassified,False,True,nan,nan
13502,4362,3782,57.101,LINESTRING (131.6710758 32.5550081 131.6716151 32.5547692),unclassified,False,False,nan,nan
13503,4362,4594,77.985,LINESTRING (131.6710758 32.5550081 131.6716846 32.5553467 131.6717731 32.5553906),unclassified,False,False,nan,nan
13504,4363,4349,74.764,LINESTRING (131.6753864 32.5353034 131.6756305 32.5352175 131.6756251 32.5351078 131.6760046 32.534994),service,False,True,nan,nan
13505,4364,597,429.9620000000001,LINESTRING (131.6789998 32.5382477 131.6785803 32.5396998 131.6784669 32.5400924 131.678366 32.5407562 131.6783254 32.5417107 131.678334 32.5420544),trunk,True,False,nan,国道10号
13506,4365,4350,157.247,LINESTRING (131.6775866 32.5404624 131.6777857 32.5405183 131.677867 32.5405222 131.6779345 32.5405135 131.6779813 32.540489 131.6780107 32.5404565 131.6780164 32.5404245 131.6780067 32.540398 131.6779825 32.5403722 131.6779482 32.5403524 131.6776835 32.5402707 131.6776425 32.5402498 131.6775996 32.5402222 131.6775668 32.5401907 131.6775445 32.5401786 131.6774342 32.5401262 131.6769936 32.5399746),residential,False,True,nan,nan
13507,4366,557,13.564,LINESTRING (131.6780224 32.538927 131.6779706 32.5390409),residential,False,True,nan,nan
13508,4367,4372,51.631,LINESTRING (131.6781583 32.5393855 131.6776218 32.5392804),residential,False,True,nan,nan
13509,4367,556,33.592,LINESTRING (131.6781583 32.5393855 131.6782305 32.5390896),residential,False,False,nan,nan
13510,4367,4368,33.697,LINESTRING (131.6781583 32.5393855 131.6780829 32.5396818),residential,False,True,nan,nan
13511,4368,4367,33.697,LINESTRING (131.6780829 32.5396818 131.6781583 32.5393855),residential,False,False,nan,nan
13512,4368,4370,50.921,LINESTRING (131.6780829 32.5396818 131.6775517 32.539586),residential,False,True,nan,nan
13513,4368,4370,116.661,LINESTRING (131.6780829 32.5396818 131.6780117 32.5399586 131.6779811 32.5399801 131.6774908 32.5398871 131.6774815 32.5398657 131.6775517 32.539586),residential,False,True,nan,nan
13514,4369,556,12.894,LINESTRING (131.6782624 32.5389768 131.6782305 32.5390896),residential,False,True,nan,nan
13515,4370,4372,34.611,LINESTRING (131.6775517 32.539586 131.6776218 32.5392804),residential,False,True,nan,nan
13516,4370,4368,50.921,LINESTRING (131.6775517 32.539586 131.6780829 32.5396818),residential,False,False,nan,nan
13517,4370,4368,116.661,LINESTRING (131.6775517 32.539586 131.6774815 32.5398657 131.6774908 32.5398871 131.6779811 32.5399801 131.6780117 32.5399586 131.6780829 32.5396818),residential,False,False,nan,nan
13518,4371,4372,3.773,LINESTRING (131.6775826 32.5392727 131.6776218 32.5392804),residential,False,False,nan,nan
13519,4371,4350,96.441,LINESTRING (131.6775826 32.5392727 131.6775746 32.5392793 131.6775096 32.5393274 131.6774642 32.539389 131.6772892 32.5395433 131.6771922 32.5396616 131.6770419 32.5399085 131.6769936 32.5399746),residential,False,False,nan,nan
13520,4371,557,45.407,LINESTRING (131.6775826 32.5392727 131.6776308 32.5392328 131.6776838 32.5391978 131.6778772 32.5391238 131.6779507 32.5390698 131.6779706 32.5390409),residential,False,True,nan,nan
13521,4372,4367,51.631,LINESTRING (131.6776218 32.5392804 131.6781583 32.5393855),residential,False,False,nan,nan
13522,4372,4371,3.773,LINESTRING (131.6776218 32.5392804 131.6775826 32.5392727),residential,False,True,nan,nan
13523,4372,4370,34.611,LINESTRING (131.6776218 32.5392804 131.6775517 32.539586),residential,False,False,nan,nan
13524,4373,4671,46.962,LINESTRING (131.6771496 32.5431463 131.6766573 32.5432247),residential,False,True,nan,nan
13525,4373,4670,121.97,LINESTRING (131.6771496 32.5431463 131.6772712 32.5438418 131.6768113 32.5439114),residential,False,True,nan,nan
13526,4373,4674,147.727,LINESTRING (131.6771496 32.5431463 131.6772618 32.5431285 131.6772873 32.5430864 131.6773222 32.5426071 131.6772967 32.542589 131.6765087 32.5427182),residential,False,False,nan,nan
13527,4374,4385,194.374,LINESTRING (131.6775078 32.5419639 131.677712 32.5420049 131.6777871 32.5419631 131.6780245 32.5410627 131.6773469 32.5410196),residential,False,[False True],nan,nan
13528,4374,606,121.103,LINESTRING (131.6775078 32.5419639 131.6772721 32.5419075 131.6770364 32.5418692 131.6768098 32.5418602 131.6765765 32.5418687 131.6763378 32.5418862 131.6762402 32.541923),residential,False,True,nan,nan
13529,4374,4375,46.234,LINESTRING (131.6775078 32.5419639 131.6774445 32.5421446 131.6771843 32.5422045),residential,False,False,nan,nan
13530,4375,4374,46.234,LINESTRING (131.6771843 32.5422045 131.6774445 32.5421446 131.6775078 32.5419639),residential,False,True,nan,nan
13531,4376,4385,66.959,LINESTRING (131.6766346 32.5409744 131.6773469 32.5410196),residential,False,False,nan,nan
13532,4376,4377,24.616,LINESTRING (131.6766346 32.5409744 131.6766193 32.5411954),residential,False,False,nan,nan
13533,4376,591,97.995,LINESTRING (131.6766346 32.5409744 131.6766051 32.5409608 131.6763354 32.5409496 131.6762979 32.5408739 131.6757534 32.5408388 131.675656 32.5408503),residential,False,True,nan,nan
13534,4377,4376,24.616,LINESTRING (131.6766193 32.5411954 131.6766346 32.5409744),residential,False,True,nan,nan
13535,4377,4380,27.408,LINESTRING (131.6766193 32.5411954 131.6769111 32.541211),residential,False,False,nan,nan
13536,4377,4378,11.008,LINESTRING (131.6766193 32.5411954 131.6765021 32.5411892),residential,False,True,nan,nan
13537,4378,4377,11.008,LINESTRING (131.6765021 32.5411892 131.6766193 32.5411954),residential,False,False,nan,nan
13538,4379,4380,39.68,LINESTRING (131.6773335 32.5412344 131.6769111 32.541211),residential,False,True,nan,nan
13539,4379,4385,23.918,LINESTRING (131.6773335 32.5412344 131.6773469 32.5410196),residential,False,False,nan,nan
13540,4379,4383,23.167,LINESTRING (131.6773335 32.5412344 131.6773215 32.5414425),residential,False,True,nan,nan
13541,4380,4379,39.68,LINESTRING (131.6769111 32.541211 131.6773335 32.5412344),residential,False,False,nan,nan
13542,4380,4377,27.408,LINESTRING (131.6769111 32.541211 131.6766193 32.5411954),residential,False,True,nan,nan
13543,4380,4381,33.772,LINESTRING (131.6769111 32.541211 131.6768816 32.5415137),residential,False,False,nan,nan
13544,4381,4380,33.772,LINESTRING (131.6768816 32.5415137 131.6769111 32.541211),residential,False,True,nan,nan
13545,4382,4383,57.431,LINESTRING (131.6767099 32.5414119 131.6773215 32.5414425),residential,False,False,nan,nan
13546,4383,4382,57.431,LINESTRING (131.6773215 32.5414425 131.6767099 32.5414119),residential,False,True,nan,nan
13547,4383,4379,23.167,LINESTRING (131.6773215 32.5414425 131.6773335 32.5412344),residential,False,False,nan,nan
13548,4383,4384,9.433,LINESTRING (131.6773215 32.5414425 131.6773188 32.5415273),residential,False,True,nan,nan
13549,4384,4383,9.433,LINESTRING (131.6773188 32.5415273 131.6773215 32.5414425),residential,False,False,nan,nan
13550,4385,4376,66.959,LINESTRING (131.6773469 32.5410196 131.6766346 32.5409744),residential,False,True,nan,nan
13551,4385,4379,23.918,LINESTRING (131.6773469 32.5410196 131.6773335 32.5412344),residential,False,True,nan,nan
13552,4385,4374,194.374,LINESTRING (131.6773469 32.5410196 131.6780245 32.5410627 131.6777871 32.5419631 131.677712 32.5420049 131.6775078 32.5419639),residential,False,[False True],nan,nan
13553,4386,558,112.22400000000002,LINESTRING (131.6753429 32.5399828 131.6754615 32.5397947 131.6752629 32.5395535 131.6748868 32.5391635),residential,False,True,nan,nan
13554,4386,575,24.829,LINESTRING (131.6753429 32.5399828 131.6752137 32.5400059 131.6750872 32.54004),unclassified,False,False,nan,nan
13555,4386,572,49.109,LINESTRING (131.6753429 32.5399828 131.675581 32.5399677 131.675743 32.5399677 131.6758654 32.5399789),unclassified,False,True,nan,nan
13556,4387,4389,39.565,LINESTRING (131.6753061 32.5373633 131.6756863 32.5375178),residential,False,False,nan,nan
13557,4387,513,92.737,LINESTRING (131.6753061 32.5373633 131.6754276 32.5371923 131.6755133 32.5370263 131.6755169 32.5369865 131.6755187 32.5368281 131.6754596 32.5365777),unclassified,False,False,nan,nan
13558,4387,554,216.955,LINESTRING (131.6753061 32.5373633 131.6751501 32.5375933 131.6750514 32.5377089 131.6745227 32.5381669 131.6744304 32.5382289 131.6744153 32.5382601 131.6743541 32.5387239 131.6743375 32.5387686 131.6742263 32.5389062 131.6741335 32.5389536),unclassified,False,True,nan,nan
13559,4388,4389,17.968,LINESTRING (131.6758611 32.5375841 131.6756863 32.5375178),residential,False,True,nan,nan
13560,4389,4388,17.968,LINESTRING (131.6756863 32.5375178 131.6758611 32.5375841),residential,False,False,nan,nan
13561,4389,4387,39.565,LINESTRING (131.6756863 32.5375178 131.6753061 32.5373633),residential,False,True,nan,nan
13562,4389,4391,29.441,LINESTRING (131.6756863 32.5375178 131.6755509 32.5377567),residential,False,False,nan,nan
13563,4390,4391,56.463,LINESTRING (131.6760918 32.5379801 131.6755509 32.5377567),residential,False,False,nan,nan
13564,4391,4389,29.441,LINESTRING (131.6755509 32.5377567 131.6756863 32.5375178),residential,False,True,nan,nan
13565,4391,4390,56.463,LINESTRING (131.6755509 32.5377567 131.6760918 32.5379801),residential,False,True,nan,nan
13566,4391,8759,118.87,LINESTRING (131.6755509 32.5377567 131.6754361 32.5379446 131.6754428 32.5379729 131.6756003 32.5380129 131.6757116 32.5380525 131.6758417 32.5381197 131.6760657 32.5380451 131.676088 32.5380502 131.6760785 32.5380725 131.6761178 32.5381567 131.6761289 32.5382793),['residential' 'footway'],False,False,nan,nan
13567,4392,4346,11.394,LINESTRING (131.6753476 32.5358761 131.6752357 32.5359161),residential,False,True,nan,nan
13568,4392,4393,135.45,LINESTRING (131.6753476 32.5358761 131.6753757 32.5358444 131.6753865 32.5358004 131.6753784 32.5356975 131.6753945 32.5356115 131.675416 32.5355889 131.6754562 32.5355742 131.6756131 32.5355867 131.6757057 32.5356104 131.6757338 32.5356296 131.675907 32.5362451),residential,False,False,nan,nan
13569,4392,4394,52.71,LINESTRING (131.6753476 32.5358761 131.6753826 32.5359466 131.6754698 32.5360269 131.6755704 32.5363029),residential,False,False,nan,nan
13570,4393,4392,135.45000000000002,LINESTRING (131.675907 32.5362451 131.6757338 32.5356296 131.6757057 32.5356104 131.6756131 32.5355867 131.6754562 32.5355742 131.675416 32.5355889 131.6753945 32.5356115 131.6753784 32.5356975 131.6753865 32.5358004 131.6753757 32.5358444 131.6753476 32.5358761),residential,False,True,nan,nan
13571,4394,4392,52.71,LINESTRING (131.6755704 32.5363029 131.6754698 32.5360269 131.6753826 32.5359466 131.6753476 32.5358761),residential,False,True,nan,nan
13572,4395,4347,75.30799999999999,LINESTRING (131.675947 32.5356279 131.6758705 32.535594 131.6757793 32.5355612 131.6756642 32.5355341 131.6755046 32.535525 131.6751674 32.5355478),residential,False,True,nan,nan
13573,4396,4348,60.153,LINESTRING (131.6742746 32.5351525 131.6748382 32.5348939),residential,False,True,nan,nan
13574,4397,4348,44.1,LINESTRING (131.6750421 32.5352513 131.6750055 32.5351848 131.6748382 32.5348939),unclassified,False,False,nan,nan
13575,4397,4347,35.097,LINESTRING (131.6750421 32.5352513 131.6751042 32.535364 131.6751674 32.5355478),unclassified,False,True,nan,nan
13576,4397,4399,22.355,LINESTRING (131.6750421 32.5352513 131.6749143 32.5353871 131.6749007 32.5354123),residential,False,False,nan,nan
13577,4398,4399,27.045,LINESTRING (131.6746582 32.5355296 131.6748513 32.5354629 131.6748862 32.5354391 131.6749007 32.5354123),residential,False,True,nan,nan
13578,4399,4400,19.886,LINESTRING (131.6749007 32.5354123 131.6747976 32.535256),residential,False,False,nan,nan
13579,4399,4398,27.045,LINESTRING (131.6749007 32.5354123 131.6748862 32.5354391 131.6748513 32.5354629 131.6746582 32.5355296),residential,False,False,nan,nan
13580,4399,4397,22.355,LINESTRING (131.6749007 32.5354123 131.6749143 32.5353871 131.6750421 32.5352513),residential,False,True,nan,nan
13581,4400,4399,19.886,LINESTRING (131.6747976 32.535256 131.6749007 32.5354123),residential,False,True,nan,nan
13582,4401,4346,18.688,LINESTRING (131.6750397 32.5359468 131.6752357 32.5359161),residential,False,True,nan,nan
13583,4402,575,27.388,LINESTRING (131.6749131 32.5398422 131.6750872 32.54004),tertiary,False,False,nan,nan
13584,4402,4403,5.635,LINESTRING (131.6749131 32.5398422 131.674868 32.5398757),residential,False,False,nan,nan
13585,4402,565,79.544,LINESTRING (131.6749131 32.5398422 131.6745306 32.5394076 131.674407 32.539268),tertiary,False,True,nan,nan
13586,4403,4402,5.635,LINESTRING (131.674868 32.5398757 131.6749131 32.5398422),residential,False,True,nan,nan
13587,4403,4405,62.541,LINESTRING (131.674868 32.5398757 131.6746847 32.5404165),residential,False,False,nan,nan
13588,4403,4404,108.471,LINESTRING (131.674868 32.5398757 131.674392 32.5398056 131.6743692 32.5397593 131.6743437 32.5397254 131.6742914 32.5397062 131.6742565 32.5396915 131.6741682 32.5396982 131.6737983 32.5397791),residential,False,False,nan,nan
13589,4404,574,30.245,LINESTRING (131.6737983 32.5397791 131.6738541 32.540047),residential,False,False,nan,nan
13590,4404,551,96.763,LINESTRING (131.6737983 32.5397791 131.6737439 32.5394795 131.6736582 32.538917),residential,False,True,nan,nan
13591,4404,4403,108.471,LINESTRING (131.6737983 32.5397791 131.6741682 32.5396982 131.6742565 32.5396915 131.6742914 32.5397062 131.6743437 32.5397254 131.6743692 32.5397593 131.674392 32.5398056 131.674868 32.5398757),residential,False,True,nan,nan
13592,4404,4483,136.632,LINESTRING (131.6737983 32.5397791 131.6733779 32.539842 131.6732331 32.5389818),residential,False,True,nan,nan
13593,4405,585,2.649,LINESTRING (131.6746847 32.5404165 131.674657 32.5404118),unclassified,False,True,nan,nan
13594,4405,4403,62.541,LINESTRING (131.6746847 32.5404165 131.674868 32.5398757),residential,False,True,nan,nan
13595,4405,586,71.799,LINESTRING (131.6746847 32.5404165 131.6750569 32.5404666 131.6754444 32.5404956),unclassified,False,False,nan,nan
13596,4406,4407,23.941,LINESTRING (131.6743638 32.5400843 131.6741091 32.5400684),residential,False,True,nan,nan
13597,4407,4406,23.941,LINESTRING (131.6741091 32.5400684 131.6743638 32.5400843),residential,False,False,nan,nan
13598,4407,574,24.022,LINESTRING (131.6741091 32.5400684 131.6738541 32.540047),residential,False,True,nan,nan
13599,4407,4408,27.139,LINESTRING (131.6741091 32.5400684 131.6741159 32.5403124),residential,False,False,nan,nan
13600,4408,585,51.912,LINESTRING (131.6741159 32.5403124 131.674657 32.5404118),unclassified,False,False,nan,nan
13601,4408,4486,2.83,LINESTRING (131.6741159 32.5403124 131.6740864 32.540307),unclassified,False,True,nan,nan
13602,4408,4407,27.139,LINESTRING (131.6741159 32.5403124 131.6741091 32.5400684),residential,False,True,nan,nan
13603,4409,4413,26.198,LINESTRING (131.6753293 32.5409353 131.6750608 32.5410007),residential,False,False,nan,nan
13604,4409,591,32.05,LINESTRING (131.6753293 32.5409353 131.675656 32.5408503),residential,False,True,nan,nan
13605,4409,4410,20.795,LINESTRING (131.6753293 32.5409353 131.6754346 32.5410999),residential,False,False,nan,nan
13606,4410,600,46.115,LINESTRING (131.6754346 32.5410999 131.6756253 32.5414822),residential,False,False,nan,nan
13607,4410,4409,20.795,LINESTRING (131.6754346 32.5410999 131.6753293 32.5409353),residential,False,True,nan,nan
13608,4410,4411,24.874,LINESTRING (131.6754346 32.5410999 131.6753014 32.5411543 131.6751859 32.5411718),residential,False,False,nan,nan
13609,4411,4413,22.349,LINESTRING (131.6751859 32.5411718 131.6750608 32.5410007),residential,False,True,nan,nan
13610,4411,4412,12.596,LINESTRING (131.6751859 32.5411718 131.6751769 32.5412032 131.67509 32.5412377),residential,False,False,nan,nan
13611,4411,4410,24.874,LINESTRING (131.6751859 32.5411718 131.6753014 32.5411543 131.6754346 32.5410999),residential,False,True,nan,nan
13612,4412,4411,12.596,LINESTRING (131.67509 32.5412377 131.6751769 32.5412032 131.6751859 32.5411718),residential,False,True,nan,nan
13613,4413,4409,26.198,LINESTRING (131.6750608 32.5410007 131.6753293 32.5409353),residential,False,True,nan,nan
13614,4413,4411,22.349,LINESTRING (131.6750608 32.5410007 131.6751859 32.5411718),residential,False,False,nan,nan
13615,4413,592,48.504000000000005,LINESTRING (131.6750608 32.5410007 131.6746178 32.5411103 131.6745648 32.5411249),residential,False,False,nan,nan
13616,4414,4416,4.877,LINESTRING (131.6760938 32.5432252 131.6761433 32.5432387),residential,False,True,nan,nan
13617,4414,4422,48.104,LINESTRING (131.6760938 32.5432252 131.6760616 32.5432297 131.6757811 32.5434825 131.6757417 32.5435312),residential,False,False,nan,nan
13618,4414,4673,65.636,LINESTRING (131.6760938 32.5432252 131.6761568 32.5429999 131.6764935 32.5429739 131.6765782 32.5429553),residential,False,True,nan,nan
13619,4415,4422,64.475,LINESTRING (131.6754245 32.5440433 131.6756068 32.5436979 131.6757417 32.5435312),residential,False,True,nan,nan
13620,4416,4414,4.877,LINESTRING (131.6761433 32.5432387 131.6760938 32.5432252),residential,False,False,nan,nan
13621,4416,4418,38.56,LINESTRING (131.6761433 32.5432387 131.6762446 32.5435748),residential,False,False,nan,nan
13622,4416,4672,47.862,LINESTRING (131.6761433 32.5432387 131.6762707 32.54325 131.676429 32.5432183 131.6766441 32.5431802),residential,False,True,nan,nan
13623,4417,4418,15.062,LINESTRING (131.6762841 32.5437061 131.6762446 32.5435748),residential,False,True,nan,nan
13624,4417,4420,42.955,LINESTRING (131.6762841 32.5437061 131.6758422 32.5438084),residential,False,False,nan,nan
13625,4417,622,45.17,LINESTRING (131.6762841 32.5437061 131.6767499 32.543602),residential,False,True,nan,nan
13626,4418,4417,15.062,LINESTRING (131.6762446 32.5435748 131.6762841 32.5437061),residential,False,False,nan,nan
13627,4418,4416,38.56,LINESTRING (131.6762446 32.5435748 131.6761433 32.5432387),residential,False,True,nan,nan
13628,4418,4419,29.43,LINESTRING (131.6762446 32.5435748 131.6759408 32.5436416),residential,False,False,nan,nan
13629,4419,4418,29.43,LINESTRING (131.6759408 32.5436416 131.6762446 32.5435748),residential,False,True,nan,nan
13630,4420,4421,5.903,LINESTRING (131.6758422 32.5438084 131.6757873 32.5438344),residential,False,False,nan,nan
13631,4420,4417,42.955,LINESTRING (131.6758422 32.5438084 131.6762841 32.5437061),residential,False,True,nan,nan
13632,4420,4422,32.231,LINESTRING (131.6758422 32.5438084 131.6757417 32.5435312),residential,False,False,nan,nan
13633,4421,4420,5.903,LINESTRING (131.6757873 32.5438344 131.6758422 32.5438084),residential,False,True,nan,nan
13634,4422,4420,32.231,LINESTRING (131.6757417 32.5435312 131.6758422 32.5438084),residential,False,True,nan,nan
13635,4422,4415,64.475,LINESTRING (131.6757417 32.5435312 131.6756068 32.5436979 131.6754245 32.5440433),residential,False,False,nan,nan
13636,4422,4414,48.104,LINESTRING (131.6757417 32.5435312 131.6757811 32.5434825 131.6760616 32.5432297 131.6760938 32.5432252),residential,False,True,nan,nan
13637,4423,4431,11.991,LINESTRING (131.6760757 32.5451181 131.6759486 32.5451059),tertiary,False,False,nan,nan
13638,4423,4425,86.985,LINESTRING (131.6760757 32.5451181 131.6761843 32.5443412),residential,False,False,nan,nan
13639,4423,4429,28.99,LINESTRING (131.6760757 32.5451181 131.6761937 32.5451289 131.6763771 32.5451726),tertiary,False,True,nan,nan
13640,4424,4425,14.235,LINESTRING (131.6762043 32.5442143 131.6761843 32.5443412),residential,False,True,nan,nan
13641,4425,4424,14.235,LINESTRING (131.6761843 32.5443412 131.6762043 32.5442143),residential,False,False,nan,nan
13642,4425,4423,86.985,LINESTRING (131.6761843 32.5443412 131.6760757 32.5451181),residential,False,True,nan,nan
13643,4425,4426,110.359,LINESTRING (131.6761843 32.5443412 131.6759468 32.5443172 131.67592 32.5443409 131.6758222 32.5450945),residential,False,False,nan,nan
13644,4426,4427,44.902,LINESTRING (131.6758222 32.5450945 131.6753459 32.5450514),tertiary,False,False,nan,nan
13645,4426,4431,11.916,LINESTRING (131.6758222 32.5450945 131.6759486 32.5451059),tertiary,False,True,nan,nan
13646,4426,4425,110.359,LINESTRING (131.6758222 32.5450945 131.67592 32.5443409 131.6759468 32.5443172 131.6761843 32.5443412),residential,False,True,nan,nan
13647,4427,650,45.552,LINESTRING (131.6753459 32.5450514 131.674863 32.5450054),tertiary,False,False,nan,nan
13648,4427,4426,44.902,LINESTRING (131.6753459 32.5450514 131.6758222 32.5450945),tertiary,False,True,nan,nan
13649,4427,4428,23.705,LINESTRING (131.6753459 32.5450514 131.6753757 32.5448397),residential,False,False,nan,nan
13650,4428,4427,23.705,LINESTRING (131.6753757 32.5448397 131.6753459 32.5450514),residential,False,True,nan,nan
13651,4428,4428,153.048,LINESTRING (131.6753757 32.5448397 131.6754439 32.544356 131.6754721 32.5443357 131.6756505 32.5443538 131.6756719 32.54439 131.6756022 32.5448604 131.6753757 32.5448397),residential,False,False,nan,nan
13652,4428,4428,153.048,LINESTRING (131.6753757 32.5448397 131.6756022 32.5448604 131.6756719 32.54439 131.6756505 32.5443538 131.6754721 32.5443357 131.6754439 32.544356 131.6753757 32.5448397),residential,False,True,nan,nan
13653,4429,4356,28.977,LINESTRING (131.6763771 32.5451726 131.6766738 32.5452458),tertiary,False,True,nan,nan
13654,4429,4430,32.701,LINESTRING (131.6763771 32.5451726 131.6762633 32.5454506),residential,False,False,nan,nan
13655,4429,4423,28.99,LINESTRING (131.6763771 32.5451726 131.6761937 32.5451289 131.6760757 32.5451181),tertiary,False,False,nan,nan
13656,4430,4429,32.701,LINESTRING (131.6762633 32.5454506 131.6763771 32.5451726),residential,False,True,nan,nan
13657,4431,4426,11.916,LINESTRING (131.6759486 32.5451059 131.6758222 32.5450945),tertiary,False,False,nan,nan
13658,4431,4423,11.991,LINESTRING (131.6759486 32.5451059 131.6760757 32.5451181),tertiary,False,True,nan,nan
13659,4431,4432,25.785,LINESTRING (131.6759486 32.5451059 131.6759374 32.5453376),residential,False,False,nan,nan
13660,4432,4433,40.086,LINESTRING (131.6759374 32.5453376 131.67592 32.5456978),residential,False,False,nan,nan
13661,4432,4431,25.785,LINESTRING (131.6759374 32.5453376 131.6759486 32.5451059),residential,False,True,nan,nan
13662,4432,4434,88.856,LINESTRING (131.6759374 32.5453376 131.6753058 32.5453146 131.6752803 32.5452841 131.675279 32.54524 131.6751076 32.5452236 131.6750781 32.5451931),residential,False,False,nan,nan
13663,4433,4432,40.086,LINESTRING (131.67592 32.5456978 131.6759374 32.5453376),residential,False,True,nan,nan
13664,4434,4432,88.856,LINESTRING (131.6750781 32.5451931 131.6751076 32.5452236 131.675279 32.54524 131.6752803 32.5452841 131.6753058 32.5453146 131.6759374 32.5453376),residential,False,True,nan,nan
13665,4435,4436,95.84,LINESTRING (131.6764577 32.536476 131.6763768 32.5364929 131.6762427 32.5365166 131.6762132 32.5365528 131.6762749 32.5369937 131.6763822 32.5371588),service,False,False,nan,nan
13666,4435,543,222.511,LINESTRING (131.6764577 32.536476 131.6765065 32.5364989 131.676725 32.5366022 131.6768745 32.5366906 131.676996 32.5368139 131.6770578 32.5368843 131.6771089 32.5369762 131.6771332 32.5371022 131.6771484 32.537224 131.6771126 32.5377344 131.6770683 32.538211),unclassified,False,False,nan,nan
13667,4435,4349,176.75000000000003,LINESTRING (131.6764577 32.536476 131.676318 32.5363605 131.6762203 32.5362447 131.6761464 32.5361124 131.6761105 32.5359761 131.6759966 32.5354709 131.6759631 32.5353 131.6759616 32.5352174 131.6759708 32.5351381 131.6760046 32.534994),unclassified,False,True,nan,nan
13668,4436,4435,95.84,LINESTRING (131.6763822 32.5371588 131.6762749 32.5369937 131.6762132 32.5365528 131.6762427 32.5365166 131.6763768 32.5364929 131.6764577 32.536476),service,False,True,nan,nan
13669,4437,543,87.356,LINESTRING (131.6778963 32.5383482 131.6778977 32.5382724 131.6778601 32.5382458 131.6770683 32.538211),service,False,True,nan,nan
13670,4438,648,41.922,LINESTRING (131.6744515 32.5449641 131.6740072 32.5449209),tertiary,False,False,nan,nan
13671,4438,650,38.844,LINESTRING (131.6744515 32.5449641 131.674863 32.5450054),tertiary,False,True,nan,nan
13672,4438,4439,64.865,LINESTRING (131.6744515 32.5449641 131.6743732 32.5455437),residential,False,False,nan,nan
