edge_id,start,end,length,linestring,highway,oneway,reversed,lanes,name
6301,1952,3902,70.474,LINESTRING (131.678174 32.58013 131.6774251 32.5801888),residential,False,True,nan,nan
6302,1952,1929,31.136,LINESTRING (131.678174 32.58013 131.6781223 32.5798534),unclassified,False,False,nan,nan
6303,1952,3901,9.009,LINESTRING (131.678174 32.58013 131.6781859 32.5802104),unclassified,False,False,nan,nan
6304,1953,5300,66.232,LINESTRING (131.6592136 32.5801387 131.6598202 32.5804445),residential,False,True,nan,nan
6305,1953,5323,62.418,LINESTRING (131.6592136 32.5801387 131.6595873 32.579674),unclassified,False,True,nan,nan
6306,1953,5292,51.457,LINESTRING (131.6592136 32.5801387 131.6589418 32.5804602 131.6588632 32.5804757),unclassified,False,False,nan,nan
6307,1954,5359,24.017,LINESTRING (131.6426171 32.5801355 131.6425885 32.5801187 131.6423724 32.5800779),residential,False,False,nan,nan
6308,1954,5353,41.714,LINESTRING (131.6426171 32.5801355 131.642733 32.580343 131.6427684 32.5803779 131.6428236 32.5803991 131.642881 32.5804054),residential,False,True,nan,nan
6309,1954,5355,55.537,LINESTRING (131.6426171 32.5801355 131.6426588 32.5801081 131.6428332 32.5796776),residential,False,False,nan,nan
6310,1955,2014,78.691,LINESTRING (131.6676938 32.5801744 131.667583 32.5808759),unclassified,False,False,nan,nan
6311,1955,1930,50.623,LINESTRING (131.6676938 32.5801744 131.6678643 32.5797424),unclassified,False,True,nan,nan
6312,1955,1996,121.275,LINESTRING (131.6676938 32.5801744 131.6688815 32.5806079),tertiary,False,False,nan,nan
6313,1955,8787,118.001,LINESTRING (131.6676938 32.5801744 131.6665446 32.5797403),tertiary,False,True,nan,nan
6314,1956,1969,113.521,LINESTRING (131.6883602 32.5801981 131.6895582 32.5803505),track,False,False,nan,nan
6315,1956,2059,170.634,LINESTRING (131.6883602 32.5801981 131.6880903 32.5817157),track,False,True,nan,nan
6316,1956,1947,113.35,LINESTRING (131.6883602 32.5801981 131.6871645 32.5800432),track,False,True,nan,nan
6317,1957,1988,44.59,LINESTRING (131.6789737 32.5802239 131.6789585 32.5806247),unclassified,False,True,nan,nan
6318,1957,3901,73.83,LINESTRING (131.6789737 32.5802239 131.6781859 32.5802104),unclassified,False,False,nan,nan
6319,1957,1924,48.542,LINESTRING (131.6789737 32.5802239 131.6789912 32.5797876),unclassified,False,True,nan,nan
6320,1957,1961,76.726,LINESTRING (131.6789737 32.5802239 131.6797923 32.5802416),unclassified,False,True,nan,nan
6321,1958,1964,20.329,LINESTRING (131.6039721 32.5802043 131.6041818 32.5802512),unclassified,False,False,nan,nan
6322,1958,7818,47.109,LINESTRING (131.6039721 32.5802043 131.6038633 32.5804466 131.6038025 32.5805871 131.6038011 32.5806021),residential,False,True,nan,nan
6323,1958,1940,56.784,LINESTRING (131.6039721 32.5802043 131.6036681 32.5801202 131.6034098 32.5800166),unclassified,False,True,nan,nan
6324,1959,1895,112.363,LINESTRING (131.6259788 32.5801025 131.6259661 32.5800336 131.6259207 32.5799548 131.625525 32.5796661 131.6251018 32.5794595),track,False,False,nan,nan
6325,1959,6387,184.323,LINESTRING (131.6259788 32.5801025 131.6260776 32.5801013 131.6263619 32.5801736 131.6265899 32.5802708 131.6269278 32.5804878 131.6276464 32.5809318),trunk,False,False,2.0,国道218号
6326,1959,2018,88.06500000000001,LINESTRING (131.6259788 32.5801025 131.6257799 32.5801126 131.6254929 32.5801917 131.6251898 32.5803748 131.6251421 32.5804129),trunk,False,True,2.0,国道218号
6327,1960,3902,71.729,LINESTRING (131.6766604 32.580219 131.6774251 32.5801888),residential,False,False,nan,nan
6328,1960,3906,42.139,LINESTRING (131.6766604 32.580219 131.6765289 32.5798566),residential,False,False,nan,nan
6329,1960,3896,18.33,LINESTRING (131.6766604 32.580219 131.6765948 32.5803743),residential,False,True,nan,nan
6330,1961,1957,76.726,LINESTRING (131.6797923 32.5802416 131.6789737 32.5802239),unclassified,False,False,nan,nan
6331,1961,1965,57.163,LINESTRING (131.6797923 32.5802416 131.6804019 32.5802621),unclassified,False,True,nan,nan
6332,1961,3891,46.228,LINESTRING (131.6797923 32.5802416 131.6798174 32.5798264),unclassified,False,False,nan,nan
6333,1961,2017,78.063,LINESTRING (131.6797923 32.5802416 131.6797429 32.5809424),unclassified,False,True,nan,nan
6334,1962,3199,48.604,LINESTRING (131.6336891 32.5804061 131.6336006 32.5808368),unclassified,False,True,nan,nan
6335,1962,1934,44.055,LINESTRING (131.6336891 32.5804061 131.6337692 32.5800157),unclassified,False,False,nan,nan
6336,1962,1966,148.03,LINESTRING (131.6336891 32.5804061 131.6340763 32.5804524 131.6352651 32.5804526),residential,False,False,nan,nan
6337,1962,1922,136.3,LINESTRING (131.6336891 32.5804061 131.6332418 32.5803342 131.6330068 32.5802682 131.6327548 32.5801536 131.6325675 32.580032 131.6324071 32.5798945),residential,False,True,nan,nan
6338,1963,1885,118.652,LINESTRING (131.6911523 32.5802211 131.6914186 32.5801179 131.6914633 32.5800846 131.6914836 32.5800313 131.6914922 32.5795131 131.6914761 32.579318),track,False,False,nan,nan
6339,1963,1976,30.456000000000003,LINESTRING (131.6911523 32.5802211 131.6910515 32.580305 131.6909399 32.5804276),track,False,True,nan,nan
6340,1963,4106,359.295,LINESTRING (131.6911523 32.5802211 131.6897538 32.5798581 131.6890333 32.5795668 131.6886116 32.5793888 131.6877334 32.5788967 131.6876945 32.5788763),track,False,False,nan,nan
6341,1964,1958,20.329,LINESTRING (131.6041818 32.5802512 131.6039721 32.5802043),unclassified,False,True,nan,nan
6342,1964,1905,105.453,LINESTRING (131.6041818 32.5802512 131.6050131 32.5796119),track,False,False,nan,nan
6343,1964,1932,124.63,LINESTRING (131.6041818 32.5802512 131.6044928 32.5803054 131.6047489 32.5802638 131.6050309 32.5801747 131.6053964 32.5799527),unclassified,False,False,nan,nan
6344,1965,1967,56.755,LINESTRING (131.6804019 32.5802621 131.6810076 32.5802668),unclassified,False,True,nan,nan
6345,1965,1931,48.756,LINESTRING (131.6804019 32.5802621 131.6804383 32.5798247),unclassified,False,False,nan,nan
6346,1965,7490,49.371,LINESTRING (131.6804019 32.5802621 131.6803631 32.5807049),unclassified,False,False,nan,nan
6347,1965,1961,57.163,LINESTRING (131.6804019 32.5802621 131.6797923 32.5802416),unclassified,False,False,nan,nan
6348,1966,1950,132.355,LINESTRING (131.6352651 32.5804526 131.6366551 32.5802406),residential,False,False,nan,nan
6349,1966,1998,42.806,LINESTRING (131.6352651 32.5804526 131.6353404 32.5808323),unclassified,False,True,nan,nan
6350,1966,1920,62.266,LINESTRING (131.6352651 32.5804526 131.6351548 32.5799004),unclassified,False,False,nan,nan
6351,1966,1962,148.03,LINESTRING (131.6352651 32.5804526 131.6340763 32.5804524 131.6336891 32.5804061),residential,False,True,nan,nan
6352,1967,1965,56.755,LINESTRING (131.6810076 32.5802668 131.6804019 32.5802621),unclassified,False,False,nan,nan
6353,1967,1898,82.804,LINESTRING (131.6810076 32.5802668 131.6810686 32.5795239),residential,False,False,nan,nan
6354,1967,1972,36.024,LINESTRING (131.6810076 32.5802668 131.681392 32.5802733),unclassified,False,False,nan,nan
6355,1968,1996,43.815,LINESTRING (131.6689811 32.5802229 131.6688815 32.5806079),primary,False,False,nan,稲葉崎平原線
6356,1968,1997,80.939,LINESTRING (131.6689811 32.5802229 131.6697382 32.5805734),unclassified,False,False,nan,nan
6357,1968,1786,291.127,LINESTRING (131.6689811 32.5802229 131.6690344 32.5800144 131.6691377 32.5796326 131.6692825 32.5791436 131.6694419 32.5786495 131.6697615 32.5776893),primary,False,True,nan,稲葉崎平原線
6358,1968,1930,117.493,LINESTRING (131.6689811 32.5802229 131.6688551 32.58017 131.6678643 32.5797424),unclassified,False,True,nan,nan
6359,1969,1956,113.521,LINESTRING (131.6895582 32.5803505 131.6883602 32.5801981),track,False,True,nan,nan
6360,1969,2051,135.302,LINESTRING (131.6895582 32.5803505 131.6893367 32.5815529),track,False,False,nan,nan
6361,1969,1976,131.252,LINESTRING (131.6895582 32.5803505 131.69038 32.5804489 131.6905164 32.5804625 131.6906591 32.5804656 131.6908672 32.5804571 131.6909069 32.5804486 131.6909399 32.5804276),track,False,False,nan,nan
6362,1970,1993,33.742,LINESTRING (131.6371562 32.5805399 131.6371415 32.5808431),tertiary,False,False,nan,nan
6363,1970,1951,123.237,LINESTRING (131.6371562 32.5805399 131.6384492 32.5803368),residential,False,False,nan,nan
6364,1970,1896,104.062,LINESTRING (131.6371562 32.5805399 131.6371316 32.5800626 131.6370547 32.5796091),tertiary,False,True,nan,nan
6365,1971,1980,93.62,LINESTRING (131.6104921 32.5803255 131.6114437 32.5805822),residential,False,False,nan,nan
6366,1971,7769,113.655,LINESTRING (131.6104921 32.5803255 131.6108554 32.5793503),track,False,False,nan,nan
6367,1971,7768,60.224,LINESTRING (131.6104921 32.5803255 131.6102968 32.5808415),track,False,True,nan,nan
6368,1971,7762,91.927,LINESTRING (131.6104921 32.5803255 131.6096236 32.5800993 131.6096047 32.5800407),residential,False,True,nan,nan
6369,1972,1979,27.836,LINESTRING (131.681392 32.5802733 131.6816401 32.580411),unclassified,False,False,nan,nan
6370,1972,1967,36.024,LINESTRING (131.681392 32.5802733 131.6810076 32.5802668),unclassified,False,True,nan,nan
6371,1972,3898,81.316,LINESTRING (131.681392 32.5802733 131.6814394 32.5795431),residential,False,False,nan,nan
6372,1973,1942,180.283,LINESTRING (131.6556341 32.5802622 131.6575102 32.5799023),tertiary,False,False,nan,nan
6373,1973,5315,46.289,LINESTRING (131.6556341 32.5802622 131.6551527 32.5803557),tertiary,False,True,nan,nan
6374,1973,5318,104.735,LINESTRING (131.6556341 32.5802622 131.6557841 32.5808267 131.6556032 32.5808632 131.6556578 32.5810647),unclassified,False,False,nan,nan
6375,1974,1989,48.249,LINESTRING (131.6129576 32.5803044 131.6128274 32.580473 131.6126181 32.5806249),residential,False,True,nan,nan
6376,1974,7774,45.405,LINESTRING (131.6129576 32.5803044 131.6130055 32.5804003 131.613089 32.580561 131.6131181 32.5806875),residential,False,False,nan,nan
6377,1974,1933,47.794,LINESTRING (131.6129576 32.5803044 131.612922 32.580184 131.612922 32.579947 131.6128951 32.5798821),residential,False,False,nan,nan
6378,1975,5326,43.965,LINESTRING (131.641628 32.5802876 131.6412817 32.5800208),residential,False,False,nan,nan
6379,1975,1985,36.042,LINESTRING (131.641628 32.5802876 131.6413627 32.5805223),residential,False,True,nan,nan
6380,1975,1941,48.95,LINESTRING (131.641628 32.5802876 131.6419938 32.5799733),residential,False,True,nan,nan
6381,1976,1963,30.456000000000003,LINESTRING (131.6909399 32.5804276 131.6910515 32.580305 131.6911523 32.5802211),track,False,False,nan,nan
6382,1976,1969,131.252,LINESTRING (131.6909399 32.5804276 131.6909069 32.5804486 131.6908672 32.5804571 131.6906591 32.5804656 131.6905164 32.5804625 131.69038 32.5804489 131.6895582 32.5803505),track,False,True,nan,nan
6383,1976,2051,200.625,LINESTRING (131.6909399 32.5804276 131.6909146 32.580511 131.6908814 32.5805553 131.690837 32.5805942 131.6907859 32.5806296 131.6904583 32.5808063 131.690063 32.5810061 131.6897811 32.5811202 131.6896905 32.5811766 131.6896126 32.5812516 131.6894498 32.5814535 131.6893367 32.5815529),track,False,True,nan,nan
6384,1977,4094,28.954,LINESTRING (131.664707 32.5804186 131.6647216 32.5801585),tertiary,False,False,nan,nan
6385,1977,6672,68.292,LINESTRING (131.664707 32.5804186 131.6646585 32.5810314),tertiary,False,True,nan,nan
6386,1977,1992,90.691,LINESTRING (131.664707 32.5804186 131.6656587 32.5805673),unclassified,False,False,nan,nan
6387,1978,3901,26.991,LINESTRING (131.6782213 32.5804513 131.6781859 32.5802104),unclassified,False,True,nan,nan
6388,1978,1983,20.658,LINESTRING (131.6782213 32.5804513 131.6782565 32.5806347),unclassified,False,False,nan,nan
6389,1978,1981,71.06,LINESTRING (131.6782213 32.5804513 131.6774669 32.5805169),residential,False,True,nan,nan
6390,1979,1987,10.738,LINESTRING (131.6816401 32.580411 131.6817366 32.5804631),unclassified,False,False,nan,nan
6391,1979,1972,27.836,LINESTRING (131.6816401 32.580411 131.681392 32.5802733),unclassified,False,True,nan,nan
6392,1979,7491,66.471,LINESTRING (131.6816401 32.580411 131.6812706 32.5809213),unclassified,False,False,nan,nan
6393,1980,1971,93.62,LINESTRING (131.6114437 32.5805822 131.6104921 32.5803255),residential,False,True,nan,nan
6394,1980,1904,113.399,LINESTRING (131.6114437 32.5805822 131.6118047 32.5796088),residential,False,False,nan,nan
6395,1980,7781,94.753,LINESTRING (131.6114437 32.5805822 131.6111344 32.5813935),residential,False,True,nan,nan
6396,1980,7772,77.56200000000001,LINESTRING (131.6114437 32.5805822 131.6117531 32.5806768 131.6121703 32.5807503 131.6122408 32.5807363),residential,False,False,nan,nan
6397,1981,1978,71.06,LINESTRING (131.6774669 32.5805169 131.6782213 32.5804513),residential,False,False,nan,nan
6398,1981,3902,36.693,LINESTRING (131.6774669 32.5805169 131.6774251 32.5801888),residential,False,False,nan,nan
6399,1981,3895,22.467,LINESTRING (131.6774669 32.5805169 131.6774925 32.5807178),residential,False,True,nan,nan
6400,1982,4094,38.506,LINESTRING (131.6643123 32.5801274 131.6647216 32.5801585),residential,False,False,nan,nan
6401,1982,4087,96.576,LINESTRING (131.6643123 32.5801274 131.6642225 32.5802161 131.6639246 32.5809249),residential,False,True,nan,nan
6402,1982,4093,41.167,LINESTRING (131.6643123 32.5801274 131.6642721 32.5800682 131.6639195 32.580014),unclassified,False,True,nan,nan
6403,1983,1988,65.785,LINESTRING (131.6782565 32.5806347 131.6789585 32.5806247),residential,False,True,nan,nan
6404,1983,1978,20.658,LINESTRING (131.6782565 32.5806347 131.6782213 32.5804513),unclassified,False,True,nan,nan
6405,1983,2024,34.566,LINESTRING (131.6782565 32.5806347 131.6781453 32.5809311),unclassified,False,True,nan,nan
6406,1984,2011,68.753,LINESTRING (131.6923997 32.5805333 131.6926001 32.5811281),residential,False,True,nan,nan
6407,1984,2002,77.03800000000001,LINESTRING (131.6923997 32.5805333 131.6917429 32.5808111 131.6916556 32.5808109),residential,False,False,nan,nan
6408,1984,2002,135.71800000000002,LINESTRING (131.6923997 32.5805333 131.6923494 32.5802869 131.6921281 32.5803852 131.6919966 32.5804236 131.6919403 32.5804361 131.6915537 32.5805979 131.6916556 32.5808109),residential,False,True,nan,nan
6409,1985,1975,36.042,LINESTRING (131.6413627 32.5805223 131.641628 32.5802876),residential,False,False,nan,nan
6410,1985,5329,1.931,LINESTRING (131.6413627 32.5805223 131.6413484 32.5805348),residential,False,True,nan,nan
6411,1985,5330,115.342,LINESTRING (131.6413627 32.5805223 131.6422375 32.5812521),residential,False,False,nan,nan
6412,1986,5315,73.771,LINESTRING (131.6543855 32.5805048 131.6551527 32.5803557),tertiary,False,False,nan,nan
6413,1986,2030,292.112,LINESTRING (131.6543855 32.5805048 131.6513485 32.5810984),tertiary,False,True,nan,nan
6414,1986,5284,67.135,LINESTRING (131.6543855 32.5805048 131.6545303 32.5810961),primary,False,False,nan,稲葉崎平原線
6415,1986,1897,119.27,LINESTRING (131.6543855 32.5805048 131.6541171 32.5794563),primary,False,True,nan,稲葉崎平原線
6416,1987,1979,10.738,LINESTRING (131.6817366 32.5804631 131.6816401 32.580411),unclassified,False,True,nan,nan
6417,1987,2242,801.0780000000001,LINESTRING (131.6817366 32.5804631 131.6811815 32.5812341 131.6799982 32.5828746 131.6781964 32.5853052 131.6777823 32.5858274 131.677489 32.586222 131.6772471 32.586593),trunk,True,False,2.0,延岡バイパス
6418,1988,1957,44.59,LINESTRING (131.6789585 32.5806247 131.6789737 32.5802239),unclassified,False,False,nan,nan
6419,1988,2013,30.928,LINESTRING (131.6789585 32.5806247 131.6789525 32.5809028),unclassified,False,False,nan,nan
6420,1988,1983,65.785,LINESTRING (131.6789585 32.5806247 131.6782565 32.5806347),residential,False,False,nan,nan
6421,1989,1974,48.249,LINESTRING (131.6126181 32.5806249 131.6128274 32.580473 131.6129576 32.5803044),residential,False,False,nan,nan
6422,1989,7775,35.679,LINESTRING (131.6126181 32.5806249 131.6123542 32.5807138 131.6122602 32.5807325),residential,False,True,nan,nan
6423,1989,7774,64.544,LINESTRING (131.6126181 32.5806249 131.6126983 32.5808144 131.6128992 32.5807807 131.6131181 32.5806875),residential,False,False,nan,nan
6424,1990,5300,28.259,LINESTRING (131.660079 32.580575 131.6598202 32.5804445),residential,False,False,nan,nan
6425,1991,1950,69.072,LINESTRING (131.6367807 32.5808527 131.6366551 32.5802406),residential,False,False,nan,nan
6426,1991,3272,321.664,LINESTRING (131.6367807 32.5808527 131.6364882 32.5808596 131.6361602 32.5808881 131.6352679 32.5810261 131.6348813 32.5810794 131.634592 32.5811086 131.6342407 32.5811299 131.6341167 32.5811366 131.6339257 32.5811389 131.633665 32.5811279 131.6333739 32.5811101),motorway_link,True,False,nan,延岡インター線
6427,1991,1998,135.755,LINESTRING (131.6367807 32.5808527 131.6366436 32.5808122 131.6363077 32.5808092 131.6353404 32.5808323),unclassified,False,True,nan,nan
6428,1992,2003,61.495,LINESTRING (131.6656587 32.5805673 131.6663044 32.5806664),unclassified,False,True,nan,nan
6429,1992,1977,90.691,LINESTRING (131.6656587 32.5805673 131.664707 32.5804186),unclassified,False,True,nan,nan
6430,1992,5271,58.347,LINESTRING (131.6656587 32.5805673 131.6656426 32.5806076 131.6656038 32.5810887),unclassified,False,False,nan,nan
6431,1992,1945,62.35,LINESTRING (131.6656587 32.5805673 131.6656848 32.5804963 131.6658514 32.5800306),unclassified,False,True,nan,nan
6432,1993,1991,33.823,LINESTRING (131.6371415 32.5808431 131.6367807 32.5808527),motorway_link,True,False,nan,延岡インター線
6433,1993,2026,57.904,LINESTRING (131.6371415 32.5808431 131.6370656 32.5813599),tertiary,False,False,nan,nan
6434,1993,1970,33.742,LINESTRING (131.6371415 32.5808431 131.6371562 32.5805399),tertiary,False,True,nan,nan
6435,1993,3337,133.506,LINESTRING (131.6371415 32.5808431 131.637427 32.58083 131.6378571 32.5808272 131.6385579 32.5809169),tertiary,False,True,nan,nan
6436,1994,5325,16.5,LINESTRING (131.6431976 32.5805837 131.643151 32.5804406),residential,False,False,nan,nan
6437,1994,5342,32.817,LINESTRING (131.6431976 32.5805837 131.6430642 32.5806747 131.6429512 32.5806271 131.6429149 32.5806588),residential,False,False,nan,nan
6438,1994,2046,126.009,LINESTRING (131.6431976 32.5805837 131.643643 32.580946 131.6441584 32.5813766),residential,False,True,nan,nan
6439,1995,2007,33.23,LINESTRING (131.631398 32.5806035 131.6316333 32.5808271),footway,False,False,nan,nan
6440,1995,1817,298.92900000000003,LINESTRING (131.631398 32.5806035 131.631327 32.5805007 131.6311657 32.5803304 131.6310379 32.5800482 131.6309973 32.57993 131.6309541 32.5795642 131.630937 32.5793933 131.6309264 32.5792108 131.6309842 32.5786883 131.6310523 32.5783172 131.6310984 32.5780154),footway,False,True,nan,nan
6441,1995,6388,395.9919999999999,LINESTRING (131.631398 32.5806035 131.6314339 32.5807286 131.6314949 32.5808145 131.6315581 32.5808969 131.6315785 32.5809601 131.631568 32.5810448 131.6315052 32.5811471 131.6314448 32.581195 131.6307588 32.58152 131.6298486 32.5819542 131.6295137 32.582085 131.6291888 32.5822356 131.6291236 32.5822151 131.6290042 32.5821456 131.6288688 32.5820121 131.6287952 32.5819219 131.6286832 32.5817775 131.6285811 32.5817445),unclassified,False,True,nan,nan
6442,1996,2028,53.415,LINESTRING (131.6688815 32.5806079 131.668745 32.5810743),primary,False,False,nan,稲葉崎平原線
6443,1996,1968,43.815,LINESTRING (131.6688815 32.5806079 131.6689811 32.5802229),primary,False,True,nan,稲葉崎平原線
6444,1996,2010,69.188,LINESTRING (131.6688815 32.5806079 131.6695577 32.5808579),tertiary,False,False,nan,nan
6445,1996,1955,121.275,LINESTRING (131.6688815 32.5806079 131.6676938 32.5801744),tertiary,False,True,nan,nan
6446,1997,2023,107.293,LINESTRING (131.6697382 32.5805734 131.6707712 32.5809898),unclassified,False,False,nan,nan
6447,1997,1968,80.939,LINESTRING (131.6697382 32.5805734 131.6689811 32.5802229),unclassified,False,True,nan,nan
6448,1997,2010,35.872,LINESTRING (131.6697382 32.5805734 131.6695577 32.5808579),unclassified,False,False,nan,nan
6449,1997,5933,32.645,LINESTRING (131.6697382 32.5805734 131.6698802 32.580328 131.6698918 32.5803099),['path' 'unclassified'],False,True,nan,nan
6450,1998,1966,42.806,LINESTRING (131.6353404 32.5808323 131.6352651 32.5804526),unclassified,False,False,nan,nan
6451,1998,2034,62.937,LINESTRING (131.6353404 32.5808323 131.6353542 32.5809393 131.635366 32.5812631 131.6353728 32.5813974),unclassified,False,[False True],nan,nan
6452,1998,1991,135.755,LINESTRING (131.6353404 32.5808323 131.6363077 32.5808092 131.6366436 32.5808122 131.6367807 32.5808527),unclassified,False,False,nan,nan
6453,1998,3199,163.35199999999998,LINESTRING (131.6353404 32.5808323 131.6344577 32.5808762 131.6340473 32.5808721 131.6337384 32.5808511 131.6336006 32.5808368),unclassified,False,True,nan,nan
6454,1999,5294,105.676,LINESTRING (131.658234 32.5806524 131.6578975 32.5807489 131.657797 32.5807947 131.6577266 32.5808492 131.657573 32.5809778 131.6575569 32.5810185 131.6576736 32.5812469),unclassified,False,False,nan,nan
6455,1999,5292,62.193,LINESTRING (131.658234 32.5806524 131.6587957 32.5804874 131.6588632 32.5804757),unclassified,False,True,nan,nan
6456,1999,5295,56.959,LINESTRING (131.658234 32.5806524 131.6583294 32.5809045 131.6583576 32.5810276 131.6583738 32.5811491),residential,False,False,nan,nan
6457,2000,4101,27.073,LINESTRING (131.6612083 32.5806698 131.6610684 32.5805588 131.660973 32.5805451),residential,False,False,nan,nan
6458,2000,2009,20.572,LINESTRING (131.6612083 32.5806698 131.661167 32.58071 131.6611263 32.5808373),residential,False,True,nan,nan
6459,2000,4100,50.23,LINESTRING (131.6612083 32.5806698 131.6615336 32.5808886 131.6615443 32.5809892),residential,False,False,nan,nan
6460,2001,2005,8.734,LINESTRING (131.6818162 32.5805351 131.6818939 32.5805785),unclassified,False,False,nan,nan
6461,2001,3298,120.401,LINESTRING (131.6818162 32.5805351 131.6824869 32.5796115),trunk,True,False,2.0,延岡バイパス
6462,2002,1984,77.03800000000001,LINESTRING (131.6916556 32.5808109 131.6917429 32.5808111 131.6923997 32.5805333),residential,False,True,nan,nan
6463,2002,1984,135.718,LINESTRING (131.6916556 32.5808109 131.6915537 32.5805979 131.6919403 32.5804361 131.6919966 32.5804236 131.6921281 32.5803852 131.6923494 32.5802869 131.6923997 32.5805333),residential,False,False,nan,nan
6464,2002,2051,232.486,LINESTRING (131.6916556 32.5808109 131.691576 32.580847 131.6893367 32.5815529),track,False,False,nan,nan
6465,2003,2006,29.097,LINESTRING (131.6663044 32.5806664 131.6666088 32.5807182),unclassified,False,True,nan,nan
6466,2003,1992,61.495,LINESTRING (131.6663044 32.5806664 131.6656587 32.5805673),unclassified,False,False,nan,nan
6467,2003,1918,105.715,LINESTRING (131.6663044 32.5806664 131.6665301 32.5797349),unclassified,False,False,nan,nan
6468,2004,5348,200.178,LINESTRING (131.6476495 32.580705 131.6455673 32.5811081),track,False,False,nan,nan
6469,2004,1948,328.338,LINESTRING (131.6476495 32.580705 131.6510652 32.5800454),track,False,True,nan,nan
6470,2004,2061,119.752,LINESTRING (131.6476495 32.580705 131.6479258 32.5816921 131.6479413 32.5817535),tertiary,False,False,nan,nan
6471,2004,1949,78.083,LINESTRING (131.6476495 32.580705 131.6475991 32.5805439 131.6475695 32.5804776 131.6473034 32.5800705),tertiary,False,True,nan,nan
6472,2005,2048,108.423,LINESTRING (131.6818939 32.5805785 131.6813069 32.5814188),unclassified,False,True,nan,nan
6473,2005,2015,43.546,LINESTRING (131.6818939 32.5805785 131.6822997 32.5807694),unclassified,False,False,nan,nan
6474,2005,2001,8.734,LINESTRING (131.6818939 32.5805785 131.6818162 32.5805351),unclassified,False,True,nan,nan
6475,2006,2003,29.097,LINESTRING (131.6666088 32.5807182 131.6663044 32.5806664),unclassified,False,False,nan,nan
6476,2006,2014,92.948,LINESTRING (131.6666088 32.5807182 131.667583 32.5808759),unclassified,False,False,nan,nan
6477,2006,5272,59.199,LINESTRING (131.6666088 32.5807182 131.6665703 32.5812496),unclassified,False,True,nan,nan
6478,2007,1995,33.23,LINESTRING (131.6316333 32.5808271 131.631398 32.5806035),footway,False,True,nan,nan
6479,2007,6071,53.499,LINESTRING (131.6316333 32.5808271 131.631927 32.5804145),unclassified,False,False,nan,nan
6480,2007,2041,188.247,LINESTRING (131.6316333 32.5808271 131.6317144 32.5808994 131.6318343 32.5809793 131.6321344 32.5810713 131.6324176 32.5811436 131.6327204 32.58122 131.6331674 32.5813327 131.6334937 32.581414),footway,False,False,nan,nan
6481,2008,1773,371.76,LINESTRING (131.6216344 32.5808991 131.6217253 32.5776085 131.6217512 32.5775615),track,False,True,nan,nan
6482,2008,2037,173.353,LINESTRING (131.6216344 32.5808991 131.622017 32.5811235 131.6221639 32.5811975 131.6222542 32.581241 131.6223679 32.5812811 131.6225135 32.5813146 131.6226967 32.5813291 131.6227771 32.5813323 131.6228778 32.5813299 131.6230957 32.5812826 131.6233286 32.5812202),trunk,False,False,2.0,国道218号
6483,2008,1921,181.213,LINESTRING (131.6216344 32.5808991 131.6208279 32.5804324 131.6205761 32.5802708 131.6204057 32.5801468 131.6201414 32.5798783),trunk,False,True,2.0,国道218号
6484,2009,4099,8.433,LINESTRING (131.6611263 32.5808373 131.6611015 32.5809102),residential,False,True,nan,nan
6485,2009,2000,20.572,LINESTRING (131.6611263 32.5808373 131.661167 32.58071 131.6612083 32.5806698),residential,False,False,nan,nan
6486,2009,5310,57.656000000000006,LINESTRING (131.6611263 32.5808373 131.6613674 32.5809044 131.6613822 32.5809349 131.6612977 32.581197),residential,False,False,nan,nan
6487,2010,2025,52.623,LINESTRING (131.6695577 32.5808579 131.6700714 32.5810492),tertiary,False,False,nan,nan
6488,2010,1996,69.188,LINESTRING (131.6695577 32.5808579 131.6688815 32.5806079),tertiary,False,True,nan,nan
6489,2010,1997,35.872,LINESTRING (131.6695577 32.5808579 131.6697382 32.5805734),unclassified,False,True,nan,nan
6490,2010,2074,143.507,LINESTRING (131.6695577 32.5808579 131.6693823 32.5812275 131.6693583 32.5813606 131.6693572 32.5821185),unclassified,False,False,nan,nan
6491,2011,1984,68.753,LINESTRING (131.6926001 32.5811281 131.6923997 32.5805333),residential,False,False,nan,nan
6492,2011,4111,68.835,LINESTRING (131.6926001 32.5811281 131.692496 32.5805153),tertiary,False,False,nan,nan
6493,2011,4057,401.997,LINESTRING (131.6926001 32.5811281 131.6926181 32.5812309 131.6926273 32.5813588 131.6926136 32.5814814 131.6925875 32.5815614 131.6924712 32.5817123 131.6923391 32.5818175 131.6920793 32.5819681 131.690893 32.582624 131.6905 32.5828416 131.6897933 32.5832414 131.6896029 32.58336 131.6896147 32.583429),tertiary,False,True,nan,nan
6494,2012,5329,58.294,LINESTRING (131.6409183 32.5809136 131.6413484 32.5805348),residential,False,False,nan,nan
6495,2012,1935,129.226,LINESTRING (131.6409183 32.5809136 131.639923 32.5801091),tertiary,False,False,nan,nan
6496,2012,2031,81.13,LINESTRING (131.6409183 32.5809136 131.6415396 32.5814218),tertiary,False,True,nan,nan
6497,2012,5953,59.118,LINESTRING (131.6409183 32.5809136 131.6405569 32.5812468 131.6405317 32.5813242),track,False,False,nan,nan
6498,2013,1988,30.928,LINESTRING (131.6789525 32.5809028 131.6789585 32.5806247),unclassified,False,True,nan,nan
6499,2013,2033,30.993,LINESTRING (131.6789525 32.5809028 131.6789427 32.5811814),unclassified,False,False,nan,nan
