u,v,key,osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,service,width,bridge,maxspeed,tunnel,access
1720176234,1819749130,0,170839616,tertiary,False,True,43.768,"LINESTRING (130.3447124 33.5800728, 130.3447169 33.5796792)",2,,,,5,,,,
1720176254,2014972073,0,190899650,unclassified,False,True,46.823,"LINESTRING (130.3418396 33.5796302, 130.3417447 33.5792166)",,,,,,,,,
1720176254,1720176358,0,729110634,residential,False,True,38.797,"LINESTRING (130.3418396 33.5796302, 130.3422584 33.5796312)",,,,,,,,,
1720176254,1720176225,0,423250003,path,False,False,76.297,"LINESTRING (130.3418396 33.5796302, 130.3412604 33.5797532, 130.3410351 33.5797666)",,,,,,,,,
1720176267,1782132600,0,166776237,unclassified,False,True,142.51,"LINESTRING (130.3434792 33.5773102, 130.3419444 33.5773967)",,,,,,,,,
1720176267,1720176306,0,174763970,tertiary,False,False,55.045,"LINESTRING (130.3434792 33.5773102, 130.343521 33.577804)",2,,,,5,,,,
1720176267,1720176361,0,174763970,tertiary,False,True,53.868,"LINESTRING (130.3434792 33.5773102, 130.3434448 33.5768266)",2,,,,5,,,,
1720176267,1819748939,0,729107836,tertiary,False,False,115.881,"LINESTRING (130.3434792 33.5773102, 130.3447289 33.5772654)",2,,,,5,,,,
1720176274,1720176212,0,159948950,residential,False,False,108.225,"LINESTRING (130.343435 33.5799801, 130.3422708 33.5798991)",,,,,,,,,
1720176274,1720176234,0,159948950,residential,False,True,118.784,"LINESTRING (130.343435 33.5799801, 130.3447124 33.5800728)",,,,,,,,,
1720176274,1720176277,0,174763970,tertiary,False,False,51.425,"LINESTRING (130.343435 33.5799801, 130.3433955 33.5804414)",2,,,,5,,,,
1720176274,1720176185,0,174763970,tertiary,False,True,56.552,"LINESTRING (130.343435 33.5799801, 130.34348 33.5794729)",2,,,,5,,,,
1720176277,1720176318,0,159948952,residential,False,False,104.569,"LINESTRING (130.3433955 33.5804414, 130.3422716 33.5803539)",,,,,,,,,
1720176277,1720176197,0,159948952,residential,False,True,118.244,"LINESTRING (130.3433955 33.5804414, 130.3446675 33.5805298)",,,,,,,,,
1720176277,5519700129,0,174763970,tertiary,False,False,40.01,"LINESTRING (130.3433955 33.5804414, 130.3433559 33.5807997)",2,,,,5,,,,
1720176277,1720176274,0,174763970,tertiary,False,True,51.425,"LINESTRING (130.3433955 33.5804414, 130.343435 33.5799801)",2,,,,5,,,,
1720176303,1800141044,0,555857892,unclassified,False,True,38.475,"LINESTRING (130.3414954 33.5838393, 130.3418542 33.583665)",,,,,,,,,
1720176306,1720176349,0,168098116,residential,False,False,54.051,"LINESTRING (130.343521 33.577804, 130.3441036 33.5777778)",,,,,,,,,
1720176306,1794057245,0,168098116,residential,False,True,140.661,"LINESTRING (130.343521 33.577804, 130.3420068 33.5778975)",,,,,,,,,
1720176306,2192211245,0,174763970,tertiary,False,False,91.441,"LINESTRING (130.343521 33.577804, 130.3435104 33.5786263)",2,,,,5,,,,
1720176306,1720176267,0,174763970,tertiary,False,True,55.045,"LINESTRING (130.343521 33.577804, 130.3434792 33.5773102)",2,,,,5,,,,
1720176310,5520024783,0,168814598,residential,False,True,5.558,"LINESTRING (130.3430678 33.5816396, 130.3431268 33.5816487)",,,,,,,,,
1720176310,1800141023,0,174763970,tertiary,False,False,91.014,"LINESTRING (130.3430678 33.5816396, 130.34276 33.5824169)",2,,,,5,,,,
1720176310,1800141046,0,174763970,tertiary,False,True,43.792,"LINESTRING (130.3430678 33.5816396, 130.3432057 33.5812629)",2,,,,5,,,,
1720176318,1720176277,0,159948952,residential,False,True,104.569,"LINESTRING (130.3422716 33.5803539, 130.3433955 33.5804414)",,,,,,,,,
1720176318,1720176212,0,174763972,residential,False,False,50.572,"LINESTRING (130.3422716 33.5803539, 130.3422708 33.5798991)",,,,,,,,,
1720176318,5519700126,0,174763972,residential,False,True,41.406,"LINESTRING (130.3422716 33.5803539, 130.3422803 33.5807262)",,,,,,,,,
1720176318,1720176200,0,159948952,residential,False,False,107.11500000000001,"LINESTRING (130.3422716 33.5803539, 130.3417271 33.5803029, 130.3411209 33.5802604)",,,,,,,,,
1720176343,5520024788,0,174763970,tertiary,False,False,7.773,"LINESTRING (130.343324 33.5808955, 130.3433022 33.580963)",2,,,,5,,,,
1720176343,2180594947,0,174763970,tertiary,False,True,7.341,"LINESTRING (130.343324 33.5808955, 130.3433439 33.5808316)",2,,,,5,,,,
1720176343,1800141052,0,186623385,tertiary,True,False,117.348,"LINESTRING (130.343324 33.5808955, 130.3445842 33.5810027)",2,,明治通り,,5,,,,
1720176349,2192211248,0,159948948,residential,False,True,99.348,"LINESTRING (130.3441036 33.5777778, 130.3440692 33.5786708)",,,,,,,,,
1720176349,1794057330,0,168098116,residential,False,False,58.176,"LINESTRING (130.3441036 33.5777778, 130.3447301 33.577742)",,,,,,,,,
1720176349,1720176306,0,168098116,residential,False,True,54.051,"LINESTRING (130.3441036 33.5777778, 130.343521 33.577804)",,,,,,,,,
1720176358,1720176212,0,174763972,residential,False,True,29.811,"LINESTRING (130.3422584 33.5796312, 130.3422708 33.5798991)",,,,,,,,,
1720176358,1720176254,0,729110634,residential,False,False,38.797,"LINESTRING (130.3422584 33.5796312, 130.3418396 33.5796302)",,,,,,,,,
1720176358,1800141056,0,174763972,residential,False,False,91.49600000000001,"LINESTRING (130.3422584 33.5796312, 130.3421696 33.5790204, 130.3419229 33.5790495)",,,,,,,,,
1720176358,1794057349,0,201338706,tertiary,False,True,69.836,"LINESTRING (130.3422584 33.5796312, 130.3426332 33.5795436, 130.3429222 33.5794492, 130.3429763 33.5794514)",2,,,,5,,,,
1720176361,1720176267,0,174763970,tertiary,False,False,53.868,"LINESTRING (130.3434448 33.5768266, 130.3434792 33.5773102)",2,,,,5,,,,
1720176361,1885338335,0,178161099,residential,False,True,61.647,"LINESTRING (130.3434448 33.5768266, 130.3427804 33.5768575)",,,,,,,,,
1720176361,1720176186,0,174763970,tertiary,False,True,35.541,"LINESTRING (130.3434448 33.5768266, 130.3434268 33.57666, 130.3433829 33.5765121)",2,,,,5,,,,
1720176361,1819748905,0,178161099,residential,False,False,119.816,"LINESTRING (130.3434448 33.5768266, 130.3443464 33.5767811, 130.3447364 33.5767747)",,,,,,,,,
1752052623,1752052716,0,163537326,residential,False,True,105.795,"LINESTRING (130.3735141 33.5950019, 130.3746352 33.5948198)",,,,,,,,,
1752052623,1905385893,0,180105264,unclassified,False,True,103.084,"LINESTRING (130.3735141 33.5950019, 130.3732873 33.5940943)",,,,,,,,,
1752052623,1905385940,0,180105273,service,False,False,104.551,"LINESTRING (130.3735141 33.5950019, 130.3737582 33.5959199)",,,,,,,,,
1752052623,1752052859,0,163537326,residential,False,False,148.47000000000003,"LINESTRING (130.3735141 33.5950019, 130.372995 33.5950879, 130.372358 33.595184, 130.3720535 33.5952343, 130.3719383 33.5952449)",,,,,,,,,
1752052628,1752052843,0,163537315,residential,False,False,102.616,"LINESTRING (130.372578 33.5884455, 130.3714702 33.588441)",,,,,,,,,
1752052628,1752052768,0,163537329,residential,False,True,94.29,"LINESTRING (130.372578 33.5884455, 130.3722722 33.5876367)",,,,,,,,,
1752052628,781975175,0,163537315,residential,False,True,82.466,"LINESTRING (130.372578 33.5884455, 130.3733795 33.5882312, 130.3734257 33.5882189)",,,,,,,,,
1752052628,1752052630,0,163537329,residential,False,False,107.08800000000001,"LINESTRING (130.372578 33.5884455, 130.3727036 33.5887963, 130.3727699 33.5888965, 130.3730206 33.5891426, 130.3730848 33.5892932)",,,,,,,,,
1752052630,781975156,0,163537329,residential,False,False,18.192,"LINESTRING (130.3730848 33.5892932, 130.3732434 33.5893897)",,,,,,,,,
1752052630,1896448082,0,169524509,residential,False,False,71.998,"LINESTRING (130.3730848 33.5892932, 130.3723078 33.5892758)",,,,,,,,,
1752052630,1752052628,0,163537329,residential,False,True,107.088,"LINESTRING (130.3730848 33.5892932, 130.3730206 33.5891426, 130.3727699 33.5888965, 130.3727036 33.5887963, 130.372578 33.5884455)",,,,,,,,,
1752052665,5505633299,0,167940695,residential,False,False,64.659,"LINESTRING (130.370216 33.5861351, 130.3708924 33.5862787)",,,,,,,,,
1752052665,1795216345,0,167940695,residential,False,True,96.91,"LINESTRING (130.370216 33.5861351, 130.3692049 33.5859113)",,,,,,,,,
1752052665,1752052742,0,176311987,residential,False,False,80.205,"LINESTRING (130.370216 33.5861351, 130.3700674 33.5868457)",,,,,,,,,
1752052665,1752052680,0,"[176311987, 167940679]",residential,False,True,107.551,"LINESTRING (130.370216 33.5861351, 130.3703808 33.5854378, 130.3704397 33.585186)",,,,,,,,,
1752052668,1752052795,0,163537322,residential,False,False,35.529,"LINESTRING (130.3720122 33.5871247, 130.3723956 33.5871339)",,,,,,,,,
1752052668,1806886876,0,163537322,residential,False,True,46.844,"LINESTRING (130.3720122 33.5871247, 130.3715126 33.5870594)",,,,,,,,,
1752052668,1752052865,0,179303690,residential,False,True,75.134,"LINESTRING (130.3720122 33.5871247, 130.3717962 33.5864734)",,,,,,,,,
1752052668,1752052768,0,179303838,residential,False,False,62.961999999999996,"LINESTRING (130.3720122 33.5871247, 130.3722056 33.5875941, 130.3722722 33.5876367)",,,,,,,,,
1752052676,5505633311,0,163537329,residential,False,False,68.573,"LINESTRING (130.3729495 33.5849677, 130.3727955 33.5855709)",,,,,,,,,
1752052676,1752052737,0,163537329,residential,False,True,63.08,"LINESTRING (130.3729495 33.5849677, 130.3730944 33.5844134)",,,,,,,,,
1752052676,1896447760,0,179303687,residential,False,False,75.158,"LINESTRING (130.3729495 33.5849677, 130.3737046 33.585215)",,,,,,,,,
1752052676,5505633305,0,179303709,residential,False,True,76.018,"LINESTRING (130.3729495 33.5849677, 130.3721857 33.5847177)",,,,,,,,,
1752052679,1752052795,0,163537329,residential,False,False,64.479,"LINESTRING (130.3725453 33.5865676, 130.3723956 33.5871339)",,,,,,,,,
1752052679,1896447766,0,163537329,residential,False,True,53.527,"LINESTRING (130.3725453 33.5865676, 130.3726582 33.5860955)",,,,,,,,,
1752052679,10606114236,0,167940695,residential,False,False,83.995,"LINESTRING (130.3725453 33.5865676, 130.3734409 33.5866858)",,,,,,,,,
1752052679,1752052865,0,167940695,residential,False,True,70.176,"LINESTRING (130.3725453 33.5865676, 130.3717962 33.5864734)",,,,,,,,,
1752052680,1752064144,0,179303666,tertiary,False,False,65.825,"LINESTRING (130.3704397 33.585186, 130.3711359 33.5853046)",2,,,,5,,,,
1752052680,1831800934,0,179303666,tertiary,False,True,71.701,"LINESTRING (130.3704397 33.585186, 130.3696883 33.5850312)",2,,,,5,,,,
1752052680,1752052665,0,"[176311987, 167940679]",residential,False,False,107.551,"LINESTRING (130.3704397 33.585186, 130.3703808 33.5854378, 130.370216 33.5861351)",,,,,,,,,
1752052696,1752052814,0,163537309,residential,False,True,81.90100000000001,"LINESTRING (130.3731386 33.591339, 130.3729883 33.5916941, 130.3728959 33.5920458)",,,,,,,,,
1752052716,1752052623,0,163537326,residential,False,False,105.795,"LINESTRING (130.3746352 33.5948198, 130.3735141 33.5950019)",,,,,,,,,
1752052716,7472924948,0,180105227,unclassified,False,False,34.841,"LINESTRING (130.3746352 33.5948198, 130.3747301 33.595123)",,,,,,,,,
1752052723,5505406211,0,163537309,residential,False,False,128.744,"LINESTRING (130.3723232 33.5942143, 130.3726298 33.593085)",,,,,,,,,
1752052723,1905385893,0,163537309,residential,False,True,90.289,"LINESTRING (130.3723232 33.5942143, 130.3732873 33.5940943)",,,,,,,,,
1752052723,1752052859,0,163537942,residential,False,False,120.964,"LINESTRING (130.3723232 33.5942143, 130.3723043 33.5942222, 130.3721328 33.5945917, 130.3720001 33.5949581, 130.3719383 33.5952449)",,,,,,,,,
1752052726,5505379055,0,163537307,residential,False,True,9.476,"LINESTRING (130.3729025 33.5910415, 130.3730045 33.5910349)",,,,,,,,,
1752052726,5505379053,0,163537949,pedestrian,False,True,11.484,"LINESTRING (130.3729025 33.5910415, 130.3727786 33.5910453)",,,,,,,,,
1752052726,781975141,0,43105215,tertiary,False,False,63.028,"LINESTRING (130.3729025 33.5910415, 130.3729844 33.5906183, 130.372998 33.5904806)",4,,黒門川通り,,10,,,,
1752052726,1752063985,0,43105215,tertiary,False,True,85.555,"LINESTRING (130.3729025 33.5910415, 130.3728757 33.5911816, 130.3727117 33.5917941)",4,,黒門川通り,,10,,,,
1752052737,1752052676,0,163537329,residential,False,False,63.08,"LINESTRING (130.3730944 33.5844134, 130.3729495 33.5849677)",,,,,,,,,
1752052737,5508354087,0,163537329,residential,False,True,133.372,"LINESTRING (130.3730944 33.5844134, 130.3739247 33.5834335)",,,,,,,,,
1752052737,781975239,0,163537943,residential,False,False,66.96,"LINESTRING (130.3730944 33.5844134, 130.3737584 33.5846514)",,,,,,,,,
1752052737,5508354071,0,163537943,residential,False,True,54.625,"LINESTRING (130.3730944 33.5844134, 130.3725502 33.5842242)",,,,,,,,,
1752052740,1896447766,0,163537329,residential,False,False,55.794,"LINESTRING (130.3727868 33.5856053, 130.3726582 33.5860955)",,,,,,,,,
1752052740,5505633311,0,163537329,residential,False,True,3.909,"LINESTRING (130.3727868 33.5856053, 130.3727955 33.5855709)",,,,,,,,,
1752052740,1752052848,0,179303855,tertiary,False,False,82.134,"LINESTRING (130.3727868 33.5856053, 130.3736536 33.5857608)",2,,,,5,,,,
1752052740,1896447761,0,179303855,tertiary,False,True,94.817,"LINESTRING (130.3727868 33.5856053, 130.3717834 33.5854368)",2,,,,5,,,,
1752052742,6576075390,0,163537322,residential,False,False,40.31,"LINESTRING (130.3700674 33.5868457, 130.3704944 33.5869156)",,,,,,,,,
1752052742,1795216316,0,168230897,residential,False,True,95.724,"LINESTRING (130.3700674 33.5868457, 130.3690456 33.5867171)",,,,,,,,,
1752052742,1792694584,0,176311987,residential,False,False,66.577,"LINESTRING (130.3700674 33.5868457, 130.3699037 33.5874287)",,,,,,,,,
1752052742,1752052665,0,176311987,residential,False,True,80.205,"LINESTRING (130.3700674 33.5868457, 130.370216 33.5861351)",,,,,,,,,
1752052768,1752052628,0,163537329,residential,False,False,94.29,"LINESTRING (130.3722722 33.5876367, 130.372578 33.5884455)",,,,,,,,,
1752052768,10606114234,0,179303725,residential,False,False,81.211,"LINESTRING (130.3722722 33.5876367, 130.3731487 33.5876533)",,,,,,,,,
1752052768,1752052795,0,163537329,residential,False,True,57.144,"LINESTRING (130.3722722 33.5876367, 130.3723205 33.5875004, 130.3723956 33.5871339)",,,,,,,,,
1752052768,1752052668,0,179303838,residential,False,True,62.961999999999996,"LINESTRING (130.3722722 33.5876367, 130.3722056 33.5875941, 130.3720122 33.5871247)",,,,,,,,,
1752052769,1752063985,0,43105215,tertiary,False,False,24.551,"LINESTRING (130.3726562 33.59201, 130.3727117 33.5917941)",4,,黒門川通り,,10,,,,
1752052769,540037680,0,43105215,tertiary,False,True,114.459,"LINESTRING (130.3726562 33.59201, 130.372354 33.5930081)",4,,黒門川通り,,10,,,,
1752052769,5505379073,0,163537310,residential,False,False,8.441,"LINESTRING (130.3726562 33.59201, 130.3727459 33.5920234)",,,,,,,,,
1752052795,10606114235,0,163537322,residential,False,False,83.425,"LINESTRING (130.3723956 33.5871339, 130.3732957 33.5871595)",,,,,,,,,
1752052795,1752052668,0,163537322,residential,False,True,35.529,"LINESTRING (130.3723956 33.5871339, 130.3720122 33.5871247)",,,,,,,,,
1752052795,1752052679,0,163537329,residential,False,True,64.479,"LINESTRING (130.3723956 33.5871339, 130.3725453 33.5865676)",,,,,,,,,
1752052795,1752052768,0,163537329,residential,False,False,57.144,"LINESTRING (130.3723956 33.5871339, 130.3723205 33.5875004, 130.3722722 33.5876367)",,,,,,,,,
1752052813,540037680,0,43105224,tertiary,False,False,27.878,"LINESTRING (130.3726544 33.5929926, 130.372354 33.5930081)",4,,那の津通り,,10,,,,
1752052813,5505406211,0,163537309,residential,False,True,10.524,"LINESTRING (130.3726544 33.5929926, 130.3726298 33.593085)",,,,,,,,,
1752052813,5505379080,0,163537309,residential,False,False,10.595,"LINESTRING (130.3726544 33.5929926, 130.3726906 33.5929185, 130.3726941 33.5929035)",,,,,,,,,
1752052814,5505379080,0,163537309,residential,False,True,97.186,"LINESTRING (130.3728959 33.5920458, 130.3726941 33.5929035)",,,,,,,,,
1752052814,5505379073,0,163537310,residential,False,True,14.115,"LINESTRING (130.3728959 33.5920458, 130.3727459 33.5920234)",,,,,,,,,
1752052814,1752052696,0,163537309,residential,False,False,81.90100000000001,"LINESTRING (130.3728959 33.5920458, 130.3729883 33.5916941, 130.3731386 33.591339)",,,,,,,,,
1752052837,1806886814,0,43105214,tertiary,False,True,121.514,"LINESTRING (130.37161 33.5952301, 130.3719834 33.5941825)",4,,黒門川通り,,,,,,
1752052837,7472936286,0,43105214,tertiary,False,False,26.661,"LINESTRING (130.37161 33.5952301, 130.3715158 33.5953965, 130.3714767 33.5954418)",4,,黒門川通り,,,,,,
1752052837,5505409022,0,163537326,residential,False,True,12.370999999999999,"LINESTRING (130.37161 33.5952301, 130.3717197 33.5952555, 130.3717394 33.5952555)",,,,,,,,,
1752052843,1752052628,0,163537315,residential,False,True,102.616,"LINESTRING (130.3714702 33.588441, 130.372578 33.5884455)",,,,,,,,,
1752052843,1806886876,0,169524534,residential,False,False,153.677,"LINESTRING (130.3714702 33.588441, 130.3715126 33.5870594)",,,,,,,,,
1752052843,1806886882,0,169524534,residential,False,True,31.047,"LINESTRING (130.3714702 33.588441, 130.3714728 33.5887202)",,,,,,,,,
1752052843,5504853224,0,163537315,residential,False,False,110.07600000000001,"LINESTRING (130.3714702 33.588441, 130.3703383 33.588412, 130.3702834 33.5884032)",,,,,,,,,
1752052848,781975223,0,62799041,tertiary,False,True,52.777,"LINESTRING (130.3736536 33.5857608, 130.3735594 33.5862289)",,,,,,,,,
1752052848,1752052740,0,179303855,tertiary,False,True,82.134,"LINESTRING (130.3736536 33.5857608, 130.3727868 33.5856053)",2,,,,5,,,,
1752052848,9245276148,0,699670425,residential,True,False,0.981,"LINESTRING (130.3736536 33.5857608, 130.3736544 33.585752)",,,,,,,,,
1752052859,5505409022,0,163537326,residential,False,False,18.508000000000003,"LINESTRING (130.3719383 33.5952449, 130.3718511 33.5952555, 130.3717394 33.5952555)",,,,,,,,,
1752052859,1752052623,0,163537326,residential,False,True,148.47,"LINESTRING (130.3719383 33.5952449, 130.3720535 33.5952343, 130.372358 33.595184, 130.372995 33.5950879, 130.3735141 33.5950019)",,,,,,,,,
1752052859,1752052723,0,163537942,residential,False,True,120.964,"LINESTRING (130.3719383 33.5952449, 130.3720001 33.5949581, 130.3721328 33.5945917, 130.3723043 33.5942222, 130.3723232 33.5942143)",,,,,,,,,
1752052859,1905385948,0,180105299,unclassified,False,False,81.64000000000001,"LINESTRING (130.3719383 33.5952449, 130.3719208 33.595289, 130.3719094 33.5953756, 130.3718965 33.5958461, 130.3719054 33.5959759)",,,,,,,,,
1752052865,1752052679,0,167940695,residential,False,False,70.176,"LINESTRING (130.3717962 33.5864734, 130.3725453 33.5865676)",,,,,,,,,
1752052865,5505633287,0,167940695,residential,False,True,74.128,"LINESTRING (130.3717962 33.5864734, 130.3710215 33.5863063)",,,,,,,,,
1752052865,1752052668,0,179303690,residential,False,False,75.134,"LINESTRING (130.3717962 33.5864734, 130.3720122 33.5871247)",,,,,,,,,
1752052865,1896447765,0,179303803,residential,False,True,57.464,"LINESTRING (130.3717962 33.5864734, 130.3717425 33.5860222, 130.3717388 33.5859589)",,,,,,,,,
1752063985,1752052769,0,43105215,tertiary,False,True,24.551,"LINESTRING (130.3727117 33.5917941, 130.3726562 33.59201)",4,,黒門川通り,,10,,,,
1752063985,1752052726,0,43105215,tertiary,False,False,85.555,"LINESTRING (130.3727117 33.5917941, 130.3728757 33.5911816, 130.3729025 33.5910415)",4,,黒門川通り,,10,,,,
1752063985,5505379050,0,179303669,residential,True,False,11.091000000000001,"LINESTRING (130.3727117 33.5917941, 130.3726408 33.5917891, 130.3725924 33.5917856)",,,,,,,,,
1752063993,1752064298,0,163537957,residential,False,False,108.718,"LINESTRING (130.3695538 33.594535, 130.3700835 33.5936625)",,,,,,,,,
1752063993,1905385890,0,180105285,unclassified,False,True,79.381,"LINESTRING (130.3695538 33.594535, 130.3690018 33.5939889)",,,,,,,,,
1752063993,5505378920,0,163537957,residential,False,True,71.413,"LINESTRING (130.3695538 33.594535, 130.3691957 33.5949606, 130.3691407 33.5950184, 130.3690975 33.5950513)",,,,,,,,,
1752063993,1905385901,0,180105285,unclassified,False,False,57.18,"LINESTRING (130.3695538 33.594535, 130.3695765 33.594564, 130.3699699 33.5949142)",,,,,,,,,
1752064014,7730959284,0,163537945,tertiary,False,False,41.03,"LINESTRING (130.3696463 33.5886042, 130.3700518 33.5887527)",2,,,,5,,,,
1752064014,1896448021,0,163537945,tertiary,False,True,91.354,"LINESTRING (130.3696463 33.5886042, 130.3688012 33.5881807)",2,,,,5,,,,
1752064014,1805714608,0,176311987,residential,False,False,70.357,"LINESTRING (130.3696463 33.5886042, 130.3692891 33.5891626)",,,,,,,,,
1752064014,1792694584,0,176311987,residential,False,True,132.96800000000002,"LINESTRING (130.3696463 33.5886042, 130.369724 33.5881213, 130.3699037 33.5874287)",,,,,,,,,
1752064021,1792694626,0,190899262,unclassified,False,False,20.281,"LINESTRING (130.3640299 33.5835449, 130.3639277 33.5837062)",,,,,,,,,
1752064021,2014972122,0,190899338,unclassified,False,True,92.812,"LINESTRING (130.3640299 33.5835449, 130.3644444 33.582785)",,,,,,,,,
1752064021,1752064112,0,731219833,tertiary,False,True,72.236,"LINESTRING (130.3640299 33.5835449, 130.3633258 33.5832657)",2,,,,5,,,,
1752064021,1792694688,0,"[731219833, 179303666, 179303748]",tertiary,False,False,43.486000000000004,"LINESTRING (130.3640299 33.5835449, 130.3640554 33.5835566, 130.3644178 33.5836866, 130.3644591 33.583703)",2,,,,5,yes,,,
1752064031,1792694641,0,179303872,residential,False,False,39.814,"LINESTRING (130.3638682 33.5845476, 130.364253 33.5847071)",,,,,,,,,
1752064031,7473038652,0,700265348,residential,False,True,4.111,"LINESTRING (130.3638682 33.5845476, 130.3638882 33.5845146)",,,,,,,,,
1752064031,1752064133,0,"[179303872, 179303769, 163537944]","['unclassified', 'residential']",False,True,43.328,"LINESTRING (130.3638682 33.5845476, 130.3638471 33.5845368, 130.363485 33.5843512, 130.3634713 33.5843417)",,,,,,yes,,,
1752064055,312856570,0,62799042,tertiary,False,True,20.025,"LINESTRING (130.3732324 33.5828668, 130.3733087 33.5826983)",2,,,,5,,,,
1752064055,781975310,0,62799042,tertiary,False,False,165.329,"LINESTRING (130.3732324 33.5828668, 130.3731577 33.5830558, 130.3729929 33.5835192, 130.3728438 33.583776, 130.3724891 33.584203)",2,,,,5,,,,
1752064057,10749243545,0,163537949,pedestrian,False,True,27.592,"LINESTRING (130.3716715 33.5910239, 130.371374 33.5910113)",,,,,,,,,
1752064057,1752064085,0,179303858,unclassified,False,False,79.42,"LINESTRING (130.3716715 33.5910239, 130.3715575 33.5917318)",,,,,,,,,
1752064057,5505379053,0,163537949,pedestrian,False,False,102.602,"LINESTRING (130.3716715 33.5910239, 130.3725283 33.5910317, 130.37273 33.5910437, 130.3727786 33.5910453)",,,,,,,,,
1752064057,5504853260,0,179303829,unclassified,False,True,64.37,"LINESTRING (130.3716715 33.5910239, 130.3716858 33.5905025, 130.3716888 33.5904452)",,,,,,,,,
1752064068,5505634121,0,163537939,residential,False,False,11.344,"LINESTRING (130.3741303 33.5824018, 130.3741049 33.5825016)",,,,,,,,,
1752064068,312856570,0,374632621,tertiary,False,False,82.943,"LINESTRING (130.3741303 33.5824018, 130.3733087 33.5826983)",4,,国体道路,,10,,,,
1752064074,5504666978,0,179303666,tertiary,False,False,6.86,"LINESTRING (130.3680945 33.5847482, 130.3681653 33.5847663)",2,,,,5,,,,
1752064074,5508341717,0,179303666,tertiary,False,True,7.195,"LINESTRING (130.3680945 33.5847482, 130.3680188 33.5847337)",2,,,,5,,,,
1752064074,766978319,0,179303865,tertiary,False,False,63.234,"LINESTRING (130.3680945 33.5847482, 130.3679 33.5852933)",2,,,,5,,,,
1752064074,2192211253,0,179303865,tertiary,False,True,73.401,"LINESTRING (130.3680945 33.5847482, 130.3682597 33.5841026)",2,,,,5,,,,
1752064085,1905385885,0,169524531,residential,False,False,164.87,"LINESTRING (130.3715575 33.5917318, 130.3711468 33.5931745)",,,,,,,,,
1752064085,1806886817,0,179303669,residential,True,False,74.379,"LINESTRING (130.3715575 33.5917318, 130.3707547 33.5917165)",,,,,,,,,
1752064085,1752064057,0,179303858,unclassified,False,True,79.42,"LINESTRING (130.3715575 33.5917318, 130.3716715 33.5910239)",,,,,,,,,
1752064092,2014972135,0,163537944,residential,False,False,58.636,"LINESTRING (130.360728 33.5836225, 130.3613495 33.5837225)",,,,,,,,,
1752064092,1792694656,0,163537944,residential,False,True,22.07,"LINESTRING (130.360728 33.5836225, 130.3605181 33.5835286)",,,,,,,,,
1752064092,2180594983,0,167940084,residential,False,False,62.718,"LINESTRING (130.360728 33.5836225, 130.3603644 33.5840983)",,,,,,,,,
1752064092,9833912354,0,167940084,residential,False,True,3.595,"LINESTRING (130.360728 33.5836225, 130.3607476 33.5835946)",,,,,,,,,
1752064097,5504853263,0,169524541,residential,False,True,67.485,"LINESTRING (130.3707595 33.5909859, 130.3707552 33.590379)",,,,,,,,,
1752064097,1806886840,0,816395636,residential,False,True,39.793,"LINESTRING (130.3707595 33.5909859, 130.3703301 33.5909747)",,,,,,,,,
1752064097,10749243532,0,1155879433,residential,False,False,17.747,"LINESTRING (130.3707595 33.5909859, 130.3707585 33.5911455)",,,ホークスとうじん通り,,,,,,
1752064097,10749243542,0,163537949,pedestrian,False,False,28.704,"LINESTRING (130.3707595 33.5909859, 130.3708056 33.5909953, 130.371068 33.5909989)",,,,,,,,,
1752064112,2014972118,0,167940687,tertiary,False,False,100.789,"LINESTRING (130.3633258 33.5832657, 130.3637567 33.5824334)",,,,,,,,,
1752064112,1792694559,0,167940687,tertiary,False,True,47.006,"LINESTRING (130.3633258 33.5832657, 130.3631123 33.5836492)",,,,,,,,,
1752064112,1752064021,0,731219833,tertiary,False,False,72.236,"LINESTRING (130.3633258 33.5832657, 130.3640299 33.5835449)",2,,,,5,,,,
1752064112,1792694622,0,731219833,tertiary,False,True,57.691,"LINESTRING (130.3633258 33.5832657, 130.3627595 33.5830498)",2,,,,5,,,,
1752064115,1792687248,0,179303679,tertiary,False,False,20.709,"LINESTRING (130.3613645 33.5825465, 130.3611594 33.5826206)",4,,,,10,,,,
1752064115,1792687247,0,179303679,tertiary,False,True,116.208,"LINESTRING (130.3613645 33.5825465, 130.3624958 33.5820949)",4,,,,10,,,,
1752064115,9833912356,0,731219833,tertiary,False,False,9.732,"LINESTRING (130.3613645 33.5825465, 130.3614612 33.5825807)",2,,,,5,,,,
1752064115,5505693739,0,731219833,tertiary,False,True,10.542,"LINESTRING (130.3613645 33.5825465, 130.3612637 33.5825025)",2,,,,5,,,,
1752064121,2180594985,0,163537944,residential,False,False,59.678,"LINESTRING (130.3627352 33.5841258, 130.3633396 33.5843116)",,,,,,,,,
1752064121,9833912357,0,167940687,tertiary,False,False,2.715,"LINESTRING (130.3627352 33.5841258, 130.3627513 33.5841054)",,,,,,,,,
1752064121,7795873467,0,167940687,tertiary,False,True,3.368,"LINESTRING (130.3627352 33.5841258, 130.3627145 33.5841507)",,,,,,,,,
1752064121,2014972135,0,163537944,residential,False,True,136.346,"LINESTRING (130.3627352 33.5841258, 130.3619243 33.5838426, 130.3613495 33.5837225)",,,,,,,,,
