u,v,key,osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,service,width,bridge,maxspeed,tunnel,access
5504853239,7624761160,0,169524541,residential,False,True,157.47499999999997,"LINESTRING (130.3707276 33.5901576, 130.3706762 33.5894441, 130.3706306 33.5891984, 130.3705823 33.5890654, 130.3705018 33.5889571, 130.3703359 33.5888319)",,,,,,,,,
5504853239,5504853242,0,573164067,footway,False,False,84.204,"LINESTRING (130.3707276 33.5901576, 130.3707655 33.5901551, 130.3716104 33.5902087, 130.3716341 33.5902088)",,,,,,,,,
5504853239,5504853236,0,573164067,footway,False,True,51.312,"LINESTRING (130.3707276 33.5901576, 130.3706797 33.5901573, 130.3704919 33.5901417, 130.3701836 33.5900791)",,,,,,,,,
5504853242,1806886826,0,169524534,residential,False,False,104.519,"LINESTRING (130.3716341 33.5902088, 130.371516 33.589274)",,,,,,,,,
5504853242,2180595045,0,169524534,residential,False,True,10.372,"LINESTRING (130.3716341 33.5902088, 130.371668 33.5902977)",,,,,,,,,
5504853242,5504853246,0,573164067,footway,False,False,55.111,"LINESTRING (130.3716341 33.5902088, 130.3716614 33.5902087, 130.3721978 33.59024, 130.3722276 33.5902426)",,,,,,,,,
5504853242,5504853239,0,573164067,footway,False,True,84.204,"LINESTRING (130.3716341 33.5902088, 130.3716104 33.5902087, 130.3707655 33.5901551, 130.3707276 33.5901576)",,,,,,,,,
5504853246,2180595048,0,179303703,unclassified,False,False,8.959,"LINESTRING (130.3722276 33.5902426, 130.3722214 33.590323)",,,,,,,,,
5504853246,1896448082,0,179303703,unclassified,False,True,107.8,"LINESTRING (130.3722276 33.5902426, 130.3723033 33.5894893, 130.3723078 33.5892758)",,,,,,,,,
5504853246,5504853253,0,573164067,footway,False,False,164.661,"LINESTRING (130.3722276 33.5902426, 130.3722568 33.5902422, 130.3726189 33.5902646, 130.3728657 33.5902747, 130.372922 33.5902556, 130.3729408 33.5901797, 130.3730052 33.5898646, 130.3731312 33.5893753)",,,,,,,,,
5504853246,5504853242,0,573164067,footway,False,True,55.111000000000004,"LINESTRING (130.3722276 33.5902426, 130.3721978 33.59024, 130.3716614 33.5902087, 130.3716341 33.5902088)",,,,,,,,,
5504853253,5504853246,0,573164067,footway,False,True,164.66100000000003,"LINESTRING (130.3731312 33.5893753, 130.3730052 33.5898646, 130.3729408 33.5901797, 130.372922 33.5902556, 130.3728657 33.5902747, 130.3726189 33.5902646, 130.3722568 33.5902422, 130.3722276 33.5902426)",,,,,,,,,
5504853260,10749243550,0,573048549,footway,False,False,47.817,"LINESTRING (130.3716888 33.5904452, 130.3711753 33.590401)",,,,,,,,,
5504853260,1752064057,0,179303829,unclassified,False,False,64.37,"LINESTRING (130.3716888 33.5904452, 130.3716858 33.5905025, 130.3716715 33.5910239)",,,,,,,,,
5504853260,766978350,0,179303829,unclassified,False,True,6.438,"LINESTRING (130.3716888 33.5904452, 130.3716843 33.5904292, 130.3716814 33.5903878)",,,,,,,,,
5504853260,5505379053,0,573048549,footway,False,True,163.83899999999997,"LINESTRING (130.3716888 33.5904452, 130.3717536 33.5904698, 130.3721135 33.5904923, 130.3724284 33.5905182, 130.3727848 33.5905376, 130.3728489 33.5905584, 130.3728659 33.5906024, 130.3727852 33.5910121, 130.3727786 33.5910453)",,,,,,,,,
5504853263,1752064097,0,169524541,residential,False,False,67.485,"LINESTRING (130.3707552 33.590379, 130.3707595 33.5909859)",,,,,,,,,
5504853263,766978349,0,169524541,residential,False,True,5.358,"LINESTRING (130.3707552 33.590379, 130.3707586 33.5903309)",,,,,,,,,
5504853263,5504853274,0,573048549,footway,False,False,163.288,"LINESTRING (130.3707552 33.590379, 130.3706874 33.5903802, 130.3703642 33.5903624, 130.3701678 33.5903311, 130.3700885 33.5903054, 130.3699893 33.5902918, 130.3698808 33.5902804, 130.3696562 33.5901983, 130.3694285 33.5900856, 130.3694002 33.5900893, 130.3693717 33.5901048, 130.3692522 33.590287, 130.3692165 33.5903209)",,,,,,,,,
5504853263,10749243550,0,573048549,footway,False,True,39.239000000000004,"LINESTRING (130.3707552 33.590379, 130.3708801 33.5903993, 130.3710417 33.5904111, 130.3711753 33.590401)",,,,,,,,,
5504853274,1806886840,0,169524520,service,False,False,163.62900000000002,"LINESTRING (130.3692165 33.5903209, 130.3692306 33.5903274, 130.3692518 33.5903373, 130.3697025 33.5904228, 130.3703275 33.5904429, 130.3703301 33.5909747)",,,,alley,,,,,
5504853274,1806886906,0,169524520,service,False,True,6.884,"LINESTRING (130.3692165 33.5903209, 130.3692048 33.5903125, 130.3691604 33.5902803)",,,,alley,,,,,
5504853274,5505378904,0,573048549,footway,False,False,155.25900000000001,"LINESTRING (130.3692165 33.5903209, 130.3691741 33.5903617, 130.3684475 33.5914986, 130.3684174 33.5915468)",,,,,,,,,
5504853274,5504853263,0,573048549,footway,False,True,163.288,"LINESTRING (130.3692165 33.5903209, 130.3692522 33.590287, 130.3693717 33.5901048, 130.3694002 33.5900893, 130.3694285 33.5900856, 130.3696562 33.5901983, 130.3698808 33.5902804, 130.3699893 33.5902918, 130.3700885 33.5903054, 130.3701678 33.5903311, 130.3703642 33.5903624, 130.3706874 33.5903802, 130.3707552 33.590379)",,,,,,,,,
5505378904,781974339,0,179303669,residential,True,False,5.515,"LINESTRING (130.3684174 33.5915468, 130.3683966 33.5915425, 130.3683596 33.5915349)",,,,,,,,,
5505378904,5505378916,0,573048549,footway,False,False,320.85600000000005,"LINESTRING (130.3684174 33.5915468, 130.3683916 33.5915877, 130.3682366 33.5918792, 130.3681722 33.5920148, 130.3681118 33.5921488, 130.3679972 33.592439, 130.3679215 33.5926517, 130.3678926 33.5927351, 130.3675796 33.5936487, 130.3675757 33.5937358, 130.3676132 33.5938475, 130.367699 33.5939514, 130.3679782 33.5941428, 130.3679962 33.5941567, 130.3680107 33.5941678)",,,,,,,,,
5505378904,5504853274,0,573048549,footway,False,True,155.25900000000001,"LINESTRING (130.3684174 33.5915468, 130.3684475 33.5914986, 130.3691741 33.5903617, 130.3692165 33.5903209)",,,,,,,,,
5505378916,1806886786,0,169524525,residential,False,True,8.492,"LINESTRING (130.3680107 33.5941678, 130.3679466 33.5942224)",,,,,,,,,
5505378916,1806886860,0,169524525,residential,False,False,170.257,"LINESTRING (130.3680107 33.5941678, 130.3680455 33.5941334, 130.3682836 33.5939351, 130.3687262 33.5936849, 130.3689711 33.5935328, 130.369555 33.5933944)",,,,,,,,,
5505378916,5505378918,0,573048549,footway,False,False,50.67,"LINESTRING (130.3680107 33.5941678, 130.3680252 33.5941789, 130.3680402 33.5941904, 130.3684053 33.5944834)",,,,,,,,,
5505378916,5505378904,0,573048549,footway,False,True,320.856,"LINESTRING (130.3680107 33.5941678, 130.3679962 33.5941567, 130.3679782 33.5941428, 130.367699 33.5939514, 130.3676132 33.5938475, 130.3675757 33.5937358, 130.3675796 33.5936487, 130.3678926 33.5927351, 130.3679215 33.5926517, 130.3679972 33.592439, 130.3681118 33.5921488, 130.3681722 33.5920148, 130.3682366 33.5918792, 130.3683916 33.5915877, 130.3684174 33.5915468)",,,,,,,,,
5505378918,1905385890,0,169524517,residential,False,False,77.949,"LINESTRING (130.3684053 33.5944834, 130.3684492 33.5944484, 130.3690018 33.5939889)",,,,,,,,,
5505378918,6784287928,0,169524517,residential,False,True,9.324,"LINESTRING (130.3684053 33.5944834, 130.3683613 33.5945185, 130.3683315 33.5945404)",,,,,,,,,
5505378918,5505378920,0,573048549,footway,False,False,90.009,"LINESTRING (130.3684053 33.5944834, 130.3690537 33.5950209, 130.3690631 33.5950274, 130.3690975 33.5950513)",,,,,,,,,
5505378918,5505378916,0,573048549,footway,False,True,50.669999999999995,"LINESTRING (130.3684053 33.5944834, 130.3680402 33.5941904, 130.3680252 33.5941789, 130.3680107 33.5941678)",,,,,,,,,
5505378920,6784287929,0,163537957,residential,False,True,9.41,"LINESTRING (130.3690975 33.5950513, 130.3690294 33.5951141)",,,,,,,,,
5505378920,1752063993,0,163537957,residential,False,False,71.413,"LINESTRING (130.3690975 33.5950513, 130.3691407 33.5950184, 130.3691957 33.5949606, 130.3695538 33.594535)",,,,,,,,,
5505378920,5505379023,0,573048549,footway,False,False,49.334,"LINESTRING (130.3690975 33.5950513, 130.3691322 33.5950788, 130.369142 33.5950866, 130.3694351 33.5953408, 130.3694449 33.5953489, 130.3694691 33.5953691)",,,,,,,,,
5505378920,5505378918,0,573048549,footway,False,True,90.009,"LINESTRING (130.3690975 33.5950513, 130.3690631 33.5950274, 130.3690537 33.5950209, 130.3684053 33.5944834)",,,,,,,,,
5505379023,6784287930,0,169524531,residential,False,False,9.094,"LINESTRING (130.3694691 33.5953691, 130.3694 33.5954272)",,,,,,,,,
5505379023,1806886870,0,169524531,residential,False,True,55.009,"LINESTRING (130.3694691 33.5953691, 130.3695038 33.5953336, 130.3698723 33.595006)",,,,,,,,,
5505379023,5505379031,0,573048549,footway,False,False,118.049,"LINESTRING (130.3694691 33.5953691, 130.3694854 33.5953827, 130.3694936 33.5953896, 130.370058 33.5958918, 130.3701291 33.5959298, 130.370231 33.5959488, 130.3703289 33.5959409, 130.3704095 33.5959237, 130.3704509 33.5959126)",,,,,,,,,
5505379023,5505378920,0,573048549,footway,False,True,49.334,"LINESTRING (130.3694691 33.5953691, 130.3694449 33.5953489, 130.3694351 33.5953408, 130.369142 33.5950866, 130.3691322 33.5950788, 130.3690975 33.5950513)",,,,,,,,,
5505379031,1905385923,0,180105304,unclassified,False,False,58.394999999999996,"LINESTRING (130.3704509 33.5959126, 130.3704451 33.5958908, 130.3704158 33.595781, 130.3703222 33.5956932, 130.3703602 33.5956293, 130.370445 33.595581, 130.3705728 33.5955348)",,,,,,,,,
5505379031,1905385944,0,180105304,unclassified,False,True,10.203,"LINESTRING (130.3704509 33.5959126, 130.3704572 33.5959375, 130.3704735 33.5960024)",,,,,,,,,
5505379031,5505379038,0,573048549,footway,False,False,91.865,"LINESTRING (130.3704509 33.5959126, 130.3704834 33.5959088, 130.370852 33.5957678, 130.3710518 33.5956672, 130.3712526 33.5955338, 130.3712945 33.5954945)",,,,,,,,,
5505379031,5505379023,0,573048549,footway,False,True,118.049,"LINESTRING (130.3704509 33.5959126, 130.3704095 33.5959237, 130.3703289 33.5959409, 130.370231 33.5959488, 130.3701291 33.5959298, 130.370058 33.5958918, 130.3694936 33.5953896, 130.3694854 33.5953827, 130.3694691 33.5953691)",,,,,,,,,
5505379038,781976077,0,180105286,unclassified,False,False,10.315000000000001,"LINESTRING (130.3712945 33.5954945, 130.371316 33.5955053, 130.3713898 33.5955425)",,,,,,,,,
5505379038,1905385923,0,180105286,unclassified,False,True,67.451,"LINESTRING (130.3712945 33.5954945, 130.3712711 33.5954855, 130.371115 33.595511, 130.3708492 33.5955318, 130.3705728 33.5955348)",,,,,,,,,
5505379038,5505379044,0,573048549,footway,False,False,158.597,"LINESTRING (130.3712945 33.5954945, 130.3713425 33.5954494, 130.3714717 33.5952772, 130.3715184 33.5951806, 130.3715496 33.5950827, 130.3716207 33.5948879, 130.3718656 33.5941927, 130.3718756 33.5941645)",,,,,,,,,
5505379038,5505379031,0,573048549,footway,False,True,91.86500000000001,"LINESTRING (130.3712945 33.5954945, 130.3712526 33.5955338, 130.3710518 33.5956672, 130.370852 33.5957678, 130.3704834 33.5959088, 130.3704509 33.5959126)",,,,,,,,,
5505379044,1806886814,0,169524550,residential,False,False,10.183,"LINESTRING (130.3718756 33.5941645, 130.371923 33.5941724, 130.3719834 33.5941825)",,,,,,,,,
5505379044,7424298070,0,169524550,residential,False,True,90.844,"LINESTRING (130.3718756 33.5941645, 130.3718269 33.5941556, 130.3709176 33.5939894)",,,,,,,,,
5505379044,5505379047,0,573048549,footway,False,False,102.14,"LINESTRING (130.3718756 33.5941645, 130.3718863 33.5941343, 130.3721322 33.5933437, 130.37214 33.5933176, 130.3721526 33.5932754)",,,,,,,,,
5505379044,5505379038,0,573048549,footway,False,True,158.59699999999998,"LINESTRING (130.3718756 33.5941645, 130.3718656 33.5941927, 130.3716207 33.5948879, 130.3715496 33.5950827, 130.3715184 33.5951806, 130.3714717 33.5952772, 130.3713425 33.5954494, 130.3712945 33.5954945)",,,,,,,,,
5505379047,540037681,0,180105246,residential,False,False,10.7,"LINESTRING (130.3721526 33.5932754, 130.372267 33.5932888)",,,,,,,,,
5505379047,9610657921,0,180105246,residential,False,True,92.351,"LINESTRING (130.3721526 33.5932754, 130.3711627 33.5931761)",,,,,,,,,
5505379047,5505379050,0,573048549,footway,False,False,170.598,"LINESTRING (130.3721526 33.5932754, 130.3721601 33.5932503, 130.3721659 33.5932308, 130.3723851 33.592511, 130.3725865 33.5918085, 130.3725924 33.5917856)",,,,,,,,,
5505379047,5505379044,0,573048549,footway,False,True,102.14000000000001,"LINESTRING (130.3721526 33.5932754, 130.37214 33.5933176, 130.3721322 33.5933437, 130.3718863 33.5941343, 130.3718756 33.5941645)",,,,,,,,,
5505379050,7424298066,0,179303669,residential,True,False,94.078,"LINESTRING (130.3725924 33.5917856, 130.3725444 33.5917831, 130.3715787 33.5917329)",,,,,,,,,
5505379050,5505379053,0,573048549,footway,False,False,84.128,"LINESTRING (130.3725924 33.5917856, 130.372601 33.5917539, 130.3727698 33.5911028, 130.372774 33.5910752, 130.3727786 33.5910453)",,,,,,,,,
5505379050,5505379047,0,573048549,footway,False,True,170.598,"LINESTRING (130.3725924 33.5917856, 130.3725865 33.5918085, 130.3723851 33.592511, 130.3721659 33.5932308, 130.3721601 33.5932503, 130.3721526 33.5932754)",,,,,,,,,
5505379053,1752052726,0,163537949,pedestrian,False,False,11.484,"LINESTRING (130.3727786 33.5910453, 130.3729025 33.5910415)",,,,,,,,,
5505379053,1752064057,0,163537949,pedestrian,False,True,102.602,"LINESTRING (130.3727786 33.5910453, 130.37273 33.5910437, 130.3725283 33.5910317, 130.3716715 33.5910239)",,,,,,,,,
5505379053,5504853260,0,573048549,footway,False,False,163.839,"LINESTRING (130.3727786 33.5910453, 130.3727852 33.5910121, 130.3728659 33.5906024, 130.3728489 33.5905584, 130.3727848 33.5905376, 130.3724284 33.5905182, 130.3721135 33.5904923, 130.3717536 33.5904698, 130.3716888 33.5904452)",,,,,,,,,
5505379053,5505379050,0,573048549,footway,False,True,84.128,"LINESTRING (130.3727786 33.5910453, 130.372774 33.5910752, 130.3727698 33.5911028, 130.372601 33.5917539, 130.3725924 33.5917856)",,,,,,,,,
5505379055,1752052726,0,163537307,residential,False,False,9.476,"LINESTRING (130.3730045 33.5910349, 130.3729025 33.5910415)",,,,,,,,,
5505379055,7427957263,0,794283762,footway,False,False,5.384,"LINESTRING (130.3730045 33.5910349, 130.3729961 33.5910595, 130.3729907 33.5910819)",,,,,,,,,
5505379055,7428842983,0,794283762,footway,False,True,6.779,"LINESTRING (130.3730045 33.5910349, 130.3730129 33.5909902, 130.3730167 33.5909748)",,,,,,,,,
5505379073,1752052814,0,163537310,residential,False,False,14.115,"LINESTRING (130.3727459 33.5920234, 130.3728959 33.5920458)",,,,,,,,,
5505379073,1752052769,0,163537310,residential,False,True,8.441,"LINESTRING (130.3727459 33.5920234, 130.3726562 33.59201)",,,,,,,,,
5505379073,5505379080,0,573125257,footway,False,False,115.383,"LINESTRING (130.3727459 33.5920234, 130.3727278 33.5920683, 130.3725052 33.592838, 130.3725106 33.5928682, 130.3725401 33.5928961, 130.3725736 33.5929073, 130.3726594 33.5929084, 130.3726941 33.5929035)",,,,,,,,,
5505379073,7427957263,0,573125257,footway,False,True,107.126,"LINESTRING (130.3727459 33.5920234, 130.372756 33.5919834, 130.3728928 33.5914851, 130.3729907 33.5910819)",,,,,,,,,
5505379080,1752052814,0,163537309,residential,False,False,97.186,"LINESTRING (130.3726941 33.5929035, 130.3728959 33.5920458)",,,,,,,,,
5505379080,1752052813,0,163537309,residential,False,True,10.595,"LINESTRING (130.3726941 33.5929035, 130.3726906 33.5929185, 130.3726544 33.5929926)",,,,,,,,,
5505379080,5505379073,0,573125257,footway,False,True,115.383,"LINESTRING (130.3726941 33.5929035, 130.3726594 33.5929084, 130.3725736 33.5929073, 130.3725401 33.5928961, 130.3725106 33.5928682, 130.3725052 33.592838, 130.3727278 33.5920683, 130.3727459 33.5920234)",,,,,,,,,
5505406211,1752052813,0,163537309,residential,False,False,10.524,"LINESTRING (130.3726298 33.593085, 130.3726544 33.5929926)",,,,,,,,,
5505406211,1752052723,0,163537309,residential,False,True,128.744,"LINESTRING (130.3726298 33.593085, 130.3723232 33.5942143)",,,,,,,,,
5505406211,5505409022,0,573128373,footway,False,False,263.51800000000003,"LINESTRING (130.3726298 33.593085, 130.3725957 33.5930866, 130.3725293 33.5931, 130.3724703 33.5931279, 130.3724221 33.5931648, 130.3723979 33.5931949, 130.3722066 33.5938293, 130.3721511 33.5940328, 130.3720539 33.594295, 130.3719896 33.5944723, 130.371844 33.5949064, 130.371781 33.595151, 130.3717636 33.5952348, 130.3717394 33.5952555)",,,,,,,,,
5505409022,1752052837,0,163537326,residential,False,False,12.370999999999999,"LINESTRING (130.3717394 33.5952555, 130.3717197 33.5952555, 130.37161 33.5952301)",,,,,,,,,
5505409022,1752052859,0,163537326,residential,False,True,18.508000000000003,"LINESTRING (130.3717394 33.5952555, 130.3718511 33.5952555, 130.3719383 33.5952449)",,,,,,,,,
5505409022,7472936287,0,573128373,footway,False,False,31.234,"LINESTRING (130.3717394 33.5952555, 130.3717019 33.5952906, 130.3715932 33.5954638, 130.3715657 33.5954947)",,,,,,,,,
5505409022,5505406211,0,573128373,footway,False,True,263.518,"LINESTRING (130.3717394 33.5952555, 130.3717636 33.5952348, 130.371781 33.595151, 130.371844 33.5949064, 130.3719896 33.5944723, 130.3720539 33.594295, 130.3721511 33.5940328, 130.3722066 33.5938293, 130.3723979 33.5931949, 130.3724221 33.5931648, 130.3724703 33.5931279, 130.3725293 33.5931, 130.3725957 33.5930866, 130.3726298 33.593085)",,,,,,,,,
5505409036,7472936293,0,573128373,footway,False,True,98.302,"LINESTRING (130.3705123 33.5964859, 130.3703152 33.5962737, 130.3702951 33.5962268, 130.3703098 33.5961955, 130.3703527 33.5961642, 130.3705043 33.5961039, 130.3707979 33.5959832, 130.3708764 33.5959526)",,,,,,,,,
5505633245,5505633276,0,163537943,residential,False,False,100.291,"LINESTRING (130.3715439 33.5836688, 130.3724398 33.5841752)",,,,,,,,,
5505633245,5505633276,1,573164065,footway,False,True,364.555,"LINESTRING (130.3715439 33.5836688, 130.3715551 33.5836367, 130.3717067 33.5829708, 130.3717147 33.5829574, 130.3717308 33.5829574, 130.3720513 33.5830066, 130.3721385 33.5830166, 130.3722471 33.5830211, 130.3723638 33.5830211, 130.3725113 33.5830032, 130.3726213 33.5829831, 130.3727004 33.582963, 130.3727554 33.5829597, 130.3729029 33.5829127, 130.3729767 33.5828893, 130.3730102 33.5828971, 130.3730638 33.5829261, 130.3731041 33.5829742, 130.3729431 33.583449, 130.3728439 33.5836512, 130.3727259 33.5838266, 130.3724604 33.5841462, 130.3724398 33.5841752)",,,,,,,,,
5505633245,1752064205,0,163537943,residential,False,True,4.17,"LINESTRING (130.3715439 33.5836688, 130.3715059 33.5836487)",,,,,,,,,
5505633245,7624761158,0,573164065,footway,False,False,55.466,"LINESTRING (130.3715439 33.5836688, 130.3715377 33.5837015, 130.3714344 33.5841484, 130.3714314 33.5841587)",,,,,,,,,
5505633251,5505633257,0,573164066,footway,False,False,335.76,"LINESTRING (130.371071 33.5852634, 130.3710924 33.5852634, 130.3711139 33.5852444, 130.3715028 33.5834892, 130.3714934 33.5834736, 130.3701496 33.5832401, 130.3701145 33.5832347)",,,,,,,,,
5505633257,1831800939,0,172257234,residential,False,False,4.277,"LINESTRING (130.3701145 33.5832347, 130.3701224 33.5831968)",,,,,,,,,
5505633257,1831800934,0,172257234,residential,False,True,203.626,"LINESTRING (130.3701145 33.5832347, 130.3696883 33.5850312)",,,,,,,,,
5505633257,5505633251,0,573164066,footway,False,True,335.76000000000005,"LINESTRING (130.3701145 33.5832347, 130.3701496 33.5832401, 130.3714934 33.5834736, 130.3715028 33.5834892, 130.3711139 33.5852444, 130.3710924 33.5852634, 130.371071 33.5852634)",,,,,,,,,
5505633276,781975310,0,163537943,residential,False,False,5.515,"LINESTRING (130.3724398 33.5841752, 130.3724891 33.584203)",,,,,,,,,
5505633276,5505633245,0,163537943,residential,False,True,100.291,"LINESTRING (130.3724398 33.5841752, 130.3715439 33.5836688)",,,,,,,,,
5505633276,5505633245,1,573164065,footway,False,False,364.55499999999995,"LINESTRING (130.3724398 33.5841752, 130.3724604 33.5841462, 130.3727259 33.5838266, 130.3728439 33.5836512, 130.3729431 33.583449, 130.3731041 33.5829742, 130.3730638 33.5829261, 130.3730102 33.5828971, 130.3729767 33.5828893, 130.3729029 33.5829127, 130.3727554 33.5829597, 130.3727004 33.582963, 130.3726213 33.5829831, 130.3725113 33.5830032, 130.3723638 33.5830211, 130.3722471 33.5830211, 130.3721385 33.5830166, 130.3720513 33.5830066, 130.3717308 33.5829574, 130.3717147 33.5829574, 130.3717067 33.5829708, 130.3715551 33.5836367, 130.3715439 33.5836688)",,,,,,,,,
5505633276,7624761159,0,573164065,footway,False,True,56.300999999999995,"LINESTRING (130.3724398 33.5841752, 130.3724201 33.5841998, 130.3721318 33.5845942, 130.3721217 33.5846066)",,,,,,,,,
5505633280,5505633302,0,573021498,footway,False,True,3.826,"LINESTRING (130.3715471 33.5853438, 130.3715271 33.5853739)",,,,,,,,,
5505633280,7624761159,0,573164065,footway,False,False,97.738,"LINESTRING (130.3715471 33.5853438, 130.3721009 33.5846322, 130.3721217 33.5846066)",,,,,,,,,
5505633280,7624761158,0,573164065,footway,False,True,161.77999999999997,"LINESTRING (130.3715471 33.5853438, 130.371185 33.5852858, 130.3711783 33.5852578, 130.371421 33.5841942, 130.3714314 33.5841587)",,,,,,,,,
5505633281,5505633282,0,573164067,footway,False,False,2.068,"LINESTRING (130.3717965 33.5854746, 130.371775 33.5854696)",,,,,,,,,
5505633282,1896447761,0,179303831,residential,False,True,3.729,"LINESTRING (130.371775 33.5854696, 130.3717834 33.5854368)",,,,,,,,,
5505633282,5505633281,0,573164067,footway,False,True,2.068,"LINESTRING (130.371775 33.5854696, 130.3717965 33.5854746)",,,,,,,,,
5505633282,1896447765,0,179303831,residential,False,False,54.598,"LINESTRING (130.371775 33.5854696, 130.3717674 33.5854992, 130.3717375 33.5857976, 130.3717388 33.5859589)",,,,,,,,,
5505633282,5505633287,0,573164067,footway,False,False,123.344,"LINESTRING (130.371775 33.5854696, 130.3717549 33.5854656, 130.3716678 33.58545, 130.3716315 33.5854623, 130.3710455 33.5862723, 130.3710215 33.5863063)",,,,,,,,,
5505633287,1752052865,0,167940695,residential,False,False,74.128,"LINESTRING (130.3710215 33.5863063, 130.3717962 33.5864734)",,,,,,,,,
5505633287,781975328,0,167940695,residential,False,True,6.171,"LINESTRING (130.3710215 33.5863063, 130.370957 33.5862924)",,,,,,,,,
5505633287,6576075389,0,573164067,footway,False,False,79.73,"LINESTRING (130.3710215 33.5863063, 130.3710026 33.5863281, 130.3707799 33.5866074, 130.3706968 33.586746, 130.3706458 33.5868621, 130.3706378 33.5869024, 130.3706415 33.5869377)",,,,,,,,,
5505633287,5505633282,0,573164067,footway,False,True,123.344,"LINESTRING (130.3710215 33.5863063, 130.3710455 33.5862723, 130.3716315 33.5854623, 130.3716678 33.58545, 130.3717549 33.5854656, 130.371775 33.5854696)",,,,,,,,,
5505633299,781975328,0,167940695,residential,False,False,6.175,"LINESTRING (130.3708924 33.5862787, 130.370957 33.5862924)",,,,,,,,,
5505633299,1752052665,0,167940695,residential,False,True,64.659,"LINESTRING (130.3708924 33.5862787, 130.370216 33.5861351)",,,,,,,,,
5505633299,5505633302,0,573021498,footway,False,False,116.56700000000001,"LINESTRING (130.3708924 33.5862787, 130.3709141 33.5862533, 130.3715028 33.5854176, 130.3715271 33.5853739)",,,,,,,,,
5505633299,6576075390,0,573021498,footway,False,True,80.26799999999999,"LINESTRING (130.3708924 33.5862787, 130.3708685 33.5863114, 130.3707397 33.5864767, 130.3706297 33.5866264, 130.3705761 33.5867214, 130.370505 33.586899, 130.3704944 33.5869156)",,,,,,,,,
5505633302,781975325,0,179303656,secondary,False,False,7.405,"LINESTRING (130.3715271 33.5853739, 130.3716053 33.5853877)",2,557,東油山唐人線,,5,,,,
5505633302,1752064144,0,179303656,secondary,False,True,37.048,"LINESTRING (130.3715271 33.5853739, 130.3711359 33.5853046)",2,557,東油山唐人線,,5,,,,
5505633302,5505633280,0,573021498,footway,False,False,3.826,"LINESTRING (130.3715271 33.5853739, 130.3715471 33.5853438)",,,,,,,,,
5505633302,5505633299,0,573021498,footway,False,True,116.56700000000001,"LINESTRING (130.3715271 33.5853739, 130.3715028 33.5854176, 130.3709141 33.5862533, 130.3708924 33.5862787)",,,,,,,,,
5505633305,1752052676,0,179303709,residential,False,False,76.018,"LINESTRING (130.3721857 33.5847177, 130.3729495 33.5849677)",,,,,,,,,
5505633305,1896447757,0,179303709,residential,False,True,6.813,"LINESTRING (130.3721857 33.5847177, 130.3721171 33.5846956)",,,,,,,,,
5505633305,5505633311,0,573164069,footway,False,False,179.98,"LINESTRING (130.3721857 33.5847177, 130.372172 33.5847372, 130.3717764 33.585345, 130.3717777 33.5853774, 130.3718233 33.5854008, 130.3727675 33.5855662, 130.3727955 33.5855709)",,,,,,,,,
5505633305,5508354071,0,573164069,footway,False,True,64.45,"LINESTRING (130.3721857 33.5847177, 130.3722015 33.5846914, 130.3725301 33.5842478, 130.3725502 33.5842242)",,,,,,,,,
5505633311,1752052740,0,163537329,residential,False,False,3.909,"LINESTRING (130.3727955 33.5855709, 130.3727868 33.5856053)",,,,,,,,,
5505633311,1752052676,0,163537329,residential,False,True,68.573,"LINESTRING (130.3727955 33.5855709, 130.3729495 33.5849677)",,,,,,,,,
5505633311,5505633313,0,573164069,footway,False,False,78.39,"LINESTRING (130.3727955 33.5855709, 130.3728305 33.5855773, 130.3736231 33.5857181)",,,,,,,,,
5505633311,5505633305,0,573164069,footway,False,True,179.98000000000002,"LINESTRING (130.3727955 33.5855709, 130.3727675 33.5855662, 130.3718233 33.5854008, 130.3717777 33.5853774, 130.3717764 33.585345, 130.372172 33.5847372, 130.3721857 33.5847177)",,,,,,,,,
5505633313,5505633311,0,573164069,footway,False,True,78.39,"LINESTRING (130.3736231 33.5857181, 130.3728305 33.5855773, 130.3727955 33.5855709)",,,,,,,,,
5505634121,1752064068,0,163537939,residential,False,True,11.344,"LINESTRING (130.3741049 33.5825016, 130.3741303 33.5824018)",,,,,,,,,
5505634121,6576075419,0,163537939,residential,False,False,83.34899999999999,"LINESTRING (130.3741049 33.5825016, 130.3740881 33.5825678, 130.374029 33.5826348, 130.3739164 33.5827292, 130.3735428 33.5830756)",,,,,,,,,
5505634121,5505634133,0,573164070,footway,False,False,12.334,"LINESTRING (130.3741049 33.5825016, 130.374008 33.5825329, 130.3739812 33.5825426)",,,,,,,,,
5505634128,6576075419,0,700265360,footway,False,True,4.402,"LINESTRING (130.3735171 33.5830423, 130.3735428 33.5830756)",,,,,,,,,
5505634128,5505634133,0,573164070,footway,False,False,74.4,"LINESTRING (130.3735171 33.5830423, 130.3738055 33.5827641, 130.3739329 33.5826558, 130.374012 33.5825887, 130.374008 33.5825641, 130.3739812 33.5825426)",,,,,,,,,
5505634128,5505634133,1,573164070,footway,False,True,102.693,"LINESTRING (130.3735171 33.5830423, 130.373489 33.5830446, 130.3733348 33.5829049, 130.3733146 33.5828401, 130.3733348 33.582801, 130.3733938 33.5827552, 130.3739812 33.5825426)",,,,,,,,,
