osmid,y,x,street_count,highway,ref,geometry
2017097240,33.5851266,130.334764,3,,,POINT (130.334764 33.5851266)
2017097242,33.585117,130.338365,1,,,POINT (130.338365 33.585117)
2017097673,33.5865718,130.3400432,3,,,POINT (130.3400432 33.5865718)
2017097843,33.5874778,130.3399484,4,,,POINT (130.3399484 33.5874778)
2017098518,33.5938967,130.3402807,3,,,POINT (130.3402807 33.5938967)
2017098529,33.5940465,130.3396351,3,,,POINT (130.3396351 33.5940465)
2017098588,33.5942121,130.338872,3,,,POINT (130.338872 33.5942121)
2017098604,33.5943905,130.3380343,3,,,POINT (130.3380343 33.5943905)
2017098644,33.5948786,130.3337701,4,,,POINT (130.3337701 33.5948786)
2017098671,33.5951255,130.3326338,3,,,POINT (130.3326338 33.5951255)
2017098678,33.595163,130.333863,3,,,POINT (130.333863 33.595163)
2017098702,33.595418,130.332767,3,,,POINT (130.332767 33.595418)
2017098734,33.5955153,130.3339707,3,,,POINT (130.3339707 33.5955153)
2017098756,33.5958178,130.3330122,3,,,POINT (130.3330122 33.5958178)
2022990577,33.5750599,130.3568388,3,,,POINT (130.3568388 33.5750599)
2022990578,33.5751664,130.3589898,3,,,POINT (130.3589898 33.5751664)
2022990579,33.5756574,130.3567856,3,,,POINT (130.3567856 33.5756574)
2022990580,33.5766345,130.355341,3,,,POINT (130.355341 33.5766345)
2022990583,33.5790174,130.3610603,3,,,POINT (130.3610603 33.5790174)
2022990584,33.5795563,130.3626312,3,,,POINT (130.3626312 33.5795563)
2022990585,33.5799363,130.3628845,4,,,POINT (130.3628845 33.5799363)
2022990586,33.5814384,130.3635983,3,,,POINT (130.3635983 33.5814384)
2022990587,33.5821327,130.3639222,3,,,POINT (130.3639222 33.5821327)
2047701700,33.5814299,130.3376173,3,,,POINT (130.3376173 33.5814299)
2047701701,33.5816929,130.3379447,4,traffic_signals,,POINT (130.3379447 33.5816929)
2110266836,33.5817243,130.343618,4,,,POINT (130.343618 33.5817243)
2113702857,33.5736266,130.3395131,3,,,POINT (130.3395131 33.5736266)
2113702861,33.5749733,130.3347241,3,,,POINT (130.3347241 33.5749733)
2139580128,33.5739443,130.3663451,4,,,POINT (130.3663451 33.5739443)
2139580129,33.5740984,130.3668388,3,,,POINT (130.3668388 33.5740984)
2139580130,33.5743141,130.3662887,3,,,POINT (130.3662887 33.5743141)
2139580131,33.5743679,130.3668017,3,,,POINT (130.3668017 33.5743679)
2139580132,33.5744552,130.3662672,1,,,POINT (130.3662672 33.5744552)
2139580133,33.5771985,130.3716476,3,,,POINT (130.3716476 33.5771985)
2139580134,33.5773245,130.3729646,3,,,POINT (130.3729646 33.5773245)
2142615946,33.5737459,130.3611428,1,,,POINT (130.3611428 33.5737459)
2142615947,33.5737751,130.3614578,3,,,POINT (130.3614578 33.5737751)
2142615948,33.5737842,130.3616329,3,,,POINT (130.3616329 33.5737842)
2180594938,33.580497,130.3461736,3,,,POINT (130.3461736 33.580497)
2180594943,33.5806759,130.3411704,3,,,POINT (130.3411704 33.5806759)
2180594944,33.5807348,130.3396999,4,traffic_signals,,POINT (130.3396999 33.5807348)
2180594946,33.5807511,130.342274,4,traffic_signals,,POINT (130.342274 33.5807511)
2180594947,33.5808316,130.3433439,4,,,POINT (130.3433439 33.5808316)
2180594948,33.5808817,130.33922,3,,,POINT (130.33922 33.5808817)
2180594950,33.5809437,130.344595,4,,,POINT (130.344595 33.5809437)
2180594952,33.5810112,130.3451681,3,,,POINT (130.3451681 33.5810112)
2180594954,33.581122,130.3461071,4,traffic_signals,,POINT (130.3461071 33.581122)
2180594956,33.5812145,130.3467785,3,,,POINT (130.3467785 33.5812145)
2180594957,33.581247,130.3470884,3,traffic_signals,,POINT (130.3470884 33.581247)
2180594958,33.5813053,130.3485785,3,,,POINT (130.3485785 33.5813053)
2180594959,33.5812853,130.3514672,3,,,POINT (130.3514672 33.5812853)
2180594960,33.5813102,130.348886,3,traffic_signals,,POINT (130.348886 33.5813102)
2180594961,33.5813443,130.3491193,4,,,POINT (130.3491193 33.5813443)
2180594963,33.581634,130.337892,4,traffic_signals,,POINT (130.337892 33.581634)
2180594966,33.5819048,130.3509536,3,,,POINT (130.3509536 33.5819048)
2180594967,33.5819717,130.3372365,4,traffic_signals,,POINT (130.3372365 33.5819717)
2180594968,33.5819686,130.3513896,3,,,POINT (130.3513896 33.5819686)
2180594969,33.5820355,130.3371278,5,traffic_signals,,POINT (130.3371278 33.5820355)
2180594970,33.5821029,130.3368943,3,,,POINT (130.3368943 33.5821029)
2180594972,33.5823888,130.3538699,4,traffic_signals,,POINT (130.3538699 33.5823888)
2180594978,33.5834795,130.359209,4,traffic_signals,,POINT (130.359209 33.5834795)
2180594981,33.5838754,130.3324394,3,,,POINT (130.3324394 33.5838754)
2180594983,33.5840983,130.3603644,4,,,POINT (130.3603644 33.5840983)
2180594984,33.5841325,130.3327853,3,,,POINT (130.3327853 33.5841325)
2180594985,33.5843116,130.3633396,3,,,POINT (130.3633396 33.5843116)
2180594987,33.5846325,130.3623455,3,,,POINT (130.3623455 33.5846325)
2180594990,33.5847402,130.362682,3,,,POINT (130.362682 33.5847402)
2180594994,33.5850633,130.3620311,4,,,POINT (130.3620311 33.5850633)
2180594997,33.5852376,130.3623462,3,,,POINT (130.3623462 33.5852376)
2180595003,33.5857046,130.3631401,3,,,POINT (130.3631401 33.5857046)
2180595006,33.585977,130.3635113,3,,,POINT (130.3635113 33.585977)
2180595008,33.5867523,130.3644893,4,,,POINT (130.3644893 33.5867523)
2180595016,33.5874392,130.3653589,3,,,POINT (130.3653589 33.5874392)
2180595024,33.5881238,130.3664778,4,,,POINT (130.3664778 33.5881238)
2180595025,33.5883961,130.3669492,3,,,POINT (130.3669492 33.5883961)
2180595026,33.5886299,130.3673323,3,,,POINT (130.3673323 33.5886299)
2180595027,33.5888593,130.3677247,4,,,POINT (130.3677247 33.5888593)
2180595028,33.5889516,130.3688593,3,,,POINT (130.3688593 33.5889516)
2180595029,33.5890952,130.3681193,3,,,POINT (130.3681193 33.5890952)
2180595030,33.5893297,130.3685252,3,,,POINT (130.3685252 33.5893297)
2180595031,33.5895583,130.3689057,4,,,POINT (130.3689057 33.5895583)
2180595032,33.589876,130.36946,4,,,POINT (130.36946 33.589876)
2180595044,33.5902397,130.3707666,4,traffic_signals,,POINT (130.3707666 33.5902397)
2180595045,33.5902977,130.371668,4,,,POINT (130.371668 33.5902977)
2180595048,33.590323,130.3722214,3,,,POINT (130.3722214 33.590323)
2180595049,33.5903578,130.3729988,4,,,POINT (130.3729988 33.5903578)
2181298490,33.5874544,130.3380867,4,traffic_signals,,POINT (130.3380867 33.5874544)
2181298496,33.5875397,130.3368203,4,,,POINT (130.3368203 33.5875397)
2181298499,33.5875403,130.3399344,4,,,POINT (130.3399344 33.5875403)
2181298562,33.5876529,130.341469,4,traffic_signals,,POINT (130.341469 33.5876529)
2181298567,33.5877695,130.347995,4,traffic_signals,,POINT (130.347995 33.5877695)
2181298570,33.587807,130.3357192,4,,,POINT (130.3357192 33.587807)
2181298572,33.5878434,130.3446224,4,,,POINT (130.3446224 33.5878434)
2181298580,33.5879197,130.3459445,3,,,POINT (130.3459445 33.5879197)
2181298595,33.5882026,130.356069,4,traffic_signals,,POINT (130.356069 33.5882026)
2181298632,33.5883203,130.3458105,1,,,POINT (130.3458105 33.5883203)
2181298634,33.5884616,130.3335276,4,traffic_signals,,POINT (130.3335276 33.5884616)
2181298720,33.5900053,130.3608046,4,,,POINT (130.3608046 33.5900053)
2181298728,33.5903284,130.3614689,3,,,POINT (130.3614689 33.5903284)
2181298730,33.5903482,130.3324389,4,traffic_signals,,POINT (130.3324389 33.5903482)
2181298733,33.5904276,130.3323993,4,traffic_signals,,POINT (130.3323993 33.5904276)
2181298744,33.5908771,130.3626033,3,,,POINT (130.3626033 33.5908771)
2181298815,33.5913118,130.3635125,5,traffic_signals,,POINT (130.3635125 33.5913118)
2181298851,33.5928305,130.3658794,4,traffic_signals,,POINT (130.3658794 33.5928305)
2181537932,33.5873646,130.3504197,3,,,POINT (130.3504197 33.5873646)
2181537937,33.5874385,130.34902,3,,,POINT (130.34902 33.5874385)
2181537939,33.587415,130.3487239,3,,,POINT (130.3487239 33.587415)
2181537941,33.587439,130.3522235,3,,,POINT (130.3522235 33.587439)
2181537943,33.5873781,130.3479937,3,,,POINT (130.3479937 33.5873781)
2181537945,33.5875442,130.350416,3,,,POINT (130.350416 33.5875442)
2181537949,33.587607,130.3490288,3,,,POINT (130.3490288 33.587607)
2181537951,33.5876221,130.3522063,3,,,POINT (130.3522063 33.5876221)
2181537953,33.5876325,130.3487466,3,,,POINT (130.3487466 33.5876325)
2181537955,33.5883147,130.357611,3,,,POINT (130.357611 33.5883147)
2181537963,33.5889899,130.3592697,3,,,POINT (130.3592697 33.5889899)
2181537965,33.5891262,130.359175,3,,,POINT (130.359175 33.5891262)
2181537968,33.5940068,130.3674914,4,traffic_signals,,POINT (130.3674914 33.5940068)
2181538017,33.5951717,130.3689611,4,,,POINT (130.3689611 33.5951717)
2181538021,33.5960671,130.3700879,4,traffic_signals,,POINT (130.3700879 33.5960671)
2189874236,33.5742647,130.3461239,3,,,POINT (130.3461239 33.5742647)
2189874390,33.5749961,130.345278,1,,,POINT (130.345278 33.5749961)
2189874400,33.5754,130.3449628,1,,,POINT (130.3449628 33.5754)
2192211235,33.5737179,130.3363748,3,,,POINT (130.3363748 33.5737179)
2192211237,33.5744214,130.3406338,4,,,POINT (130.3406338 33.5744214)
2192211241,33.5749568,130.3411326,3,,,POINT (130.3411326 33.5749568)
2192211245,33.5786263,130.3435104,3,,,POINT (130.3435104 33.5786263)
2192211248,33.5786708,130.3440692,4,,,POINT (130.3440692 33.5786708)
2192211250,33.5787191,130.3447213,3,,,POINT (130.3447213 33.5787191)
2192211253,33.5841026,130.3682597,3,,,POINT (130.3682597 33.5841026)
2192211256,33.5849476,130.3487972,3,,,POINT (130.3487972 33.5849476)
2192211265,33.5855665,130.3487038,3,,,POINT (130.3487038 33.5855665)
2192211269,33.585767,130.3481128,3,,,POINT (130.3481128 33.585767)
2192211273,33.5899911,130.3640734,3,,,POINT (130.3640734 33.5899911)
2192211278,33.5902419,130.364439,3,,,POINT (130.364439 33.5902419)
2206922416,33.58267,130.3325595,3,,,POINT (130.3325595 33.58267)
2329204972,33.591695,130.3506145,3,,,POINT (130.3506145 33.591695)
2329204979,33.5917554,130.3505618,4,,,POINT (130.3505618 33.5917554)
2329204983,33.5917954,130.3519407,4,traffic_signals,,POINT (130.3519407 33.5917954)
2329204990,33.5918986,130.3507354,1,,,POINT (130.3507354 33.5918986)
2329204993,33.5918693,130.3514595,3,,,POINT (130.3514595 33.5918693)
2329204996,33.5918815,130.3515633,3,,,POINT (130.3515633 33.5918815)
2329204998,33.5919054,130.3517584,3,,,POINT (130.3517584 33.5919054)
2329205002,33.5919284,130.3519475,3,,,POINT (130.3519475 33.5919284)
2329205003,33.5919353,130.3520042,3,,,POINT (130.3520042 33.5919353)
2329205005,33.5919771,130.3523539,3,,,POINT (130.3523539 33.5919771)
2329205009,33.5919784,130.3535369,5,traffic_signals,,POINT (130.3535369 33.5919784)
2329205013,33.5920204,130.3523431,1,,,POINT (130.3523431 33.5920204)
2329205016,33.5920475,130.352921,3,,,POINT (130.352921 33.5920475)
2329205023,33.5920684,130.351671,3,,,POINT (130.351671 33.5920684)
2329205026,33.5920768,130.3517308,4,,,POINT (130.3517308 33.5920768)
2329205027,33.5920771,130.3518207,3,,,POINT (130.3518207 33.5920771)
2329205039,33.5920625,130.351975,1,,,POINT (130.351975 33.5920625)
2329205044,33.5921556,130.353411,5,,,POINT (130.353411 33.5921556)
2329205047,33.592149,130.3504985,3,,,POINT (130.3504985 33.592149)
2329205048,33.5921686,130.3533796,2,,,POINT (130.3533796 33.5921686)
2329205052,33.5921479,130.3534293,1,,,POINT (130.3534293 33.5921479)
2329205057,33.5921659,130.3506838,3,,,POINT (130.3506838 33.5921659)
2329205058,33.592167,130.3535116,4,crossing,,POINT (130.3535116 33.592167)
2329205061,33.592199,130.3528928,1,,,POINT (130.3528928 33.592199)
2329205091,33.592263,130.3516378,3,,,POINT (130.3516378 33.592263)
2329205093,33.5922706,130.3516996,4,,,POINT (130.3516996 33.5922706)
2329205097,33.5922809,130.3517833,3,,,POINT (130.3517833 33.5922809)
2329205106,33.5923184,130.3533015,3,,,POINT (130.3533015 33.5923184)
2329205113,33.592341,130.3534056,4,,,POINT (130.3534056 33.592341)
2329205116,33.592346,130.3534784,5,,,POINT (130.3534784 33.592346)
2329205118,33.5923622,130.3501092,3,,,POINT (130.3501092 33.5923622)
2329205120,33.5923904,130.3502869,3,,,POINT (130.3502869 33.5923904)
2329205121,33.5923866,130.3533285,1,,,POINT (130.3533285 33.5923866)
2329205122,33.592389,130.3514195,3,,,POINT (130.3514195 33.592389)
2329205124,33.5924148,130.3504494,4,,,POINT (130.3504494 33.5924148)
2329205125,33.5924028,130.3515234,3,,,POINT (130.3515234 33.5924028)
2329205126,33.5924188,130.351398,3,,,POINT (130.351398 33.5924188)
2329205127,33.5924588,130.3506926,3,,,POINT (130.3506926 33.5924588)
2329205134,33.5924571,130.3512957,3,,,POINT (130.3512957 33.5924571)
2329205137,33.592472,130.3513907,3,,,POINT (130.3513907 33.592472)
2329205144,33.5925224,130.3532649,1,,,POINT (130.3532649 33.5925224)
2329205156,33.5925901,130.3516483,4,,,POINT (130.3516483 33.5925901)
2329205157,33.5925961,130.3532922,3,,,POINT (130.3532922 33.5925961)
2329205160,33.5926035,130.3533613,4,,,POINT (130.3533613 33.5926035)
2329205163,33.5926153,130.353427,5,,,POINT (130.353427 33.5926153)
2329205166,33.5926327,130.3516414,3,,,POINT (130.3516414 33.5926327)
2329205167,33.5926465,130.3519526,1,,,POINT (130.3519526 33.5926465)
2329205177,33.5927301,130.3532922,3,,,POINT (130.3532922 33.5927301)
2329205178,33.5927367,130.3533372,4,,,POINT (130.3533372 33.5927367)
2329205180,33.5927451,130.3534089,5,,,POINT (130.3534089 33.5927451)
2329205181,33.5927452,130.3513082,3,,,POINT (130.3513082 33.5927452)
2329205191,33.5927766,130.3457075,3,,,POINT (130.3457075 33.5927766)
2329205204,33.5928128,130.3515609,1,,,POINT (130.3515609 33.5928128)
2329205218,33.5928577,130.351261,1,,,POINT (130.351261 33.5928577)
2329205219,33.5928933,130.353259,4,,,POINT (130.353259 33.5928933)
2329205221,33.5929043,130.3533084,4,,,POINT (130.3533084 33.5929043)
2329205223,33.5929153,130.353377,4,,,POINT (130.353377 33.5929153)
2329205249,33.5930033,130.349755,3,,,POINT (130.349755 33.5930033)
2329205256,33.5930419,130.3500515,3,,,POINT (130.3500515 33.5930419)
2329205269,33.5930846,130.3503815,3,,,POINT (130.3503815 33.5930846)
2329205275,33.5931025,130.3480005,1,,,POINT (130.3480005 33.5931025)
2329205278,33.5930855,130.3498061,3,,,POINT (130.3498061 33.5930855)
2329205280,33.5931119,130.3503751,3,,,POINT (130.3503751 33.5931119)
2329205284,33.5931277,130.3500155,4,crossing,,POINT (130.3500155 33.5931277)
2329205292,33.5931397,130.3497278,3,,,POINT (130.3497278 33.5931397)
2329205313,33.5931869,130.3497182,3,,,POINT (130.3497182 33.5931869)
2329205322,33.5932119,130.3479852,3,,,POINT (130.3479852 33.5932119)
2329205323,33.5932308,130.3533208,4,crossing,,POINT (130.3533208 33.5932308)
2329205329,33.5932197,130.3480481,1,,,POINT (130.3480481 33.5932197)
2329205343,33.5932639,130.3504156,1,,,POINT (130.3504156 33.5932639)
2329205356,33.5932992,130.3511841,1,,,POINT (130.3511841 33.5932992)
2329205366,33.5933426,130.3479668,3,,,POINT (130.3479668 33.5933426)
2329205390,33.5934488,130.3477032,3,,,POINT (130.3477032 33.5934488)
2329205392,33.5934511,130.3477836,1,,,POINT (130.3477836 33.5934511)
2329205446,33.5936064,130.3479297,3,,,POINT (130.3479297 33.5936064)
2329205451,33.5936167,130.3525486,1,,,POINT (130.3525486 33.5936167)
2329205489,33.5936805,130.3507705,4,,,POINT (130.3507705 33.5936805)
2329205490,33.593684,130.3508095,4,,,POINT (130.3508095 33.593684)
2329205513,33.5937355,130.3507622,3,,,POINT (130.3507622 33.5937355)
2329205515,33.5937395,130.3508047,3,,,POINT (130.3508047 33.5937395)
2329205524,33.5937688,130.3516386,4,,,POINT (130.3516386 33.5937688)
2329205525,33.5937705,130.351675,4,,,POINT (130.351675 33.5937705)
2329205527,33.5937658,130.3469472,1,,,POINT (130.3469472 33.5937658)
2329205537,33.5938,130.3514099,4,crossing,,POINT (130.3514099 33.5938)
2329205543,33.5938149,130.3469032,1,,,POINT (130.3469032 33.5938149)
2329205546,33.5938231,130.3516258,3,,,POINT (130.3516258 33.5938231)
2329205550,33.5938268,130.3516604,3,,,POINT (130.3516604 33.5938268)
2329205597,33.5939076,130.3516457,1,,,POINT (130.3516457 33.5939076)
2329205626,33.5939853,130.3459718,3,,,POINT (130.3459718 33.5939853)
2329205635,33.5940258,130.3485006,1,,,POINT (130.3485006 33.5940258)
2329205636,33.5939902,130.3476218,1,,,POINT (130.3476218 33.5939902)
2329205646,33.5940666,130.3477287,3,,,POINT (130.3477287 33.5940666)
2329205648,33.5940721,130.3484879,4,,,POINT (130.3484879 33.5940721)
2329205659,33.5940641,130.3493297,1,,,POINT (130.3493297 33.5940641)
2329205669,33.5941017,130.347568,3,,,POINT (130.347568 33.5941017)
2329205674,33.594086,130.3493155,4,,,POINT (130.3493155 33.594086)
2329205705,33.5941468,130.3485023,4,,,POINT (130.3485023 33.5941468)
2329205714,33.5941355,130.3477592,3,,,POINT (130.3477592 33.5941355)
2329205717,33.5941422,130.3502116,3,,,POINT (130.3502116 33.5941422)
2329205727,33.5941581,130.3493125,3,,,POINT (130.3493125 33.5941581)
2329205730,33.5941523,130.3478166,3,,,POINT (130.3478166 33.5941523)
2329205733,33.5941845,130.3494098,3,,,POINT (130.3494098 33.5941845)
2329205737,33.5941572,130.3465003,3,,,POINT (130.3465003 33.5941572)
2329205780,33.5942244,130.3501885,4,,,POINT (130.3501885 33.5942244)
2329205818,33.5942844,130.3503902,1,,,POINT (130.3503902 33.5942844)
2329205833,33.5943153,130.3505696,1,,,POINT (130.3505696 33.5943153)
2329205841,33.594316,130.3502857,3,,,POINT (130.3502857 33.594316)
2329205842,33.594309,130.3479972,3,,,POINT (130.3479972 33.594309)
2329205844,33.5943133,130.3508822,1,,,POINT (130.3508822 33.5943133)
2329205847,33.5943332,130.3465342,3,,,POINT (130.3465342 33.5943332)
2329205850,33.5943171,130.3485775,3,,,POINT (130.3485775 33.5943171)
2329205853,33.5943334,130.350662,3,,,POINT (130.350662 33.5943334)
2329205866,33.5943464,130.3494333,3,,,POINT (130.3494333 33.5943464)
2329205871,33.5943779,130.3507478,3,,,POINT (130.3507478 33.5943779)
2329205877,33.5943834,130.349905,3,,,POINT (130.349905 33.5943834)
2329205884,33.5944024,130.3502202,3,,,POINT (130.3502202 33.5944024)
2329205888,33.5944116,130.3512944,3,,,POINT (130.3512944 33.5944116)
2329205905,33.5944488,130.3507993,3,,,POINT (130.3507993 33.5944488)
2329205936,33.5946051,130.3532636,3,,,POINT (130.3532636 33.5946051)
2329205945,33.5946458,130.3525053,3,,,POINT (130.3525053 33.5946458)
2329205999,33.5947546,130.3532481,3,,,POINT (130.3532481 33.5947546)
2329206014,33.5948038,130.3544363,3,,,POINT (130.3544363 33.5948038)
2329206095,33.594967,130.3511998,3,,,POINT (130.3511998 33.594967)
2329206105,33.5950009,130.3545254,3,,,POINT (130.3545254 33.5950009)
2483150051,33.5841535,130.3400712,3,,,POINT (130.3400712 33.5841535)
2483152126,33.5806794,130.3342169,4,traffic_signals,,POINT (130.3342169 33.5806794)
2580372201,33.5826695,130.3586565,3,,,POINT (130.3586565 33.5826695)
2580372217,33.5827474,130.3588325,3,,,POINT (130.3588325 33.5827474)
2580372239,33.5829065,130.3585131,3,,,POINT (130.3585131 33.5829065)
2580372275,33.5830028,130.359264,1,,,POINT (130.359264 33.5830028)
2580372282,33.5830162,130.3592923,1,,,POINT (130.3592923 33.5830162)
2580372300,33.5830927,130.3592053,3,,,POINT (130.3592053 33.5830927)
2580372303,33.5831032,130.3583941,3,,,POINT (130.3583941 33.5831032)
2580372304,33.5831055,130.359235,3,,,POINT (130.359235 33.5831055)
2580372316,33.5831715,130.3591535,3,,,POINT (130.3591535 33.5831715)
2580372319,33.5831853,130.3591838,3,,,POINT (130.3591838 33.5831853)
2580372320,33.5832064,130.3591306,3,,,POINT (130.3591306 33.5832064)
2580372324,33.5832205,130.3591611,3,,,POINT (130.3591611 33.5832205)
2580372330,33.5832833,130.3590802,1,,,POINT (130.3590802 33.5832833)
2623116890,33.5964658,130.3622373,3,,,POINT (130.3622373 33.5964658)
2623116891,33.5969171,130.3623502,3,,,POINT (130.3623502 33.5969171)
2641829035,33.5817504,130.3470146,3,,,POINT (130.3470146 33.5817504)
2641829037,33.5813656,130.3479944,4,,,POINT (130.3479944 33.5813656)
2641829038,33.5812838,130.3480029,3,,,POINT (130.3480029 33.5812838)
2823879954,33.5946466,130.363647,1,,,POINT (130.363647 33.5946466)
2823879959,33.5947399,130.3640399,3,,,POINT (130.3640399 33.5947399)
3634756636,33.5812612,130.3473031,3,,,POINT (130.3473031 33.5812612)
3634756641,33.5815339,130.3479305,3,,,POINT (130.3479305 33.5815339)
3634756650,33.5941958,130.3590053,3,,,POINT (130.3590053 33.5941958)
3634756652,33.5948774,130.3586695,3,,,POINT (130.3586695 33.5948774)
3662461068,33.5913626,130.3634086,3,crossing,,POINT (130.3634086 33.5913626)
3662461069,33.5914048,130.3634921,4,crossing,,POINT (130.3634921 33.5914048)
3662461070,33.5920734,130.3535252,6,traffic_signals,,POINT (130.3535252 33.5920734)
3662461075,33.5925597,130.3557291,4,traffic_signals,,POINT (130.3557291 33.5925597)
3662461079,33.5931944,130.3574365,4,traffic_signals,,POINT (130.3574365 33.5931944)
3662461081,33.5934539,130.3620467,4,crossing,,POINT (130.3620467 33.5934539)
3662461084,33.5938374,130.3591746,4,traffic_signals,,POINT (130.3591746 33.5938374)
3662461089,33.5940872,130.3598827,4,,,POINT (130.3598827 33.5940872)
3662461091,33.594155,130.360064,4,,,POINT (130.360064 33.594155)
3795387383,33.5903341,130.3340348,4,,,POINT (130.3340348 33.5903341)
3795387392,33.5917318,130.3360252,4,,,POINT (130.3360252 33.5917318)
3795387400,33.5927966,130.3366675,3,,,POINT (130.3366675 33.5927966)
3795387407,33.5941558,130.3370887,4,,,POINT (130.3370887 33.5941558)
4298826047,33.581347,130.3472955,4,,,POINT (130.3472955 33.581347)
4326565331,33.584417,130.3402478,3,,,POINT (130.3402478 33.584417)
4730054131,33.5773275,130.3337095,3,,,POINT (130.3337095 33.5773275)
4730054132,33.5777312,130.3338087,3,,,POINT (130.3338087 33.5777312)
4853434202,33.5835569,130.3747216,1,,,POINT (130.3747216 33.5835569)
4853436148,33.5881493,130.3737343,4,,,POINT (130.3737343 33.5881493)
4853470698,33.5838386,130.3746237,3,,,POINT (130.3746237 33.5838386)
5264940228,33.5736934,130.3747046,3,,,POINT (130.3747046 33.5736934)
5264940229,33.5749573,130.3743499,1,,,POINT (130.3743499 33.5749573)
5279761089,33.5889201,130.3554123,1,,,POINT (130.3554123 33.5889201)
5279761090,33.5891087,130.3553819,3,,,POINT (130.3553819 33.5891087)
5280841090,33.5878921,130.3540548,3,,,POINT (130.3540548 33.5878921)
5280841096,33.5899487,130.3539945,3,,,POINT (130.3539945 33.5899487)
5280841118,33.5890403,130.3544173,4,,,POINT (130.3544173 33.5890403)
5280841120,33.5887191,130.3544381,1,,,POINT (130.3544381 33.5887191)
5280842029,33.5899402,130.3539466,4,,,POINT (130.3539466 33.5899402)
5362492479,33.5810957,130.3399177,3,,,POINT (130.3399177 33.5810957)
5406776644,33.5813851,130.3360587,3,,,POINT (130.3360587 33.5813851)
5406776645,33.581972,130.3360159,4,,,POINT (130.3360159 33.581972)
5406776646,33.5823103,130.3361727,3,traffic_signals,,POINT (130.3361727 33.5823103)
5406776648,33.581827,130.350518,3,traffic_signals,,POINT (130.350518 33.581827)
5406776649,33.5818863,130.3504934,4,traffic_signals,,POINT (130.3504934 33.5818863)
5444171253,33.5993469,130.3743188,3,,,POINT (130.3743188 33.5993469)
5444171257,33.5995034,130.3742944,3,,,POINT (130.3742944 33.5995034)
5444171262,33.5991158,130.3742727,3,,,POINT (130.3742727 33.5991158)
5444171269,33.5987128,130.3740129,1,,,POINT (130.3740129 33.5987128)
5444171331,33.5993618,130.3703289,3,,,POINT (130.3703289 33.5993618)
5444171342,33.5984559,130.3725637,3,,,POINT (130.3725637 33.5984559)
5444171344,33.5984783,130.3725041,3,,,POINT (130.3725041 33.5984783)
5444171368,33.5987882,130.3745104,3,,,POINT (130.3745104 33.5987882)
5444171370,33.5980247,130.3746365,1,,,POINT (130.3746365 33.5980247)
5444171375,33.5980527,130.374316,3,,,POINT (130.374316 33.5980527)
5444171386,33.5977712,130.3736025,1,,,POINT (130.3736025 33.5977712)
5444171400,33.5970043,130.3738303,3,,,POINT (130.3738303 33.5970043)
5444171401,33.5977522,130.3742637,1,,,POINT (130.3742637 33.5977522)
5444171411,33.5971799,130.3742845,3,,,POINT (130.3742845 33.5971799)
5444171412,33.5971163,130.374203,3,,,POINT (130.374203 33.5971163)
5444171651,33.5991133,130.3739199,4,,,POINT (130.3739199 33.5991133)
5444171659,33.598762,130.3745748,3,,,POINT (130.3745748 33.598762)
5444171661,33.5986402,130.3747127,3,,,POINT (130.3747127 33.5986402)
5444171686,33.5992323,130.3740585,3,,,POINT (130.3740585 33.5992323)
5444171689,33.5972417,130.3745614,3,,,POINT (130.3745614 33.5972417)
5504281405,33.5796823,130.3739828,3,,,POINT (130.3739828 33.5796823)
5504281408,33.5782563,130.3747352,3,,,POINT (130.3747352 33.5782563)
5504295445,33.580813,130.3722867,4,,,POINT (130.3722867 33.580813)
5504295447,33.5812836,130.3720624,4,,,POINT (130.3720624 33.5812836)
5504295449,33.5817041,130.3718632,4,,,POINT (130.3718632 33.5817041)
5504295452,33.5821129,130.3716671,4,,,POINT (130.3716671 33.5821129)
5504295792,33.5800655,130.3747701,1,,,POINT (130.3747701 33.5800655)
5504295796,33.5808179,130.3741527,4,,,POINT (130.3741527 33.5808179)
5504295801,33.5797395,130.3739468,4,,,POINT (130.3739468 33.5797395)
5504295806,33.5802996,130.372616,4,,,POINT (130.372616 33.5802996)
5504295808,33.5808186,130.3723802,1,,,POINT (130.3723802 33.5808186)
5504295816,33.5805048,130.3714577,3,,,POINT (130.3714577 33.5805048)
5504296622,33.5808733,130.372352,1,,,POINT (130.372352 33.5808733)
5504296625,33.5817268,130.3719261,4,,,POINT (130.3719261 33.5817268)
5504296631,33.5828674,130.3721507,4,,,POINT (130.3721507 33.5828674)
5504296640,33.5822662,130.3733841,4,,,POINT (130.3733841 33.5822662)
5504296643,33.5813925,130.3738516,4,,,POINT (130.3738516 33.5813925)
5504296645,33.5814478,130.3740063,4,,,POINT (130.3740063 33.5814478)
5504666966,33.5825312,130.3690956,4,,,POINT (130.3690956 33.5825312)
5504666968,33.5824856,130.3688211,3,,,POINT (130.3688211 33.5824856)
5504666978,33.5847663,130.3681653,4,,,POINT (130.3681653 33.5847663)
5504666983,33.5853191,130.3679793,4,,,POINT (130.3679793 33.5853191)
5504666986,33.5856443,130.3679329,4,,,POINT (130.3679329 33.5856443)
5504666992,33.5864411,130.3678232,4,,,POINT (130.3678232 33.5864411)
5504666995,33.5867641,130.3676316,4,,,POINT (130.3676316 33.5867641)
5504853224,33.5884032,130.3702834,4,,,POINT (130.3702834 33.5884032)
