772367002,33.6530327,130.6893204,772367003,10019851352
772367003,33.6528549,130.6884614,772367002,6338938367
772367005,33.6524823,130.6865281,772367009,1540568270,6338938367
772367009,33.6521111,130.684588,772367005,772367010
772367010,33.6519541,130.6838,772367009,772367011
772367011,33.6519165,130.6835915,772367010,6426914754
772367012,33.6517627,130.6830177,772367092,1540566861,5340166243,6426914754
772367064,33.6358498,130.6763067,1549931153,6040509118
772367067,33.6370303,130.6764277,772367069,6040509117
772367069,33.6380887,130.676554,772367067,772367070
772367070,33.6386412,130.6766056,772367069,772367073
772367073,33.6398527,130.6767337,772367070,1540558453
772367074,33.6406325,130.676805,1540558453,1540558615
772367075,33.6411117,130.6768493,772367076,1540558615
772367076,33.6416271,130.6768849,772367075,772367077,1540559063
772367077,33.6423103,130.6769775,772367076,2697924202
772367078,33.6434651,130.6771241,2697924202,5342242432
772367080,33.6440347,130.6772769,2697924208,2697924219,5342242432,5342304062
772367092,33.6515663,130.6825951,772367012,3785236911
772367093,33.6512564,130.6821282,772367094,3785236911
772367094,33.6510197,130.6818633,772367093,772367095
772367095,33.6507517,130.6816328,772367094,2697924239
772367099,33.648746,130.6802185,772367101,2697924239
772367101,33.6482738,130.6798731,772367099,772367102
772367102,33.6479519,130.6796109,772367101,772367104
772367104,33.6474666,130.6791732,772367102,3714264997
772367107,33.6464264,130.6782334,1549914761,2697924225
775523677,33.6409541,130.6665775,775523679
775523679,33.6413526,130.6666046,775523677,775523680
775523680,33.6423753,130.6666515,775523679,1551616400
775523683,33.6442634,130.666747,775523684,1540559947
775523684,33.6449009,130.6667833,775523683,775523685
775523685,33.6452275,130.6668453,775523684,5305928037
775523686,33.6455878,130.6669449,775523687,5305928037
775523687,33.6460838,130.6671743,775523686,1540562998
775523688,33.6465503,130.6674004,775523689,1540562998,1540563199
775523689,33.6472629,130.6677037,775523688,775523690,1540563270
775523690,33.6474609,130.6678092,775523689,775523691
775523691,33.6479521,130.668056,775523690,1540563609
775523692,33.6484152,130.6682836,775523693,1540563186,1540563609,1540564040
775523693,33.6489435,130.6686675,775523692,1540564322
775523694,33.6493374,130.668947,1540564322,1545422389
775523695,33.6497295,130.6692576,1540564747,5373907895
775523698,33.6527191,130.6647468,775523699,1540568830
775523699,33.6526877,130.6643225,775523698,775523700
775523700,33.6526614,130.6639043,775523699,1540568298
775523705,33.647252,130.6655937,1540563274,6737940330
775523707,33.6472496,130.6666024,1540562814,1540563199,6737940330
796083359,33.6447094,130.6881259,796083364,796083622
796083364,33.6447179,130.6881897,796083359,1540561738,6904215339,6904227820
796083366,33.6448073,130.688737,1540562269,6904158628,6904215339,6904227821
796083371,33.6453529,130.691847,6904158657,6904158660
796083373,33.6454377,130.6923239,5341822755,6904158660
796083613,33.6418567,130.6868854,1540559088,3792900067,5296660962,5296660981
796083622,33.6442871,130.6857765,796083359,1540561881
796083958,33.6390236,130.6880686,5296661180,5296661182
796083960,33.6395564,130.6879201,796083963,5296661180
796083963,33.6398891,130.6877961,796083960,5294980603
796083966,33.6408038,130.6873917,1540558540,5296661179
796083969,33.6416109,130.6870166,3792900055,5296660962
796083974,33.6427907,130.6864283,3793018379,3793018380
796083977,33.6436795,130.6860027,3793018380,6006327924
1067632794,33.650347,130.6771001,1067686808,6251070274
1067632949,33.6426631,130.6694679,1067653796,6737883758
1067632983,33.6503958,130.6779399,6251070276,6251070278
1067632991,33.6514006,130.6731265,1067657943,1067670467
1067633033,33.650262,130.6734942,1067640370,1067650026
1067633259,33.6497879,130.6748338,1067640877,1067661884
1067633701,33.6468028,130.668851,1067634775,1067650316
1067634360,33.6458321,130.6683111,1067674136,1067685332
1067634634,33.6417196,130.6685283,1067637501,1067681710
1067634775,33.6465949,130.6685984,1067633701,1067670571
1067634918,33.6410588,130.6676695,1067644925,1067680525
1067635109,33.6514891,130.6733286,1067657943,6251071286
1067635236,33.6526334,130.6785842,1067645499,1067669811
1067635897,33.6423983,130.6667728,1067659493,6737883764
1067635968,33.6470154,130.6704454,1067674661,1067684270
1067637501,33.6418567,130.668482,1067634634,1067656918
1067637726,33.6497748,130.6744426,1067646610,1067674983
1067637737,33.6599374,130.6827255,1067643899,1067686046
1067638686,33.653103,130.6765355,1067652295,1067677228
1067638711,33.6531307,130.6761781,1067648714,1067681548
1067639003,33.65411,130.6760781,1067676415,6251071298
1067639034,33.6590916,130.683232,1067640661,1067665740
1067639048,33.653761,130.6786771,1067658644,1067671940
1067639233,33.6586054,130.6836655,1067645711,1067684052
1067639686,33.6413266,130.6668114,1067666047,1067667757
1067640328,33.6530116,130.6793348,1067668451,1067676378
1067640370,33.650307,130.6734681,1067633033,1067686512
1067640397,33.6418155,130.6689362,1067683921,1067684795
1067640661,33.6592795,130.6829748,1067639034,1067685054
1067640877,33.649781,130.6748033,1067633259,1067671998
1067640893,33.649804,130.673901,1067668514,6251070270
1067641173,33.6497812,130.6750655,1067665542,1067686532
1067641194,33.6500936,130.6734155,1067650026,6251070263
1067641429,33.6501676,130.6764188,1067647830,1067648430
1067641445,33.6508465,130.6774975,1067667771,1067676372
1067641447,33.654974,130.6756427,1067673544,1067687759
1067641616,33.6490593,130.673027,1067684117,6251070252
1067641968,33.6526598,130.6745569,1067655337,1067671394
1067642276,33.6537421,130.6782864,1067658644,1067677278
1067642409,33.6531008,130.6766748,1067656718,1067677228
1067642736,33.6499499,130.6757592,1067654917,1067656742
1067643799,33.6514311,130.676938,1067651253,1067680532
1067643899,33.6596988,130.6827229,1067637737,1067685054
1067644925,33.6410273,130.6677909,1067634918,1067646160
1067645499,33.6527516,130.6786198,1067635236,1067661716
1067645651,33.6470061,130.6701353,1067659636,1067674661
1067645711,33.6586429,130.6838225,1067639233,1067656317
1067646160,33.6410621,130.6678204,1067644925,1067681853
1067646486,33.6509984,130.6769064,1067673520,1067684258
1067646610,33.6497853,130.6741929,1067637726,1067661790
1067647348,33.6461579,130.6679784,1067674136,1067677870
1067647830,33.6503841,130.6763253,1067641429,1067685458
1067648430,33.6502468,130.6765989,1067641429,1067666523
1067648543,33.6507927,130.6769637,1067678703,1067684258
1067648600,33.6464128,130.6704808,1067653415,1067680204
1067648714,33.6531073,130.6763362,1067638711,1067652295
1067650026,33.6501948,130.673487,1067633033,1067641194
1067650316,33.6468717,130.6694188,1067633701,1067678385
1067650882,33.6603435,130.6834873,1067673484,1067673877
1067651253,33.6514425,130.6768919,1067643799,1067677039
1067651332,33.6451926,130.6689267,1067663203,1067668624
1067652295,33.6531056,130.6764649,1067638686,1067648714
1067652429,33.6520987,130.6784698,1067660783,1067663554
1067653415,33.64637,130.6704985,1067648600,1067673079
1067653512,33.6510129,130.6735698,1067663366,1067669983
1067653796,33.6425473,130.6694437,1067632949,1067682382
1067654805,33.6532228,130.675499,1067679033,1067687436
1067654917,33.6497313,130.6751886,1067642736,1067665542
1067655337,33.6527432,130.6746854,1067641968,1067687436
1067655418,33.6597031,130.683891,1067671283,1067671894
1067655429,33.6547105,130.6755855,1067661137,1067673544
1067655953,33.6455733,130.6684461,1067685332,1067687553
1067656317,33.6587593,130.6839345,1067645711,1067671283
1067656718,33.6531844,130.6767279,1067642409,1067687947
1067656742,33.6500039,130.6757779,1067642736,1067684971
1067656815,33.6418955,130.668602,1067681710,1067684795
1067656918,33.641735,130.6680741,1067637501,1067666669
1067657445,33.6535372,130.6766117,6251071296,6251071297
1067657539,33.6454748,130.6686229,1067663203,1067687553
1067657943,33.6514927,130.673221,1067632991,1067635109
